Date	Time	X	Y	Z	r_KA	?????????? ?? ????	Vx	Vy	Vz	V_KA	??????? ?????
2021-Feb-01 00:57:57.593	0	-592.609	-9175.76	-3931.19	10000	10000	0.718435	-0.0786671	0.0753157	0.726643	Moon
2021-Feb-01 00:59:57.593	120	-506.376	-9184.87	-3922.01	10000	10000	0.71876	-0.0732576	0.0776294	0.726643	Moon
2021-Feb-01 01:07:57.593	600	-161.148	-9214.84	-3882.54	10000.7	10000.7	0.719554	-0.0515731	0.0868266	0.726606	Moon
2021-Feb-01 01:17:57.593	1200	270.603	-9237.63	-3827.03	10002.7	10002.7	0.719407	-0.0243989	0.0981788	0.726485	Moon
2021-Feb-01 01:27:57.593	1800	701.887	-9244.11	-3764.76	10006	10006	0.717995	0.0027966	0.109348	0.72628	Moon
2021-Feb-01 01:37:57.593	2400	1131.95	-9234.28	-3695.85	10010.6	10010.6	0.715325	0.0299546	0.120311	0.72599	Moon
2021-Feb-01 01:47:57.593	3000	1560.03	-9208.18	-3620.44	10016.6	10016.6	0.711406	0.0570166	0.131043	0.725618	Moon
2021-Feb-01 01:57:57.593	3600	1985.39	-9165.89	-3538.65	10023.8	10023.8	0.70625	0.0839249	0.141524	0.725163	Moon
2021-Feb-01 02:07:57.593	4200	2407.28	-9107.52	-3450.66	10032.4	10032.4	0.699874	0.110623	0.151731	0.724626	Moon
2021-Feb-01 02:17:57.593	4800	2824.99	-9033.2	-3356.63	10042.2	10042.2	0.692297	0.137053	0.161645	0.724008	Moon
2021-Feb-01 02:27:57.593	5400	3237.8	-8943.12	-3256.75	10053.3	10053.3	0.683543	0.163163	0.171245	0.723311	Moon
2021-Feb-01 02:37:57.593	6000	3645.02	-8837.48	-3151.21	10065.6	10065.6	0.673639	0.188899	0.180514	0.722535	Moon
2021-Feb-01 02:47:57.593	6600	4045.95	-8716.52	-3040.2	10079.2	10079.2	0.662612	0.214208	0.189435	0.721683	Moon
2021-Feb-01 02:57:57.593	7200	4439.93	-8580.52	-2923.96	10094	10094	0.650496	0.239043	0.197991	0.720755	Moon
2021-Feb-01 03:07:57.593	7800	4826.33	-8429.78	-2802.69	10109.9	10109.9	0.637325	0.263355	0.206168	0.719753	Moon
2021-Feb-01 03:17:57.593	8400	5204.52	-8264.61	-2676.63	10127	10127	0.623136	0.287098	0.213953	0.718679	Moon
2021-Feb-01 03:27:57.593	9000	5573.9	-8085.38	-2546.03	10145.1	10145.1	0.607968	0.310231	0.221334	0.717536	Moon
2021-Feb-01 03:37:57.593	9600	5933.89	-7892.46	-2411.12	10164.4	10164.4	0.591862	0.332713	0.2283	0.716324	Moon
2021-Feb-01 03:47:57.593	10200	6283.95	-7686.26	-2272.15	10184.8	10184.8	0.574862	0.354506	0.234842	0.715047	Moon
2021-Feb-01 03:57:57.593	10800	6623.56	-7467.2	-2129.39	10206.1	10206.1	0.557012	0.375574	0.240951	0.713706	Moon
2021-Feb-01 04:07:57.593	11400	6952.21	-7235.73	-1983.1	10228.5	10228.5	0.538358	0.395885	0.246622	0.712304	Moon
2021-Feb-01 04:17:57.593	12000	7269.44	-6992.3	-1833.54	10251.8	10251.8	0.518946	0.415408	0.251849	0.710843	Moon
2021-Feb-01 04:27:57.593	12600	7574.8	-6737.4	-1680.97	10276	10276	0.498825	0.434118	0.256627	0.709325	Moon
2021-Feb-01 04:37:57.593	13200	7867.89	-6471.52	-1525.67	10301.1	10301.1	0.478043	0.451989	0.260953	0.707754	Moon
2021-Feb-01 04:47:57.593	13800	8148.33	-6195.18	-1367.92	10327	10327	0.456648	0.469	0.264827	0.706132	Moon
2021-Feb-01 04:57:57.593	14400	8415.76	-5908.9	-1207.97	10353.7	10353.7	0.43469	0.485132	0.268248	0.704461	Moon
2021-Feb-01 05:07:57.593	15000	8669.86	-5613.2	-1046.11	10381.2	10381.2	0.412218	0.500368	0.271216	0.702745	Moon
2021-Feb-01 05:17:57.593	15600	8910.33	-5308.64	-882.603	10409.4	10409.4	0.389281	0.514695	0.273733	0.700986	Moon
2021-Feb-01 05:27:57.593	16200	9136.91	-4995.75	-717.72	10438.2	10438.2	0.365928	0.528102	0.275801	0.699186	Moon
2021-Feb-01 05:37:57.593	16800	9349.37	-4675.1	-551.73	10467.6	10467.6	0.342206	0.54058	0.277425	0.697349	Moon
2021-Feb-01 05:47:57.593	17400	9547.49	-4347.25	-384.898	10497.7	10497.7	0.318164	0.552122	0.27861	0.695478	Moon
2021-Feb-01 05:57:57.593	18000	9731.11	-4012.74	-217.486	10528.2	10528.2	0.293848	0.562725	0.279359	0.693576	Moon
2021-Feb-01 06:07:57.593	18600	9900.07	-3672.16	-49.7525	10559.3	10559.3	0.269304	0.572386	0.279681	0.691644	Moon
2021-Feb-01 06:17:57.593	19200	10054.2	-3326.07	118.047	10590.8	10590.8	0.244577	0.581107	0.279581	0.689687	Moon
2021-Feb-01 06:27:57.593	19800	10193.5	-2975.02	285.662	10622.6	10622.6	0.219711	0.588889	0.279067	0.687707	Moon
2021-Feb-01 06:37:57.593	20400	10317.9	-2619.59	452.846	10654.8	10654.8	0.194749	0.595736	0.278148	0.685708	Moon
2021-Feb-01 06:47:57.593	21000	10427.2	-2260.33	619.36	10687.4	10687.4	0.169732	0.601654	0.276833	0.683691	Moon
2021-Feb-01 06:57:57.593	21600	10521.5	-1897.79	784.968	10720.1	10720.1	0.1447	0.606652	0.27513	0.68166	Moon
2021-Feb-01 07:07:57.593	22200	10600.9	-1532.53	949.44	10753.1	10753.1	0.119693	0.610736	0.273049	0.679618	Moon
2021-Feb-01 07:17:57.593	22800	10665.2	-1165.09	1112.55	10786.2	10786.2	0.0947471	0.613919	0.2706	0.677568	Moon
2021-Feb-01 07:27:57.593	23400	10714.6	-796.002	1274.09	10819.4	10819.4	0.0698987	0.616212	0.267795	0.675513	Moon
2021-Feb-01 07:37:57.593	24000	10749.1	-425.806	1433.84	10852.7	10852.7	0.0451825	0.617628	0.264642	0.673454	Moon
2021-Feb-01 07:47:57.593	24600	10768.8	-55.0214	1591.59	10886	10886	0.0206314	0.61818	0.261154	0.671396	Moon
2021-Feb-01 07:57:57.593	25200	10773.9	315.839	1747.16	10919.2	10919.2	-0.00372293	0.617883	0.257341	0.669341	Moon
2021-Feb-01 08:07:57.593	25800	10764.4	686.272	1900.34	10952.4	10952.4	-0.0278503	0.616754	0.253215	0.667292	Moon
2021-Feb-01 08:17:57.593	26400	10740.5	1055.78	2050.95	10985.4	10985.4	-0.051722	0.614808	0.248786	0.665251	Moon
2021-Feb-01 08:27:57.593	27000	10702.4	1423.88	2198.82	11018.3	11018.3	-0.0753108	0.612064	0.244067	0.663221	Moon
2021-Feb-01 08:37:57.593	27600	10650.2	1790.1	2343.78	11051	11051	-0.0985909	0.608538	0.239068	0.661205	Moon
2021-Feb-01 08:47:57.593	28200	10584.2	2153.97	2485.65	11083.4	11083.4	-0.121538	0.604249	0.233801	0.659205	Moon
2021-Feb-01 08:57:57.593	28800	10504.4	2515.05	2624.29	11115.6	11115.6	-0.144128	0.599216	0.228278	0.657224	Moon
2021-Feb-01 09:07:57.593	29400	10411.3	2872.89	2759.54	11147.3	11147.3	-0.16634	0.593458	0.222509	0.655265	Moon
2021-Feb-01 09:17:57.593	30000	10304.9	3227.06	2891.25	11178.7	11178.7	-0.188153	0.586994	0.216506	0.653329	Moon
2021-Feb-01 09:27:57.593	30600	10185.6	3577.15	3019.3	11209.7	11209.7	-0.209548	0.579844	0.21028	0.65142	Moon
2021-Feb-01 09:37:57.593	31200	10053.5	3922.74	3143.55	11240.3	11240.3	-0.230506	0.572027	0.203843	0.649539	Moon
2021-Feb-01 09:47:57.593	31800	9909.06	4263.45	3263.87	11270.3	11270.3	-0.251011	0.563564	0.197204	0.647688	Moon
2021-Feb-01 09:57:57.593	32400	9752.42	4598.89	3380.15	11299.8	11299.8	-0.271047	0.554473	0.190375	0.645871	Moon
2021-Feb-01 10:07:57.593	33000	9583.9	4928.7	3492.28	11328.7	11328.7	-0.290599	0.544776	0.183366	0.64409	Moon
2021-Feb-01 10:17:57.593	33600	9403.8	5252.5	3600.16	11357	11357	-0.309653	0.534491	0.176188	0.642345	Moon
2021-Feb-01 10:27:57.593	34200	9212.42	5569.97	3703.68	11384.7	11384.7	-0.328196	0.523639	0.168851	0.640641	Moon
2021-Feb-01 10:37:57.593	34800	9010.07	5880.76	3802.75	11411.6	11411.6	-0.346215	0.512239	0.161365	0.638977	Moon
2021-Feb-01 10:47:57.593	35400	8797.07	6184.55	3897.29	11437.9	11437.9	-0.363701	0.50031	0.153739	0.637358	Moon
2021-Feb-01 10:57:57.593	36000	8573.74	6481.03	3987.21	11463.4	11463.4	-0.380642	0.487873	0.145985	0.635783	Moon
2021-Feb-01 11:07:57.593	36600	8340.41	6769.9	4072.45	11488.2	11488.2	-0.39703	0.474947	0.138111	0.634256	Moon
2021-Feb-01 11:17:57.593	37200	8097.42	7050.87	4152.92	11512.2	11512.2	-0.412854	0.461549	0.130126	0.632779	Moon
2021-Feb-01 11:27:57.593	37800	7845.1	7323.67	4228.58	11535.3	11535.3	-0.428107	0.4477	0.122039	0.631351	Moon
2021-Feb-01 11:37:57.593	38400	7583.8	7588.03	4299.35	11557.5	11557.5	-0.442782	0.433418	0.113861	0.629977	Moon
2021-Feb-01 11:47:57.593	39000	7313.88	7843.69	4365.19	11578.9	11578.9	-0.45687	0.41872	0.105598	0.628656	Moon
2021-Feb-01 11:57:57.593	39600	7035.68	8090.41	4426.05	11599.4	11599.4	-0.470367	0.403626	0.0972605	0.627391	Moon
2021-Feb-01 12:07:57.593	40200	6749.56	8327.96	4481.89	11618.9	11618.9	-0.483266	0.388154	0.0888562	0.626183	Moon
2021-Feb-01 12:17:57.593	40800	6455.88	8556.12	4532.67	11637.5	11637.5	-0.495561	0.37232	0.0803934	0.625033	Moon
2021-Feb-01 12:27:57.593	41400	6155.01	8774.68	4578.35	11655.1	11655.1	-0.507247	0.356143	0.0718801	0.623943	Moon
2021-Feb-01 12:37:57.593	42000	5847.3	8983.43	4618.92	11671.6	11671.6	-0.518321	0.33964	0.0633244	0.622914	Moon
2021-Feb-01 12:47:57.593	42600	5533.14	9182.19	4654.34	11687.2	11687.2	-0.528777	0.322827	0.054734	0.621947	Moon
2021-Feb-01 12:57:57.593	43200	5212.9	9370.77	4684.59	11701.7	11701.7	-0.538611	0.305722	0.0461165	0.621043	Moon
2021-Feb-01 13:07:57.593	43800	4886.94	9549	4709.67	11715.2	11715.2	-0.547821	0.288341	0.0374793	0.620204	Moon
2021-Feb-01 13:17:57.593	44400	4555.64	9716.72	4729.56	11727.6	11727.6	-0.556403	0.2707	0.0288299	0.619431	Moon
2021-Feb-01 13:27:57.593	45000	4219.38	9873.79	4744.27	11738.9	11738.9	-0.564354	0.252817	0.0201754	0.618723	Moon
2021-Feb-01 13:37:57.593	45600	3878.54	10020.1	4753.78	11749.2	11749.2	-0.57167	0.234706	0.0115231	0.618083	Moon
2021-Feb-01 13:47:57.593	46200	3533.5	10155.4	4758.1	11758.3	11758.3	-0.57835	0.216384	0.00287985	0.61751	Moon
2021-Feb-01 13:57:57.593	46800	3184.65	10279.7	4757.23	11766.3	11766.3	-0.584391	0.197866	-0.00574729	0.617006	Moon
2021-Feb-01 14:07:57.593	47400	2832.36	10392.8	4751.2	11773.1	11773.1	-0.589791	0.179168	-0.0143515	0.616572	Moon
2021-Feb-01 14:17:57.593	48000	2477.03	10494.6	4740.02	11778.8	11778.8	-0.594548	0.160306	-0.022926	0.616207	Moon
2021-Feb-01 14:27:57.593	48600	2119.03	10585.1	4723.7	11783.4	11783.4	-0.59866	0.141295	-0.0314642	0.615912	Moon
2021-Feb-01 14:37:57.593	49200	1758.76	10664.2	4702.27	11786.8	11786.8	-0.602125	0.122151	-0.0399592	0.615688	Moon
2021-Feb-01 14:47:57.593	49800	1396.61	10731.7	4675.76	11789.1	11789.1	-0.604942	0.102888	-0.0484046	0.615535	Moon
2021-Feb-01 14:57:57.593	50400	1032.96	10787.6	4644.2	11790.2	11790.2	-0.607109	0.0835225	-0.0567936	0.615453	Moon
2021-Feb-01 15:07:57.593	51000	668.212	10831.9	4607.62	11790.1	11790.1	-0.608625	0.064069	-0.0651199	0.615443	Moon
2021-Feb-01 15:17:57.593	51600	302.745	10864.5	4566.07	11788.9	11788.9	-0.609489	0.0445429	-0.0733769	0.615504	Moon
2021-Feb-01 15:27:57.593	52200	-63.0445	10885.3	4519.58	11786.5	11786.5	-0.6097	0.0249595	-0.081558	0.615637	Moon
2021-Feb-01 15:37:57.593	52800	-428.764	10894.4	4468.21	11782.9	11782.9	-0.609256	0.00533415	-0.0896568	0.615841	Moon
2021-Feb-01 15:47:57.593	53400	-794.021	10891.7	4412.01	11778.2	11778.2	-0.608158	-0.0143178	-0.0976666	0.616116	Moon
2021-Feb-01 15:57:57.593	54000	-1158.42	10877.2	4351.03	11772.3	11772.3	-0.606403	-0.0339809	-0.105581	0.616463	Moon
2021-Feb-01 16:07:57.593	54600	-1521.57	10851	4285.33	11765.3	11765.3	-0.603992	-0.0536395	-0.113394	0.616881	Moon
2021-Feb-01 16:17:57.593	55200	-1883.08	10812.9	4214.98	11757.1	11757.1	-0.600924	-0.0732781	-0.121098	0.617369	Moon
2021-Feb-01 16:27:57.593	55800	-2242.55	10763	4140.04	11747.8	11747.8	-0.597199	-0.0928808	-0.128686	0.617927	Moon
2021-Feb-01 16:37:57.593	56400	-2599.59	10701.4	4060.58	11737.4	11737.4	-0.592817	-0.112432	-0.136153	0.618555	Moon
2021-Feb-01 16:47:57.593	57000	-2953.8	10628.1	3976.68	11725.9	11725.9	-0.587777	-0.131914	-0.143492	0.619252	Moon
2021-Feb-01 16:57:57.593	57600	-3304.79	10543.2	3888.42	11713.2	11713.2	-0.58208	-0.151312	-0.150695	0.620017	Moon
2021-Feb-01 17:07:57.593	58200	-3652.16	10446.6	3795.88	11699.5	11699.5	-0.575726	-0.170609	-0.157756	0.62085	Moon
2021-Feb-01 17:17:57.593	58800	-3995.53	10338.5	3699.14	11684.7	11684.7	-0.568716	-0.189789	-0.164668	0.62175	Moon
2021-Feb-01 17:27:57.593	59400	-4334.49	10218.9	3598.31	11668.8	11668.8	-0.561051	-0.208833	-0.171424	0.622716	Moon
2021-Feb-01 17:37:57.593	60000	-4668.66	10087.9	3493.47	11651.9	11651.9	-0.552731	-0.227724	-0.178016	0.623747	Moon
2021-Feb-01 17:47:57.593	60600	-4997.64	9945.62	3384.72	11633.9	11633.9	-0.543759	-0.246446	-0.184439	0.624841	Moon
2021-Feb-01 17:57:57.593	61200	-5321.04	9792.18	3272.18	11615	11615	-0.534135	-0.264979	-0.190684	0.625999	Moon
2021-Feb-01 18:07:57.593	61800	-5638.47	9627.69	3155.94	11595	11595	-0.523862	-0.283306	-0.196745	0.627218	Moon
2021-Feb-01 18:17:57.593	62400	-5949.55	9452.26	3036.12	11574.1	11574.1	-0.512943	-0.301408	-0.202614	0.628498	Moon
2021-Feb-01 18:27:57.593	63000	-6253.87	9266.05	2912.84	11552.3	11552.3	-0.50138	-0.319265	-0.208283	0.629836	Moon
2021-Feb-01 18:37:57.593	63600	-6551.07	9069.2	2786.22	11529.5	11529.5	-0.489176	-0.336859	-0.213745	0.631232	Moon
2021-Feb-01 18:47:57.593	64200	-6840.76	8861.87	2656.39	11505.9	11505.9	-0.476335	-0.35417	-0.218992	0.632684	Moon
2021-Feb-01 18:57:57.593	64800	-7122.55	8644.25	2523.48	11481.4	11481.4	-0.462862	-0.371177	-0.224018	0.63419	Moon
2021-Feb-01 19:07:57.593	65400	-7396.07	8416.53	2387.61	11456	11456	-0.448762	-0.38786	-0.228813	0.63575	Moon
2021-Feb-01 19:17:57.593	66000	-7660.94	8178.89	2248.95	11429.9	11429.9	-0.434039	-0.404198	-0.23337	0.63736	Moon
2021-Feb-01 19:27:57.593	66600	-7916.79	7931.56	2107.62	11403	11403	-0.418701	-0.42017	-0.237682	0.63902	Moon
2021-Feb-01 19:37:57.593	67200	-8163.26	7674.76	1963.78	11375.3	11375.3	-0.402754	-0.435754	-0.24174	0.640726	Moon
2021-Feb-01 19:47:57.593	67800	-8399.98	7408.74	1817.58	11346.9	11346.9	-0.386206	-0.450928	-0.245536	0.642479	Moon
2021-Feb-01 19:57:57.593	68400	-8626.59	7133.74	1669.19	11317.9	11317.9	-0.369064	-0.46567	-0.249063	0.644274	Moon
2021-Feb-01 20:07:57.593	69000	-8842.74	6850.03	1518.76	11288.2	11288.2	-0.35134	-0.479957	-0.252312	0.646111	Moon
2021-Feb-01 20:17:57.593	69600	-9048.08	6557.89	1366.47	11257.9	11257.9	-0.333042	-0.493765	-0.255276	0.647987	Moon
2021-Feb-01 20:27:57.593	70200	-9242.27	6257.61	1212.49	11227.1	11227.1	-0.314182	-0.507072	-0.257946	0.649899	Moon
2021-Feb-01 20:37:57.593	70800	-9424.99	5949.5	1057	11195.7	11195.7	-0.294772	-0.519854	-0.260315	0.651846	Moon
2021-Feb-01 20:47:57.593	71400	-9595.89	5633.89	900.175	11163.9	11163.9	-0.274827	-0.532087	-0.262374	0.653824	Moon
2021-Feb-01 20:57:57.593	72000	-9754.68	5311.11	742.212	11131.6	11131.6	-0.254359	-0.543746	-0.264116	0.655832	Moon
2021-Feb-01 21:07:57.593	72600	-9901.02	4981.52	583.3	11098.9	11098.9	-0.233386	-0.554808	-0.265534	0.657867	Moon
2021-Feb-01 21:17:57.593	73200	-10034.6	4645.47	423.638	11065.9	11065.9	-0.211923	-0.565247	-0.266619	0.659925	Moon
2021-Feb-01 21:27:57.593	73800	-10155.2	4303.35	263.426	11032.5	11032.5	-0.18999	-0.575041	-0.267364	0.662006	Moon
2021-Feb-01 21:37:57.593	74400	-10262.5	3955.56	102.87	10998.9	10998.9	-0.167606	-0.584163	-0.267763	0.664104	Moon
2021-Feb-01 21:47:57.593	75000	-10356.3	3602.49	-57.8187	10965.1	10965.1	-0.144793	-0.592589	-0.267808	0.666219	Moon
2021-Feb-01 21:57:57.593	75600	-10436.2	3244.59	-218.427	10931.1	10931.1	-0.121572	-0.600296	-0.267492	0.668346	Moon
2021-Feb-01 22:07:57.593	76200	-10502.1	2882.29	-378.736	10897	10897	-0.0979691	-0.607258	-0.26681	0.670483	Moon
2021-Feb-01 22:17:57.593	76800	-10553.7	2516.04	-538.524	10862.8	10862.8	-0.0740086	-0.613453	-0.265755	0.672627	Moon
2021-Feb-01 22:27:57.593	77400	-10590.8	2146.3	-697.566	10828.6	10828.6	-0.0497185	-0.618856	-0.264322	0.674775	Moon
2021-Feb-01 22:37:57.593	78000	-10613.3	1773.57	-855.634	10794.4	10794.4	-0.0251275	-0.623445	-0.262506	0.676923	Moon
2021-Feb-01 22:47:57.593	78600	-10620.9	1398.34	-1012.5	10760.3	10760.3	-0.000266475	-0.627198	-0.260302	0.679068	Moon
2021-Feb-01 22:57:57.593	79200	-10613.6	1021.11	-1167.92	10726.4	10726.4	0.0248324	-0.630091	-0.257705	0.681208	Moon
2021-Feb-01 23:07:57.593	79800	-10591.1	642.402	-1321.66	10692.6	10692.6	0.050135	-0.632106	-0.254714	0.683338	Moon
2021-Feb-01 23:17:57.593	80400	-10553.4	262.759	-1473.49	10659	10659	0.0756057	-0.633221	-0.251324	0.685455	Moon
2021-Feb-01 23:27:57.593	81000	-10500.3	-117.279	-1623.17	10625.7	10625.7	0.101207	-0.633418	-0.247533	0.687556	Moon
2021-Feb-01 23:37:57.593	81600	-10431.9	-497.155	-1770.45	10592.8	10592.8	0.1269	-0.632679	-0.243341	0.689638	Moon
2021-Feb-01 23:47:57.593	82200	-10348	-876.303	-1915.1	10560.2	10560.2	0.152644	-0.630987	-0.238746	0.691697	Moon
2021-Feb-01 23:57:57.593	82800	-10248.7	-1254.15	-2056.87	10528.1	10528.1	0.178397	-0.628329	-0.233749	0.69373	Moon
2021-Feb-02 00:07:57.593	83400	-10134	-1630.1	-2195.52	10496.4	10496.4	0.204115	-0.62469	-0.228351	0.695733	Moon
2021-Feb-02 00:17:57.593	84000	-10003.8	-2003.58	-2330.81	10465.3	10465.3	0.229753	-0.620059	-0.222554	0.697703	Moon
2021-Feb-02 00:27:57.593	84600	-9858.3	-2373.97	-2462.5	10434.8	10434.8	0.255264	-0.614426	-0.216361	0.699637	Moon
2021-Feb-02 00:37:57.593	85200	-9697.53	-2740.69	-2590.36	10405	10405	0.280601	-0.607785	-0.209776	0.701531	Moon
2021-Feb-02 00:47:57.593	85800	-9521.63	-3103.11	-2714.16	10375.8	10375.8	0.305714	-0.600128	-0.202804	0.703381	Moon
2021-Feb-02 00:57:57.593	86400	-9330.73	-3460.64	-2833.65	10347.4	10347.4	0.330554	-0.591454	-0.195453	0.705185	Moon
2021-Feb-02 01:07:57.593	87000	-9125.03	-3812.65	-2948.63	10319.7	10319.7	0.35507	-0.581762	-0.187728	0.706939	Moon
2021-Feb-02 01:17:57.593	87600	-8904.72	-4158.55	-3058.85	10292.9	10292.9	0.379209	-0.571053	-0.179639	0.70864	Moon
2021-Feb-02 01:27:57.593	88200	-8670.06	-4497.71	-3164.12	10267	10267	0.402921	-0.559332	-0.171196	0.710285	Moon
2021-Feb-02 01:37:57.593	88800	-8421.31	-4829.54	-3264.22	10242	10242	0.426152	-0.546606	-0.16241	0.711871	Moon
2021-Feb-02 01:47:57.593	89400	-8158.78	-5153.44	-3358.95	10217.9	10217.9	0.448851	-0.532886	-0.153292	0.713395	Moon
2021-Feb-02 01:57:57.593	90000	-7882.81	-5468.81	-3448.11	10194.9	10194.9	0.470964	-0.518185	-0.143856	0.714854	Moon
2021-Feb-02 02:07:57.593	90600	-7593.76	-5775.07	-3531.51	10172.9	10172.9	0.492439	-0.502518	-0.134117	0.716245	Moon
2021-Feb-02 02:17:57.593	91200	-7292.02	-6071.64	-3608.99	10152	10152	0.513224	-0.485906	-0.12409	0.717567	Moon
2021-Feb-02 02:27:57.593	91800	-6978.03	-6357.97	-3680.37	10132.2	10132.2	0.533269	-0.468369	-0.113794	0.718815	Moon
2021-Feb-02 02:37:57.593	92400	-6652.26	-6633.51	-3745.49	10113.6	10113.6	0.552524	-0.449934	-0.103244	0.719988	Moon
2021-Feb-02 02:47:57.593	93000	-6315.17	-6897.72	-3804.22	10096.1	10096.1	0.570939	-0.43063	-0.0924618	0.721084	Moon
2021-Feb-02 02:57:57.593	93600	-5967.31	-7150.09	-3856.4	10079.9	10079.9	0.588468	-0.410486	-0.0814661	0.722101	Moon
2021-Feb-02 03:07:57.593	94200	-5609.2	-7390.14	-3901.94	10064.9	10064.9	0.605064	-0.389538	-0.0702786	0.723037	Moon
2021-Feb-02 03:17:57.593	94800	-5241.42	-7617.39	-3940.7	10051.2	10051.2	0.620686	-0.367823	-0.0589211	0.72389	Moon
2021-Feb-02 03:27:57.593	95400	-4864.58	-7831.38	-3972.61	10038.7	10038.7	0.63529	-0.345381	-0.0474166	0.724658	Moon
2021-Feb-02 03:37:57.593	96000	-4479.29	-8031.71	-3997.58	10027.6	10027.6	0.648839	-0.322255	-0.0357887	0.725342	Moon
2021-Feb-02 03:47:57.593	96600	-4086.19	-8217.96	-4015.54	10017.8	10017.8	0.661295	-0.29849	-0.0240616	0.725938	Moon
2021-Feb-02 03:57:57.593	97200	-3685.96	-8389.78	-4026.44	10009.3	10009.3	0.672627	-0.274133	-0.0122601	0.726448	Moon
2021-Feb-02 04:07:57.593	97800	-3279.27	-8546.81	-4030.24	10002.2	10002.2	0.682803	-0.249236	-0.000409579	0.726869	Moon
2021-Feb-02 04:17:57.593	98400	-2866.83	-8688.76	-4026.92	9996.47	9996.47	0.691796	-0.223848	0.0114645	0.727201	Moon
2021-Feb-02 04:27:57.593	99000	-2449.36	-8815.34	-4016.48	9992.09	9992.09	0.699583	-0.198025	0.0233363	0.727445	Moon
2021-Feb-02 04:37:57.593	99600	-2027.58	-8926.32	-3998.93	9989.07	9989.07	0.706144	-0.171821	0.0351799	0.727599	Moon
2021-Feb-02 04:47:57.593	100200	-1602.23	-9021.46	-3974.28	9987.44	9987.44	0.711463	-0.145293	0.0469693	0.727664	Moon
2021-Feb-02 04:57:57.593	100800	-1174.07	-9100.61	-3942.58	9987.17	9987.17	0.715525	-0.118499	0.0586788	0.727641	Moon
2021-Feb-02 05:07:57.593	101400	-743.855	-9163.62	-3903.89	9988.27	9988.27	0.718323	-0.0914969	0.0702826	0.72753	Moon
2021-Feb-02 05:17:57.593	102000	-312.339	-9210.38	-3858.27	9990.74	9990.74	0.719851	-0.0643458	0.0817556	0.727331	Moon
2021-Feb-02 05:27:57.593	102600	119.713	-9240.82	-3805.81	9994.56	9994.56	0.720108	-0.0371052	0.093073	0.727046	Moon
2021-Feb-02 05:37:57.593	103200	551.538	-9254.9	-3746.62	9999.73	9999.73	0.719097	-0.0098343	0.104211	0.726675	Moon
2021-Feb-02 05:47:57.593	103800	982.376	-9252.63	-3680.8	10006.2	10006.2	0.716822	0.0174076	0.115145	0.72622	Moon
2021-Feb-02 05:57:57.593	104400	1411.47	-9234.03	-3608.49	10014	10014	0.713295	0.0445618	0.125853	0.725682	Moon
2021-Feb-02 06:07:57.593	105000	1838.08	-9199.18	-3529.82	10023.1	10023.1	0.708528	0.0715703	0.136312	0.725062	Moon
2021-Feb-02 06:17:57.593	105600	2261.46	-9148.19	-3444.97	10033.5	10033.5	0.702539	0.0983763	0.146503	0.724363	Moon
2021-Feb-02 06:27:57.593	106200	2680.89	-9081.18	-3354.08	10045.1	10045.1	0.695347	0.124924	0.156404	0.723586	Moon
2021-Feb-02 06:37:57.593	106800	3095.64	-8998.34	-3257.34	10058	10058	0.686978	0.151158	0.165997	0.722732	Moon
2021-Feb-02 06:47:57.593	107400	3505.03	-8899.86	-3154.95	10072.1	10072.1	0.677456	0.177028	0.175263	0.721805	Moon
2021-Feb-02 06:57:57.593	108000	3908.37	-8785.99	-3047.1	10087.3	10087.3	0.666812	0.20248	0.184187	0.720806	Moon
2021-Feb-02 07:07:57.593	108600	4304.99	-8656.98	-2934	10103.7	10103.7	0.655078	0.227467	0.192753	0.719738	Moon
2021-Feb-02 07:17:57.593	109200	4694.25	-8513.13	-2815.87	10121.2	10121.2	0.642289	0.251941	0.200947	0.718602	Moon
2021-Feb-02 07:27:57.593	109800	5075.53	-8354.76	-2692.94	10139.8	10139.8	0.628481	0.275858	0.208755	0.717402	Moon
2021-Feb-02 07:37:57.593	110400	5448.23	-8182.22	-2565.44	10159.4	10159.4	0.613695	0.299175	0.216167	0.716139	Moon
2021-Feb-02 07:47:57.593	111000	5811.78	-7995.88	-2433.62	10180	10180	0.597969	0.321854	0.223171	0.714816	Moon
2021-Feb-02 07:57:57.593	111600	6165.62	-7796.13	-2297.72	10201.7	10201.7	0.581348	0.343855	0.22976	0.713436	Moon
2021-Feb-02 08:07:57.593	112200	6509.22	-7583.4	-2157.99	10224.2	10224.2	0.563875	0.365145	0.235924	0.712002	Moon
2021-Feb-02 08:17:57.593	112800	6842.1	-7358.11	-2014.69	10247.7	10247.7	0.545596	0.385692	0.241659	0.710515	Moon
2021-Feb-02 08:27:57.593	113400	7163.79	-7120.72	-1868.09	10272	10272	0.526556	0.405466	0.246958	0.708979	Moon
2021-Feb-02 08:37:57.593	114000	7473.83	-6871.71	-1718.43	10297.2	10297.2	0.506802	0.42444	0.251818	0.707397	Moon
2021-Feb-02 08:47:57.593	114600	7771.82	-6611.56	-1565.99	10323.1	10323.1	0.486382	0.442591	0.256236	0.70577	Moon
2021-Feb-02 08:57:57.593	115200	8057.36	-6340.77	-1411.04	10349.8	10349.8	0.465345	0.459897	0.26021	0.704102	Moon
2021-Feb-02 09:07:57.593	115800	8330.12	-6059.85	-1253.83	10377.1	10377.1	0.443737	0.476339	0.26374	0.702396	Moon
