Date	Time	X	Y	Z	r_KA	?????????? ?? ????	Vx	Vy	Vz	V_KA	??????? ?????
2021-Feb-15 10:27:57.593	1.2438e+06	10521.5	-1228.52	1039.99	10643.9	10643.9	0.102941	0.62722	0.258452	0.686148	Moon
2021-Feb-15 10:37:57.593	1.2444e+06	10575.6	-851.378	1194.26	10676.8	10676.8	0.0773958	0.62977	0.255734	0.684105	Moon
2021-Feb-15 10:47:57.593	1.245e+06	10614.4	-472.984	1346.8	10710	10710	0.0519767	0.631386	0.252672	0.682051	Moon
2021-Feb-15 10:57:57.593	1.2456e+06	10638	-93.8979	1497.4	10743.3	10743.3	0.0267203	0.632084	0.249277	0.679988	Moon
2021-Feb-15 11:07:57.593	1.2462e+06	10646.5	285.336	1645.87	10776.8	10776.8	0.00166193	0.631879	0.245559	0.677918	Moon
2021-Feb-15 11:17:57.593	1.2468e+06	10640	664.18	1792.01	10810.3	10810.3	-0.0231647	0.630789	0.24153	0.675846	Moon
2021-Feb-15 11:27:57.593	1.2474e+06	10618.8	1042.11	1935.64	10843.9	10843.9	-0.0477276	0.62883	0.237203	0.673773	Moon
2021-Feb-15 11:37:57.593	1.248e+06	10582.8	1418.61	2076.6	10877.5	10877.5	-0.0719962	0.626023	0.232588	0.671703	Moon
2021-Feb-15 11:47:57.593	1.2486e+06	10532.4	1793.17	2214.7	10911.1	10911.1	-0.0959416	0.622386	0.227698	0.669638	Moon
2021-Feb-15 11:57:57.593	1.2492e+06	10467.8	2165.31	2349.78	10944.6	10944.6	-0.119537	0.617939	0.222545	0.667581	Moon
2021-Feb-15 12:07:57.593	1.2498e+06	10389.1	2534.54	2481.7	10977.9	10977.9	-0.142755	0.612705	0.21714	0.665534	Moon
2021-Feb-15 12:17:57.593	1.2504e+06	10296.5	2900.4	2610.3	11011.1	11011.1	-0.165574	0.606702	0.211495	0.6635	Moon
2021-Feb-15 12:27:57.593	1.251e+06	10190.5	3262.43	2735.45	11044.1	11044.1	-0.187969	0.599955	0.205621	0.661482	Moon
2021-Feb-15 12:37:57.593	1.2516e+06	10071.1	3620.2	2857	11076.8	11076.8	-0.209919	0.592483	0.199532	0.659481	Moon
2021-Feb-15 12:47:57.593	1.2522e+06	9938.65	3973.27	2974.84	11109.2	11109.2	-0.231405	0.58431	0.193237	0.657501	Moon
2021-Feb-15 12:57:57.593	1.2528e+06	9793.48	4321.24	3088.85	11141.2	11141.2	-0.252407	0.575458	0.186749	0.655543	Moon
2021-Feb-15 13:07:57.593	1.2534e+06	9635.86	4663.69	3198.91	11172.9	11172.9	-0.27291	0.565949	0.180078	0.65361	Moon
2021-Feb-15 13:17:57.593	1.254e+06	9466.09	5000.25	3304.91	11204.1	11204.1	-0.292895	0.555806	0.173236	0.651704	Moon
2021-Feb-15 13:27:57.593	1.2546e+06	9284.49	5330.54	3406.76	11234.9	11234.9	-0.312349	0.54505	0.166234	0.649827	Moon
2021-Feb-15 13:37:57.593	1.2552e+06	9091.38	5654.19	3504.36	11265.2	11265.2	-0.331258	0.533706	0.159082	0.647982	Moon
2021-Feb-15 13:47:57.593	1.2558e+06	8887.09	5970.87	3597.63	11294.9	11294.9	-0.34961	0.521794	0.151791	0.64617	Moon
2021-Feb-15 13:57:57.593	1.2564e+06	8671.96	6280.23	3686.48	11324.1	11324.1	-0.367391	0.509337	0.144372	0.644394	Moon
2021-Feb-15 14:07:57.593	1.257e+06	8446.34	6581.97	3770.85	11352.6	11352.6	-0.384593	0.496357	0.136834	0.642655	Moon
2021-Feb-15 14:17:57.593	1.2576e+06	8210.57	6875.76	3850.66	11380.6	11380.6	-0.401204	0.482876	0.129187	0.640955	Moon
2021-Feb-15 14:27:57.593	1.2582e+06	7965.01	7161.32	3925.85	11407.8	11407.8	-0.417217	0.468915	0.121441	0.639296	Moon
2021-Feb-15 14:37:57.593	1.2588e+06	7710.03	7438.37	3996.37	11434.4	11434.4	-0.432624	0.454496	0.113605	0.63768	Moon
2021-Feb-15 14:47:57.593	1.2594e+06	7445.99	7706.63	4062.16	11460.2	11460.2	-0.447416	0.439639	0.10569	0.636109	Moon
2021-Feb-15 14:57:57.593	1.26e+06	7173.26	7965.85	4123.19	11485.3	11485.3	-0.461588	0.424366	0.0977026	0.634583	Moon
2021-Feb-15 15:07:57.593	1.2606e+06	6892.21	8215.79	4179.4	11509.5	11509.5	-0.475134	0.408697	0.0896531	0.633106	Moon
2021-Feb-15 15:17:57.593	1.2612e+06	6603.22	8456.21	4230.76	11533	11533	-0.488048	0.392652	0.0815498	0.631678	Moon
2021-Feb-15 15:27:57.593	1.2618e+06	6306.68	8686.9	4277.25	11555.6	11555.6	-0.500326	0.376252	0.0734012	0.630301	Moon
2021-Feb-15 15:37:57.593	1.2624e+06	6002.96	8907.65	4318.83	11577.3	11577.3	-0.511964	0.359515	0.0652153	0.628976	Moon
2021-Feb-15 15:47:57.593	1.263e+06	5692.45	9118.26	4355.5	11598.1	11598.1	-0.522958	0.342461	0.0570003	0.627705	Moon
2021-Feb-15 15:57:57.593	1.2636e+06	5375.54	9318.54	4387.23	11618.1	11618.1	-0.533306	0.325109	0.048764	0.626489	Moon
2021-Feb-15 16:07:57.593	1.2642e+06	5052.61	9508.33	4414.01	11637	11637	-0.543004	0.307477	0.040514	0.62533	Moon
2021-Feb-15 16:17:57.593	1.2648e+06	4724.06	9687.46	4435.84	11655.1	11655.1	-0.552051	0.289585	0.0322578	0.624228	Moon
2021-Feb-15 16:27:57.593	1.2654e+06	4390.28	9855.78	4452.72	11672.1	11672.1	-0.560444	0.271449	0.0240028	0.623184	Moon
2021-Feb-15 16:37:57.593	1.266e+06	4051.66	10013.2	4464.65	11688.1	11688.1	-0.568183	0.253089	0.015756	0.622201	Moon
2021-Feb-15 16:47:57.593	1.2666e+06	3708.59	10159.4	4471.63	11703.1	11703.1	-0.575265	0.234521	0.00752455	0.621279	Moon
2021-Feb-15 16:57:57.593	1.2672e+06	3361.47	10294.5	4473.68	11717.1	11717.1	-0.581691	0.215763	-0.000684744	0.620418	Moon
2021-Feb-15 17:07:57.593	1.2678e+06	3010.7	10418.3	4470.82	11730.1	11730.1	-0.587459	0.196832	-0.00886515	0.61962	Moon
2021-Feb-15 17:17:57.593	1.2684e+06	2656.66	10530.7	4463.05	11741.9	11741.9	-0.592569	0.177745	-0.01701	0.618887	Moon
2021-Feb-15 17:27:57.593	1.269e+06	2299.75	10631.6	4450.41	11752.7	11752.7	-0.597021	0.158518	-0.025113	0.618217	Moon
2021-Feb-15 17:37:57.593	1.2696e+06	1940.36	10720.9	4432.93	11762.4	11762.4	-0.600815	0.139168	-0.0331675	0.617613	Moon
2021-Feb-15 17:47:57.593	1.2702e+06	1578.9	10798.6	4410.62	11771	11771	-0.603951	0.119712	-0.0411674	0.617076	Moon
2021-Feb-15 17:57:57.593	1.2708e+06	1215.75	10864.5	4383.54	11778.4	11778.4	-0.60643	0.100164	-0.0491064	0.616605	Moon
2021-Feb-15 18:07:57.593	1.2714e+06	851.315	10918.8	4351.71	11784.8	11784.8	-0.608252	0.0805415	-0.0569784	0.616201	Moon
2021-Feb-15 18:17:57.593	1.272e+06	485.981	10961.2	4315.18	11790	11790	-0.609418	0.06086	-0.0647775	0.615865	Moon
2021-Feb-15 18:27:57.593	1.2726e+06	120.145	10991.8	4273.99	11794.1	11794.1	-0.609928	0.0411353	-0.0724975	0.615598	Moon
2021-Feb-15 18:37:57.593	1.2732e+06	-245.802	11010.5	4228.2	11797	11797	-0.609785	0.0213828	-0.0801327	0.615399	Moon
2021-Feb-15 18:47:57.593	1.2738e+06	-611.467	11017.4	4177.85	11798.8	11798.8	-0.608988	0.00161825	-0.087677	0.61527	Moon
2021-Feb-15 18:57:57.593	1.2744e+06	-976.458	11012.5	4123	11799.5	11799.5	-0.60754	-0.0181429	-0.0951247	0.61521	Moon
2021-Feb-15 19:07:57.593	1.275e+06	-1340.38	10995.7	4063.72	11799	11799	-0.605442	-0.0378852	-0.10247	0.615219	Moon
2021-Feb-15 19:17:57.593	1.2756e+06	-1702.86	10967	4000.06	11797.3	11797.3	-0.602694	-0.0575932	-0.109707	0.615299	Moon
2021-Feb-15 19:27:57.593	1.2762e+06	-2063.49	10926.6	3932.1	11794.5	11794.5	-0.599299	-0.0772514	-0.11683	0.615448	Moon
2021-Feb-15 19:37:57.593	1.2768e+06	-2421.89	10874.3	3859.89	11790.5	11790.5	-0.595259	-0.0968443	-0.123834	0.615667	Moon
2021-Feb-15 19:47:57.593	1.2774e+06	-2777.67	10810.4	3783.52	11785.4	11785.4	-0.590574	-0.116356	-0.130712	0.615957	Moon
2021-Feb-15 19:57:57.593	1.278e+06	-3130.45	10734.7	3703.06	11779.1	11779.1	-0.585249	-0.135772	-0.137458	0.616315	Moon
2021-Feb-15 20:07:57.593	1.2786e+06	-3479.84	10647.5	3618.6	11771.7	11771.7	-0.579283	-0.155075	-0.144068	0.616744	Moon
2021-Feb-15 20:17:57.593	1.2792e+06	-3825.46	10548.7	3530.21	11763.1	11763.1	-0.572681	-0.174251	-0.150535	0.617242	Moon
2021-Feb-15 20:27:57.593	1.2798e+06	-4166.93	10438.4	3437.99	11753.4	11753.4	-0.565444	-0.193282	-0.156853	0.617809	Moon
2021-Feb-15 20:37:57.593	1.2804e+06	-4503.87	10316.8	3342.02	11742.6	11742.6	-0.557575	-0.212154	-0.163017	0.618445	Moon
2021-Feb-15 20:47:57.593	1.281e+06	-4835.89	10183.8	3242.4	11730.7	11730.7	-0.549077	-0.230849	-0.16902	0.619148	Moon
2021-Feb-15 20:57:57.593	1.2816e+06	-5162.63	10039.8	3139.23	11717.7	11717.7	-0.539953	-0.249351	-0.174858	0.61992	Moon
2021-Feb-15 21:07:57.593	1.2822e+06	-5483.71	9884.67	3032.6	11703.6	11703.6	-0.530206	-0.267645	-0.180523	0.620758	Moon
2021-Feb-15 21:17:57.593	1.2828e+06	-5798.76	9718.65	2922.63	11688.4	11688.4	-0.519841	-0.285712	-0.18601	0.621663	Moon
2021-Feb-15 21:27:57.593	1.2834e+06	-6107.4	9541.86	2809.43	11672.2	11672.2	-0.50886	-0.303536	-0.191313	0.622634	Moon
2021-Feb-15 21:37:57.593	1.284e+06	-6409.27	9354.46	2693.1	11654.9	11654.9	-0.497268	-0.321099	-0.196426	0.623669	Moon
2021-Feb-15 21:47:57.593	1.2846e+06	-6704	9156.6	2573.76	11636.6	11636.6	-0.485069	-0.338385	-0.201342	0.624768	Moon
2021-Feb-15 21:57:57.593	1.2852e+06	-6991.23	8948.46	2451.53	11617.3	11617.3	-0.472269	-0.355374	-0.206056	0.62593	Moon
2021-Feb-15 22:07:57.593	1.2858e+06	-7270.6	8730.21	2326.53	11597	11597	-0.458873	-0.37205	-0.210561	0.627154	Moon
2021-Feb-15 22:17:57.593	1.2864e+06	-7541.76	8502.06	2198.9	11575.8	11575.8	-0.444886	-0.388394	-0.214851	0.628438	Moon
2021-Feb-15 22:27:57.593	1.287e+06	-7804.35	8264.21	2068.75	11553.6	11553.6	-0.430315	-0.404386	-0.218919	0.629782	Moon
2021-Feb-15 22:37:57.593	1.2876e+06	-8058.02	8016.87	1936.24	11530.4	11530.4	-0.415166	-0.420009	-0.22276	0.631184	Moon
2021-Feb-15 22:47:57.593	1.2882e+06	-8302.44	7760.28	1801.49	11506.4	11506.4	-0.399447	-0.435243	-0.226367	0.632642	Moon
2021-Feb-15 22:57:57.593	1.2888e+06	-8537.25	7494.66	1664.65	11481.5	11481.5	-0.383165	-0.450068	-0.229734	0.634156	Moon
2021-Feb-15 23:07:57.593	1.2894e+06	-8762.12	7220.28	1525.86	11455.8	11455.8	-0.366328	-0.464464	-0.232854	0.635724	Moon
2021-Feb-15 23:17:57.593	1.29e+06	-8976.73	6937.4	1385.27	11429.3	11429.3	-0.348947	-0.478412	-0.23572	0.637343	Moon
2021-Feb-15 23:27:57.593	1.2906e+06	-9180.75	6646.28	1243.05	11401.9	11401.9	-0.33103	-0.491891	-0.238327	0.639013	Moon
2021-Feb-15 23:37:57.593	1.2912e+06	-9373.86	6347.22	1099.33	11373.9	11373.9	-0.312589	-0.50488	-0.240667	0.640731	Moon
2021-Feb-15 23:47:57.593	1.2918e+06	-9555.76	6040.53	954.299	11345.1	11345.1	-0.293634	-0.517359	-0.242735	0.642496	Moon
2021-Feb-15 23:57:57.593	1.2924e+06	-9726.12	5726.5	808.108	11315.6	11315.6	-0.274178	-0.529305	-0.244524	0.644306	Moon
2021-Feb-16 00:07:57.593	1.293e+06	-9884.67	5405.47	660.928	11285.5	11285.5	-0.254234	-0.540699	-0.246028	0.646158	Moon
2021-Feb-16 00:17:57.593	1.2936e+06	-10031.1	5077.78	512.933	11254.8	11254.8	-0.233817	-0.551517	-0.24724	0.64805	Moon
2021-Feb-16 00:27:57.593	1.2942e+06	-10165.2	4743.77	364.3	11223.5	11223.5	-0.212941	-0.56174	-0.248154	0.649981	Moon
2021-Feb-16 00:37:57.593	1.2948e+06	-10286.6	4403.81	215.209	11191.6	11191.6	-0.191623	-0.571343	-0.248764	0.651948	Moon
2021-Feb-16 00:47:57.593	1.2954e+06	-10395	4058.29	65.8446	11159.3	11159.3	-0.169879	-0.580306	-0.249065	0.653948	Moon
2021-Feb-16 00:57:57.593	1.296e+06	-10490.3	3707.58	-83.6058	11126.5	11126.5	-0.147729	-0.588607	-0.24905	0.655979	Moon
2021-Feb-16 01:07:57.593	1.2966e+06	-10572.2	3352.09	-232.951	11093.4	11093.4	-0.125193	-0.596224	-0.248714	0.658039	Moon
2021-Feb-16 01:17:57.593	1.2972e+06	-10640.5	2992.25	-381.998	11059.8	11059.8	-0.10229	-0.603134	-0.248052	0.660124	Moon
2021-Feb-16 01:27:57.593	1.2978e+06	-10694.9	2628.48	-530.547	11025.9	11025.9	-0.0790443	-0.609316	-0.247058	0.662232	Moon
2021-Feb-16 01:37:57.593	1.2984e+06	-10735.3	2261.22	-678.4	10991.8	10991.8	-0.0554788	-0.614749	-0.245727	0.664361	Moon
2021-Feb-16 01:47:57.593	1.299e+06	-10761.4	1890.93	-825.352	10957.4	10957.4	-0.0316187	-0.61941	-0.244056	0.666507	Moon
2021-Feb-16 01:57:57.593	1.2996e+06	-10773.2	1518.09	-971.197	10922.9	10922.9	-0.00749057	-0.62328	-0.242039	0.668668	Moon
2021-Feb-16 02:07:57.593	1.3002e+06	-10770.4	1143.16	-1115.73	10888.2	10888.2	0.0168776	-0.626337	-0.239673	0.670839	Moon
2021-Feb-16 02:17:57.593	1.3008e+06	-10752.9	766.65	-1258.73	10853.4	10853.4	0.0414564	-0.628562	-0.236954	0.67302	Moon
2021-Feb-16 02:27:57.593	1.3014e+06	-10720.6	389.058	-1400	10818.6	10818.6	0.0662146	-0.629935	-0.233881	0.675205	Moon
2021-Feb-16 02:37:57.593	1.302e+06	-10673.4	10.9029	-1539.32	10783.8	10783.8	0.0911198	-0.630437	-0.230449	0.677392	Moon
2021-Feb-16 02:47:57.593	1.3026e+06	-10611.2	-367.289	-1676.47	10749.1	10749.1	0.116138	-0.630052	-0.226658	0.679578	Moon
2021-Feb-16 02:57:57.593	1.3032e+06	-10534	-744.978	-1811.24	10714.5	10714.5	0.141233	-0.628761	-0.222506	0.68176	Moon
2021-Feb-16 03:07:57.593	1.3038e+06	-10441.7	-1121.62	-1943.4	10680.1	10680.1	0.166368	-0.626551	-0.217992	0.683933	Moon
2021-Feb-16 03:17:57.593	1.3044e+06	-10334.4	-1496.65	-2072.75	10645.9	10645.9	0.191504	-0.623405	-0.213117	0.686095	Moon
2021-Feb-16 03:27:57.593	1.305e+06	-10211.9	-1869.51	-2199.07	10612	10612	0.216601	-0.619311	-0.207881	0.688241	Moon
2021-Feb-16 03:37:57.593	1.3056e+06	-10074.5	-2239.63	-2322.14	10578.4	10578.4	0.241618	-0.614257	-0.202286	0.69037	Moon
2021-Feb-16 03:47:57.593	1.3062e+06	-9922.01	-2606.43	-2441.74	10545.2	10545.2	0.266511	-0.608233	-0.196335	0.692476	Moon
2021-Feb-16 03:57:57.593	1.3068e+06	-9754.67	-2969.32	-2557.67	10512.5	10512.5	0.291236	-0.601231	-0.19003	0.694557	Moon
2021-Feb-16 04:07:57.593	1.3074e+06	-9572.56	-3327.71	-2669.71	10480.2	10480.2	0.315747	-0.593245	-0.183376	0.696608	Moon
2021-Feb-16 04:17:57.593	1.308e+06	-9375.83	-3681.01	-2777.65	10448.5	10448.5	0.339999	-0.58427	-0.176379	0.698627	Moon
2021-Feb-16 04:27:57.593	1.3086e+06	-9164.63	-4028.64	-2881.3	10417.4	10417.4	0.363942	-0.574304	-0.169043	0.70061	Moon
2021-Feb-16 04:37:57.593	1.3092e+06	-8939.17	-4369.98	-2980.44	10386.9	10386.9	0.387529	-0.563347	-0.161377	0.702553	Moon
2021-Feb-16 04:47:57.593	1.3098e+06	-8699.67	-4704.45	-3074.88	10357.2	10357.2	0.41071	-0.551402	-0.153388	0.704453	Moon
2021-Feb-16 04:57:57.593	1.3104e+06	-8446.41	-5031.47	-3164.44	10328.2	10328.2	0.433434	-0.538473	-0.145086	0.706306	Moon
2021-Feb-16 05:07:57.593	1.311e+06	-8179.65	-5350.43	-3248.93	10300	10300	0.455653	-0.524568	-0.136481	0.708109	Moon
2021-Feb-16 05:17:57.593	1.3116e+06	-7899.74	-5660.75	-3328.16	10272.6	10272.6	0.477314	-0.509698	-0.127584	0.709858	Moon
2021-Feb-16 05:27:57.593	1.3122e+06	-7607	-5961.87	-3401.97	10246.2	10246.2	0.498367	-0.493876	-0.118409	0.71155	Moon
2021-Feb-16 05:37:57.593	1.3128e+06	-7301.83	-6253.22	-3470.2	10220.6	10220.6	0.518762	-0.477118	-0.108968	0.713183	Moon
2021-Feb-16 05:47:57.593	1.3134e+06	-6984.63	-6534.23	-3532.68	10196.1	10196.1	0.538447	-0.459443	-0.0992764	0.714752	Moon
2021-Feb-16 05:57:57.593	1.314e+06	-6655.84	-6804.37	-3589.28	10172.6	10172.6	0.557375	-0.440874	-0.0893502	0.716254	Moon
2021-Feb-16 06:07:57.593	1.3146e+06	-6315.94	-7063.11	-3639.86	10150.2	10150.2	0.575495	-0.421435	-0.0792061	0.717688	Moon
2021-Feb-16 06:17:57.593	1.3152e+06	-5965.42	-7309.93	-3684.29	10128.9	10128.9	0.59276	-0.401156	-0.068862	0.719049	Moon
2021-Feb-16 06:27:57.593	1.3158e+06	-5604.81	-7544.33	-3722.46	10108.8	10108.8	0.609123	-0.380066	-0.0583367	0.720336	Moon
2021-Feb-16 06:37:57.593	1.3164e+06	-5234.66	-7765.85	-3754.26	10089.8	10089.8	0.62454	-0.358201	-0.04765	0.721545	Moon
2021-Feb-16 06:47:57.593	1.317e+06	-4855.56	-7974.02	-3779.61	10072.1	10072.1	0.638967	-0.335597	-0.0368227	0.722675	Moon
2021-Feb-16 06:57:57.593	1.3176e+06	-4468.11	-8168.43	-3798.42	10055.6	10055.6	0.652363	-0.312295	-0.025876	0.723723	Moon
2021-Feb-16 07:07:57.593	1.3182e+06	-4072.94	-8348.65	-3810.64	10040.4	10040.4	0.66469	-0.288338	-0.0148324	0.724688	Moon
2021-Feb-16 07:17:57.593	1.3188e+06	-3670.7	-8514.31	-3816.21	10026.5	10026.5	0.675912	-0.263771	-0.00371458	0.725566	Moon
2021-Feb-16 07:27:57.593	1.3194e+06	-3262.07	-8665.06	-3815.09	10014	10014	0.685995	-0.238642	0.00745394	0.726357	Moon
2021-Feb-16 07:37:57.593	1.32e+06	-2847.74	-8800.58	-3807.26	10002.7	10002.7	0.694908	-0.213002	0.0186493	0.727059	Moon
2021-Feb-16 07:47:57.593	1.3206e+06	-2428.42	-8920.57	-3792.71	9992.92	9992.92	0.702625	-0.186903	0.0298472	0.727671	Moon
2021-Feb-16 07:57:57.593	1.3212e+06	-2004.83	-9024.78	-3771.45	9984.48	9984.48	0.70912	-0.1604	0.0410231	0.728191	Moon
2021-Feb-16 08:07:57.593	1.3218e+06	-1577.72	-9112.98	-3743.49	9977.44	9977.44	0.714375	-0.133549	0.0521522	0.72862	Moon
2021-Feb-16 08:17:57.593	1.3224e+06	-1147.84	-9184.98	-3708.88	9971.82	9971.82	0.718372	-0.106407	0.0632099	0.728956	Moon
2021-Feb-16 08:27:57.593	1.323e+06	-715.931	-9240.62	-3667.66	9967.62	9967.62	0.721098	-0.0790348	0.0741715	0.729198	Moon
2021-Feb-16 08:37:57.593	1.3236e+06	-282.774	-9279.79	-3619.9	9964.84	9964.84	0.722544	-0.0514912	0.0850124	0.729347	Moon
2021-Feb-16 08:47:57.593	1.3242e+06	150.864	-9302.39	-3565.67	9963.5	9963.5	0.722704	-0.0238371	0.0957084	0.729403	Moon
2021-Feb-16 08:57:57.593	1.3248e+06	584.213	-9308.38	-3505.08	9963.58	9963.58	0.721577	0.00386614	0.106236	0.729366	Moon
2021-Feb-16 09:07:57.593	1.3254e+06	1016.5	-9297.75	-3438.23	9965.08	9965.08	0.719166	0.0315573	0.116571	0.729236	Moon
2021-Feb-16 09:17:57.593	1.326e+06	1446.96	-9270.53	-3365.24	9968.01	9968.01	0.715477	0.0591752	0.126692	0.729013	Moon
2021-Feb-16 09:27:57.593	1.3266e+06	1874.82	-9226.77	-3286.25	9972.34	9972.34	0.710521	0.0866589	0.136576	0.7287	Moon
2021-Feb-16 09:37:57.593	1.3272e+06	2299.33	-9166.58	-3201.4	9978.08	9978.08	0.704312	0.113948	0.146202	0.728296	Moon
2021-Feb-16 09:47:57.593	1.3278e+06	2719.75	-9090.08	-3110.86	9985.19	9985.19	0.696868	0.140984	0.15555	0.727803	Moon
2021-Feb-16 09:57:57.593	1.3284e+06	3135.33	-8997.46	-3014.8	9993.68	9993.68	0.68821	0.167709	0.164601	0.727223	Moon
2021-Feb-16 10:07:57.593	1.329e+06	3545.36	-8888.91	-2913.4	10003.5	10003.5	0.678364	0.194065	0.173337	0.726557	Moon
2021-Feb-16 10:17:57.593	1.3296e+06	3949.14	-8764.66	-2806.86	10014.7	10014.7	0.667358	0.219998	0.18174	0.725806	Moon
2021-Feb-16 10:27:57.593	1.3302e+06	4345.97	-8625	-2695.38	10027.1	10027.1	0.655222	0.245454	0.189794	0.724973	Moon
2021-Feb-16 10:37:57.593	1.3308e+06	4735.18	-8470.22	-2579.18	10040.9	10040.9	0.641993	0.270384	0.197486	0.72406	Moon
2021-Feb-16 10:47:57.593	1.3314e+06	5116.15	-8300.66	-2458.47	10055.8	10055.8	0.627706	0.294738	0.204801	0.723069	Moon
2021-Feb-16 10:57:57.593	1.332e+06	5488.23	-8116.66	-2333.5	10072	10072	0.612401	0.318469	0.211727	0.722001	Moon
2021-Feb-16 11:07:57.593	1.3326e+06	5850.83	-7918.63	-2204.48	10089.4	10089.4	0.596121	0.341535	0.218254	0.720861	Moon
2021-Feb-16 11:17:57.593	1.3332e+06	6203.39	-7706.96	-2071.67	10108	10108	0.578908	0.363893	0.224373	0.71965	Moon
2021-Feb-16 11:27:57.593	1.3338e+06	6545.34	-7482.11	-1935.32	10127.6	10127.6	0.56081	0.385506	0.230074	0.718371	Moon
2021-Feb-16 11:37:57.593	1.3344e+06	6876.19	-7244.51	-1795.67	10148.4	10148.4	0.541872	0.406338	0.235351	0.717026	Moon
2021-Feb-16 11:47:57.593	1.335e+06	7195.43	-6994.66	-1652.98	10170.1	10170.1	0.522143	0.426357	0.240199	0.715618	Moon
2021-Feb-16 11:57:57.593	1.3356e+06	7502.61	-6733.05	-1507.52	10192.9	10192.9	0.501674	0.445532	0.244614	0.714151	Moon
2021-Feb-16 12:07:57.593	1.3362e+06	7797.3	-6460.2	-1359.53	10216.7	10216.7	0.480514	0.463838	0.248592	0.712627	Moon
2021-Feb-16 12:17:57.593	1.3368e+06	8079.1	-6176.63	-1209.29	10241.3	10241.3	0.458714	0.48125	0.252133	0.711049	Moon
2021-Feb-16 12:27:57.593	1.3374e+06	8347.64	-5882.88	-1057.06	10266.9	10266.9	0.436326	0.497747	0.255234	0.70942	Moon
2021-Feb-16 12:37:57.593	1.338e+06	8602.59	-5579.52	-903.099	10293.3	10293.3	0.413401	0.513312	0.257897	0.707743	Moon
2021-Feb-16 12:47:57.593	1.3386e+06	8843.63	-5267.1	-747.671	10320.4	10320.4	0.38999	0.527929	0.260124	0.706021	Moon
2021-Feb-16 12:57:57.593	1.3392e+06	9070.49	-4946.19	-591.037	10348.3	10348.3	0.366145	0.541586	0.261917	0.704257	Moon
2021-Feb-16 13:07:57.593	1.3398e+06	9282.92	-4617.39	-433.457	10376.9	10376.9	0.341917	0.554274	0.263279	0.702455	Moon
2021-Feb-16 13:17:57.593	1.3404e+06	9480.72	-4281.26	-275.187	10406.2	10406.2	0.317355	0.565984	0.264216	0.700616	Moon
2021-Feb-16 13:27:57.593	1.341e+06	9663.69	-3938.4	-116.481	10436.1	10436.1	0.292509	0.576713	0.264733	0.698744	Moon
2021-Feb-16 13:37:57.593	1.3416e+06	9831.68	-3589.4	42.4102	10466.5	10466.5	0.267429	0.586458	0.264837	0.696843	Moon
2021-Feb-16 13:47:57.593	1.3422e+06	9984.57	-3234.85	201.241	10497.4	10497.4	0.24216	0.59522	0.264533	0.694914	Moon
2021-Feb-16 13:57:57.593	1.3428e+06	10122.2	-2875.33	359.77	10528.9	10528.9	0.21675	0.603	0.26383	0.692962	Moon
2021-Feb-16 14:07:57.593	1.3434e+06	10244.6	-2511.44	517.759	10560.7	10560.7	0.191245	0.609803	0.262736	0.690988	Moon
2021-Feb-16 14:17:57.593	1.344e+06	10351.7	-2143.76	674.976	10592.9	10592.9	0.165687	0.615636	0.26126	0.688996	Moon
2021-Feb-16 14:27:57.593	1.3446e+06	10443.5	-1772.87	831.196	10625.4	10625.4	0.14012	0.620505	0.259411	0.686989	Moon
2021-Feb-16 14:37:57.593	1.3452e+06	10519.9	-1399.35	986.196	10658.3	10658.3	0.114586	0.624421	0.257198	0.684969	Moon
2021-Feb-16 14:47:57.593	1.3458e+06	10581	-1023.76	1139.76	10691.3	10691.3	0.0891224	0.627395	0.254633	0.682939	Moon
2021-Feb-16 14:57:57.593	1.3464e+06	10626.9	-646.66	1291.69	10724.6	10724.6	0.063769	0.62944	0.251726	0.680902	Moon
2021-Feb-16 15:07:57.593	1.347e+06	10657.5	-268.612	1441.77	10758	10758	0.0385622	0.630569	0.248487	0.67886	Moon
2021-Feb-16 15:17:57.593	1.3476e+06	10673.2	109.843	1589.81	10791.5	10791.5	0.0135371	0.630799	0.244927	0.676816	Moon
2021-Feb-16 15:27:57.593	1.3482e+06	10673.8	488.17	1735.62	10825	10825	-0.0112728	0.630144	0.241057	0.674772	Moon
2021-Feb-16 15:37:57.593	1.3488e+06	10659.7	865.843	1879.02	10858.6	10858.6	-0.0358355	0.628623	0.236889	0.672731	Moon
2021-Feb-16 15:47:57.593	1.3494e+06	10630.9	1242.35	2019.83	10892.1	10892.1	-0.0601204	0.626252	0.232435	0.670695	Moon
2021-Feb-16 15:57:57.593	1.35e+06	10587.6	1617.18	2157.88	10925.6	10925.6	-0.0840988	0.623052	0.227705	0.668668	Moon
2021-Feb-16 16:07:57.593	1.3506e+06	10530	1989.85	2293.02	10959	10959	-0.107743	0.619042	0.222711	0.66665	Moon
2021-Feb-16 16:17:57.593	1.3512e+06	10458.4	2359.87	2425.09	10992.2	10992.2	-0.131027	0.614241	0.217465	0.664644	Moon
2021-Feb-16 16:27:57.593	1.3518e+06	10372.9	2726.78	2553.93	11025.2	11025.2	-0.153928	0.608671	0.211979	0.662653	Moon
2021-Feb-16 16:37:57.593	1.3524e+06	10273.7	3090.13	2679.41	11057.9	11057.9	-0.17642	0.602352	0.206263	0.660679	Moon
