Date	Time	X	Y	Z	R	Vx	Vy	Vz	inc
2021-Feb-01 00:57:57.593	0	3.03171e-09	-10000	6.2958e-10	10000	0.722063	5.9295e-08	0.0814598	6.43663
2021-Feb-01 00:59:57.593	120	83.4527	-9999.67	9.7739	10000	0.72204	0.00566195	0.0814568	6.43662
2021-Feb-01 01:07:57.593	600	417.156	-9991.84	48.8556	10000.7	0.721479	0.0283002	0.0813873	6.43651
2021-Feb-01 01:17:57.593	1200	833.635	-9967.38	97.6246	10002.7	0.719719	0.0565423	0.0811703	6.4363
2021-Feb-01 01:27:57.593	1800	1248.76	-9926.68	146.221	10006	0.716787	0.0846687	0.0808097	6.43598
2021-Feb-01 01:37:57.593	2400	1661.85	-9869.8	194.557	10010.6	0.712691	0.112622	0.0803063	6.43556
2021-Feb-01 01:47:57.593	3000	2072.24	-9796.88	242.55	10016.6	0.707445	0.140347	0.0796618	6.43505
2021-Feb-01 01:57:57.593	3600	2479.27	-9708.06	290.115	10023.8	0.701061	0.167786	0.0788779	6.43445
2021-Feb-01 02:07:57.593	4200	2882.29	-9603.52	337.168	10032.4	0.693559	0.194887	0.0779571	6.43376
2021-Feb-01 02:17:57.593	4800	3280.66	-9483.48	383.628	10042.2	0.684959	0.221596	0.0769018	6.43298
2021-Feb-01 02:27:57.593	5400	3673.75	-9348.17	429.416	10053.3	0.675286	0.247862	0.0757152	6.43212
2021-Feb-01 02:37:57.593	6000	4060.94	-9197.87	474.454	10065.6	0.664564	0.273635	0.0744006	6.43119
2021-Feb-01 02:47:57.593	6600	4441.65	-9032.89	518.665	10079.2	0.652825	0.298868	0.0729617	6.43019
2021-Feb-01 02:57:57.593	7200	4815.29	-8853.53	561.978	10094	0.640099	0.323516	0.0714026	6.42914
2021-Feb-01 03:07:57.593	7800	5181.31	-8660.17	604.32	10109.9	0.62642	0.347535	0.0697275	6.42802
2021-Feb-01 03:17:57.593	8400	5539.16	-8453.17	645.624	10127	0.611823	0.370886	0.067941	6.42686
2021-Feb-01 03:27:57.593	9000	5888.33	-8232.94	685.824	10145.1	0.596347	0.393529	0.0660478	6.42566
2021-Feb-01 03:37:57.593	9600	6228.32	-7999.89	724.858	10164.4	0.580031	0.415429	0.0640529	6.42443
2021-Feb-01 03:47:57.593	10200	6558.66	-7754.46	762.666	10184.8	0.562915	0.436553	0.0619616	6.42318
2021-Feb-01 03:57:57.593	10800	6878.9	-7497.13	799.191	10206.1	0.545042	0.456872	0.0597791	6.42191
2021-Feb-01 04:07:57.593	11400	7188.63	-7228.35	834.382	10228.5	0.526453	0.476357	0.0575108	6.42064
2021-Feb-01 04:17:57.593	12000	7487.43	-6948.63	868.187	10251.8	0.507194	0.494984	0.0551624	6.41937
2021-Feb-01 04:27:57.593	12600	7774.94	-6658.46	900.562	10276	0.487308	0.51273	0.0527395	6.41811
2021-Feb-01 04:37:57.593	13200	8050.82	-6358.36	931.462	10301.1	0.466839	0.529577	0.0502478	6.41687
2021-Feb-01 04:47:57.593	13800	8314.74	-6048.86	960.848	10327	0.445834	0.545509	0.047693	6.41566
2021-Feb-01 04:57:57.593	14400	8566.41	-5730.48	988.684	10353.7	0.424337	0.56051	0.0450807	6.41448
2021-Feb-01 05:07:57.593	15000	8805.56	-5403.79	1014.94	10381.2	0.402393	0.574571	0.0424169	6.41335
2021-Feb-01 05:17:57.593	15600	9031.94	-5069.31	1039.58	10409.4	0.380046	0.587681	0.039707	6.41227
2021-Feb-01 05:27:57.593	16200	9245.35	-4727.6	1062.58	10438.2	0.357342	0.599835	0.0369569	6.41125
2021-Feb-01 05:37:57.593	16800	9445.59	-4379.22	1083.92	10467.6	0.334323	0.611029	0.0341719	6.4103
2021-Feb-01 05:47:57.593	17400	9632.5	-4024.72	1103.59	10497.7	0.311033	0.621261	0.0313576	6.40942
2021-Feb-01 05:57:57.593	18000	9805.93	-3664.66	1121.55	10528.2	0.287513	0.630531	0.0285194	6.40863
2021-Feb-01 06:07:57.593	18600	9965.77	-3299.59	1137.81	10559.3	0.263806	0.638842	0.0256625	6.40791
2021-Feb-01 06:17:57.593	19200	10111.9	-2930.06	1152.35	10590.8	0.239952	0.646198	0.022792	6.40729
2021-Feb-01 06:27:57.593	19800	10244.3	-2556.63	1165.17	10622.6	0.215989	0.652605	0.019913	6.40676
2021-Feb-01 06:37:57.593	20400	10362.9	-2179.84	1176.26	10654.8	0.191956	0.658071	0.0170303	6.40633
2021-Feb-01 06:47:57.593	21000	10467.7	-1800.23	1185.61	10687.4	0.16789	0.662606	0.0141485	6.40601
2021-Feb-01 06:57:57.593	21600	10558.7	-1418.32	1193.24	10720.1	0.143826	0.666219	0.0112722	6.40579
2021-Feb-01 07:07:57.593	22200	10635.8	-1034.66	1199.15	10753.1	0.119799	0.668924	0.00840582	6.40568
2021-Feb-01 07:17:57.593	22800	10699.1	-649.76	1203.34	10786.2	0.0958412	0.670733	0.00555348	6.40567
2021-Feb-01 07:27:57.593	23400	10748.7	-264.126	1205.83	10819.4	0.071985	0.671661	0.00271924	6.40578
2021-Feb-01 07:37:57.593	24000	10784.7	121.735	1206.62	10852.7	0.0482606	0.671723	-9.3061e-05	6.406
2021-Feb-01 07:47:57.593	24600	10807.1	507.331	1205.74	10886	0.0246967	0.670936	-0.00287973	6.40633
2021-Feb-01 07:57:57.593	25200	10816	892.18	1203.19	10919.2	0.00132109	0.669316	-0.00563727	6.40677
2021-Feb-01 08:07:57.593	25800	10811.5	1275.81	1198.99	10952.4	-0.02184	0.666882	-0.00836234	6.40732
2021-Feb-01 08:17:57.593	26400	10793.9	1657.75	1193.17	10985.4	-0.0447618	0.663651	-0.0110518	6.40797
2021-Feb-01 08:27:57.593	27000	10763.2	2037.56	1185.75	11018.3	-0.0674204	0.659643	-0.0137026	6.40873
2021-Feb-01 08:37:57.593	27600	10719.6	2414.8	1176.75	11051	-0.0897937	0.654876	-0.0163119	6.4096
2021-Feb-01 08:47:57.593	28200	10663.2	2789.04	1166.2	11083.4	-0.111861	0.649371	-0.0188771	6.41056
2021-Feb-01 08:57:57.593	28800	10594.3	3159.85	1154.12	11115.6	-0.133601	0.643146	-0.0213957	6.41161
2021-Feb-01 09:07:57.593	29400	10513	3526.84	1140.55	11147.3	-0.154996	0.636222	-0.0238653	6.41275
2021-Feb-01 09:17:57.593	30000	10419.6	3889.61	1125.51	11178.7	-0.176029	0.628619	-0.0262836	6.41398
2021-Feb-01 09:27:57.593	30600	10314.3	4247.78	1109.04	11209.7	-0.196683	0.620357	-0.0286486	6.41529
2021-Feb-01 09:37:57.593	31200	10197.2	4600.97	1091.16	11240.3	-0.216942	0.611456	-0.0309584	6.41667
2021-Feb-01 09:47:57.593	31800	10068.7	4948.84	1071.91	11270.3	-0.236792	0.601936	-0.0332111	6.41812
2021-Feb-01 09:57:57.593	32400	9928.99	5291.02	1051.33	11299.8	-0.25622	0.591817	-0.0354052	6.41963
2021-Feb-01 10:07:57.593	33000	9778.25	5627.19	1029.46	11328.7	-0.275213	0.58112	-0.0375389	6.42119
2021-Feb-01 10:17:57.593	33600	9616.79	5957.03	1006.32	11357	-0.293759	0.569863	-0.0396109	6.42281
2021-Feb-01 10:27:57.593	34200	9444.85	6280.21	981.953	11384.7	-0.311848	0.558067	-0.0416198	6.42447
2021-Feb-01 10:37:57.593	34800	9262.72	6596.44	956.404	11411.6	-0.32947	0.545751	-0.0435645	6.42616
2021-Feb-01 10:47:57.593	35400	9070.65	6905.43	929.707	11437.9	-0.346615	0.532933	-0.0454437	6.42788
2021-Feb-01 10:57:57.593	36000	8868.93	7206.9	901.903	11463.4	-0.363275	0.519633	-0.0472564	6.42962
2021-Feb-01 11:07:57.593	36600	8657.83	7500.57	873.031	11488.2	-0.379441	0.50587	-0.0490017	6.43137
2021-Feb-01 11:17:57.593	37200	8437.65	7786.2	843.133	11512.2	-0.395107	0.491661	-0.0506786	6.43313
2021-Feb-01 11:27:57.593	37800	8208.67	8063.54	812.249	11535.3	-0.410265	0.477026	-0.0522864	6.43489
2021-Feb-01 11:37:57.593	38400	7971.18	8332.34	780.421	11557.5	-0.424909	0.46198	-0.0538244	6.43664
2021-Feb-01 11:47:57.593	39000	7725.49	8592.38	747.692	11578.9	-0.439034	0.446543	-0.0552919	6.43838
2021-Feb-01 11:57:57.593	39600	7471.88	8843.44	714.104	11599.4	-0.452633	0.43073	-0.0566882	6.44009
2021-Feb-01 12:07:57.593	40200	7210.67	9085.32	679.699	11618.9	-0.465703	0.41456	-0.0580129	6.44178
2021-Feb-01 12:17:57.593	40800	6942.16	9317.82	644.521	11637.5	-0.478238	0.398048	-0.0592655	6.44343
2021-Feb-01 12:27:57.593	41400	6666.65	9540.74	608.614	11655.1	-0.490234	0.381211	-0.0604454	6.44504
2021-Feb-01 12:37:57.593	42000	6384.45	9753.92	572.02	11671.6	-0.501687	0.364064	-0.0615524	6.4466
2021-Feb-01 12:47:57.593	42600	6095.88	9957.17	534.784	11687.2	-0.512594	0.346624	-0.062586	6.44811
2021-Feb-01 12:57:57.593	43200	5801.25	10150.3	496.95	11701.7	-0.522951	0.328906	-0.063546	6.44956
2021-Feb-01 13:07:57.593	43800	5500.86	10333.3	458.562	11715.2	-0.532755	0.310925	-0.0644321	6.45094
2021-Feb-01 13:17:57.593	44400	5195.05	10505.8	419.664	11727.6	-0.542003	0.292696	-0.065244	6.45226
2021-Feb-01 13:27:57.593	45000	4884.12	10667.9	380.302	11738.9	-0.550691	0.274234	-0.0659814	6.4535
2021-Feb-01 13:37:57.593	45600	4568.4	10819.3	340.519	11749.2	-0.558818	0.255553	-0.0666444	6.45466
2021-Feb-01 13:47:57.593	46200	4248.2	10959.9	300.361	11758.3	-0.566381	0.236668	-0.0672326	6.45574
2021-Feb-01 13:57:57.593	46800	3923.85	11089.7	259.873	11766.3	-0.573377	0.217592	-0.0677459	6.45674
2021-Feb-01 14:07:57.593	47400	3595.68	11208.5	219.098	11773.1	-0.579804	0.198341	-0.0681842	6.45765
2021-Feb-01 14:17:57.593	48000	3264	11316.2	178.084	11778.8	-0.585659	0.178928	-0.0685475	6.45846
2021-Feb-01 14:27:57.593	48600	2929.14	11412.7	136.873	11783.4	-0.590942	0.159366	-0.0688356	6.45918
2021-Feb-01 14:37:57.593	49200	2591.43	11498	95.5125	11786.8	-0.595648	0.139669	-0.0690485	6.45981
2021-Feb-01 14:47:57.593	49800	2251.19	11572	54.0464	11789.1	-0.599777	0.119851	-0.0691861	6.46033
2021-Feb-01 14:57:57.593	50400	1908.77	11634.6	12.5202	11790.2	-0.603326	0.0999259	-0.0692485	6.46076
2021-Feb-01 15:07:57.593	51000	1564.47	11685.8	-29.021	11790.1	-0.606293	0.0799063	-0.0692355	6.4611
2021-Feb-01 15:17:57.593	51600	1218.65	11725.5	-70.5321	11788.9	-0.608676	0.0598061	-0.0691474	6.46133
2021-Feb-01 15:27:57.593	52200	871.623	11753.7	-111.968	11786.5	-0.610474	0.0396388	-0.0689839	6.46146
2021-Feb-01 15:37:57.593	52800	523.731	11770.3	-153.283	11782.9	-0.611684	0.0194179	-0.0687453	6.46149
2021-Feb-01 15:47:57.593	53400	175.308	11775.3	-194.433	11778.2	-0.612304	-0.000842926	-0.0684315	6.46143
2021-Feb-01 15:57:57.593	54000	-173.311	11768.7	-235.372	11772.3	-0.612332	-0.0211301	-0.0680426	6.46127
2021-Feb-01 16:07:57.593	54600	-521.789	11750.5	-276.056	11765.3	-0.611767	-0.0414298	-0.0675787	6.46102
2021-Feb-01 16:17:57.593	55200	-869.788	11720.7	-316.439	11757.1	-0.610606	-0.0617281	-0.0670399	6.46067
2021-Feb-01 16:27:57.593	55800	-1216.97	11679.2	-356.476	11747.8	-0.608848	-0.0820111	-0.0664264	6.46024
2021-Feb-01 16:37:57.593	56400	-1562.99	11626.1	-396.123	11737.4	-0.606491	-0.102264	-0.0657383	6.45972
2021-Feb-01 16:47:57.593	57000	-1907.51	11561.5	-435.335	11725.9	-0.603533	-0.122474	-0.0649757	6.45911
2021-Feb-01 16:57:57.593	57600	-2250.19	11485.3	-474.068	11713.2	-0.599972	-0.142624	-0.0641389	6.45843
2021-Feb-01 17:07:57.593	58200	-2590.68	11397.5	-512.277	11699.5	-0.595807	-0.162701	-0.063228	6.45767
2021-Feb-01 17:17:57.593	58800	-2928.64	11298.3	-549.917	11684.7	-0.591036	-0.182689	-0.0622434	6.45684
2021-Feb-01 17:27:57.593	59400	-3263.72	11187.7	-586.944	11668.8	-0.585658	-0.202574	-0.0611853	6.45594
2021-Feb-01 17:37:57.593	60000	-3595.58	11065.7	-623.315	11651.9	-0.579672	-0.222338	-0.060054	6.45499
2021-Feb-01 17:47:57.593	60600	-3923.87	10932.4	-658.986	11633.9	-0.573076	-0.241967	-0.0588499	6.45397
2021-Feb-01 17:57:57.593	61200	-4248.23	10787.9	-693.913	11615	-0.565869	-0.261443	-0.0575734	6.45291
2021-Feb-01 18:07:57.593	61800	-4568.33	10632.3	-728.052	11595	-0.558051	-0.28075	-0.0562249	6.4518
2021-Feb-01 18:17:57.593	62400	-4883.82	10465.6	-761.361	11574.1	-0.54962	-0.299872	-0.054805	6.45065
2021-Feb-01 18:27:57.593	63000	-5194.34	10288.1	-793.797	11552.3	-0.540578	-0.318789	-0.053314	6.44946
2021-Feb-01 18:37:57.593	63600	-5499.54	10099.7	-825.318	11529.5	-0.530923	-0.337485	-0.0517528	6.44825
2021-Feb-01 18:47:57.593	64200	-5799.07	9900.68	-855.881	11505.9	-0.520656	-0.355941	-0.0501218	6.44702
2021-Feb-01 18:57:57.593	64800	-6092.58	9691.14	-885.446	11481.4	-0.509778	-0.374138	-0.0484218	6.44577
2021-Feb-01 19:07:57.593	65400	-6379.73	9471.23	-913.97	11456	-0.498289	-0.392058	-0.0466537	6.44451
2021-Feb-01 19:17:57.593	66000	-6660.16	9241.1	-941.413	11429.9	-0.486192	-0.409679	-0.0448183	6.44325
2021-Feb-01 19:27:57.593	66600	-6933.53	9000.94	-967.736	11403	-0.473487	-0.426982	-0.0429165	6.442
2021-Feb-01 19:37:57.593	67200	-7199.48	8750.93	-992.897	11375.3	-0.460179	-0.443947	-0.0409493	6.44076
2021-Feb-01 19:47:57.593	67800	-7457.68	8491.27	-1016.86	11346.9	-0.446269	-0.460552	-0.038918	6.43953
2021-Feb-01 19:57:57.593	68400	-7707.77	8222.16	-1039.59	11317.9	-0.431761	-0.476776	-0.0368237	6.43833
2021-Feb-01 20:07:57.593	69000	-7949.41	7943.83	-1061.04	11288.2	-0.416661	-0.492597	-0.0346677	6.43716
2021-Feb-01 20:17:57.593	69600	-8182.28	7656.52	-1081.17	11257.9	-0.400972	-0.507991	-0.0324516	6.43602
2021-Feb-01 20:27:57.593	70200	-8406.01	7360.47	-1099.97	11227.1	-0.384701	-0.522937	-0.0301767	6.43493
2021-Feb-01 20:37:57.593	70800	-8620.3	7055.93	-1117.38	11195.7	-0.367855	-0.53741	-0.0278449	6.43388
2021-Feb-01 20:47:57.593	71400	-8824.79	6743.2	-1133.37	11163.9	-0.350441	-0.551388	-0.0254579	6.43289
2021-Feb-01 20:57:57.593	72000	-9019.18	6422.55	-1147.92	11131.6	-0.332468	-0.564846	-0.0230176	6.43196
2021-Feb-01 21:07:57.593	72600	-9203.13	6094.3	-1160.99	11098.9	-0.313946	-0.577759	-0.0205262	6.43109
2021-Feb-01 21:17:57.593	73200	-9376.34	5758.75	-1172.54	11065.9	-0.294885	-0.590102	-0.0179858	6.43029
2021-Feb-01 21:27:57.593	73800	-9538.5	5416.24	-1182.56	11032.5	-0.275297	-0.601852	-0.0153989	6.42957
2021-Feb-01 21:37:57.593	74400	-9689.3	5067.11	-1191.02	10998.9	-0.255196	-0.612982	-0.0127679	6.42892
2021-Feb-01 21:47:57.593	75000	-9828.45	4711.73	-1197.88	10965.1	-0.234596	-0.623467	-0.0100956	6.42835
2021-Feb-01 21:57:57.593	75600	-9955.67	4350.47	-1203.13	10931.1	-0.213512	-0.633281	-0.00738472	6.42787
2021-Feb-01 22:07:57.593	76200	-10070.7	3983.72	-1206.74	10897	-0.191961	-0.6424	-0.00463842	6.42748
2021-Feb-01 22:17:57.593	76800	-10173.2	3611.89	-1208.7	10862.8	-0.169963	-0.650797	-0.00185986	6.42718
2021-Feb-01 22:27:57.593	77400	-10263	3235.4	-1208.98	10828.6	-0.147537	-0.658447	0.000947563	6.42698
2021-Feb-01 22:37:57.593	78000	-10339.8	2854.68	-1207.56	10794.4	-0.124705	-0.665326	0.0037803	6.42687
2021-Feb-01 22:47:57.593	78600	-10403.5	2470.19	-1204.45	10760.3	-0.10149	-0.671409	0.0066346	6.42685
2021-Feb-01 22:57:57.593	79200	-10453.7	2082.38	-1199.61	10726.4	-0.0779169	-0.67667	0.00950654	6.42694
2021-Feb-01 23:07:57.593	79800	-10490.3	1691.74	-1193.04	10692.6	-0.054012	-0.681087	0.012392	6.42712
2021-Feb-01 23:17:57.593	80400	-10513	1298.75	-1184.75	10659	-0.0298036	-0.684636	0.0152867	6.4274
2021-Feb-01 23:27:57.593	81000	-10521.8	903.923	-1174.71	10625.7	-0.00532151	-0.687295	0.0181862	6.42777
2021-Feb-01 23:37:57.593	81600	-10516.5	507.777	-1162.94	10592.8	0.0194026	-0.689042	0.0210858	6.42825
2021-Feb-01 23:47:57.593	82200	-10496.9	110.841	-1149.42	10560.2	0.0443355	-0.689858	0.0239807	6.42881
2021-Feb-01 23:57:57.593	82800	-10462.9	-286.343	-1134.17	10528.1	0.0694422	-0.689723	0.0268659	6.42947
2021-Feb-02 00:07:57.593	83400	-10414.4	-683.221	-1117.2	10496.4	0.094686	-0.688618	0.0297364	6.43022
2021-Feb-02 00:17:57.593	84000	-10351.4	-1079.23	-1098.51	10465.3	0.120029	-0.686528	0.0325868	6.43106
2021-Feb-02 00:27:57.593	84600	-10273.8	-1473.8	-1078.11	10434.8	0.14543	-0.683438	0.0354117	6.43197
2021-Feb-02 00:37:57.593	85200	-10181.6	-1866.35	-1056.03	10405	0.17085	-0.679335	0.0382057	6.43297
2021-Feb-02 00:47:57.593	85800	-10074.8	-2256.28	-1032.29	10375.8	0.196243	-0.674207	0.040963	6.43404
2021-Feb-02 00:57:57.593	86400	-9953.33	-2643.02	-1006.9	10347.4	0.221568	-0.668046	0.043678	6.43518
2021-Feb-02 01:07:57.593	87000	-9817.34	-3025.95	-979.898	10319.7	0.246777	-0.660845	0.0463449	6.43638
2021-Feb-02 01:17:57.593	87600	-9666.89	-3404.47	-951.312	10292.9	0.271824	-0.652599	0.0489578	6.43764
2021-Feb-02 01:27:57.593	88200	-9502.07	-3777.99	-921.176	10267	0.296662	-0.643307	0.0515109	6.43896
2021-Feb-02 01:37:57.593	88800	-9323.01	-4145.89	-889.527	10242	0.321242	-0.632968	0.0539983	6.44031
2021-Feb-02 01:47:57.593	89400	-9129.87	-4507.57	-856.408	10217.9	0.345515	-0.621586	0.0564141	6.44171
2021-Feb-02 01:57:57.593	90000	-8922.85	-4862.43	-821.862	10194.9	0.369431	-0.609168	0.0587526	6.44313
2021-Feb-02 02:07:57.593	90600	-8702.16	-5209.88	-785.938	10172.9	0.39294	-0.595721	0.0610078	6.44459
2021-Feb-02 02:17:57.593	91200	-8468.05	-5549.31	-748.687	10152	0.415992	-0.581259	0.0631743	6.44605
2021-Feb-02 02:27:57.593	91800	-8220.79	-5880.15	-710.164	10132.2	0.438536	-0.565795	0.0652464	6.44753
2021-Feb-02 02:37:57.593	92400	-7960.69	-6201.81	-670.428	10113.6	0.460522	-0.549348	0.0672187	6.44901
2021-Feb-02 02:47:57.593	93000	-7688.09	-6513.75	-629.539	10096.1	0.481902	-0.53194	0.069086	6.45048
2021-Feb-02 02:57:57.593	93600	-7403.34	-6815.41	-587.563	10079.9	0.502626	-0.513593	0.0708434	6.45194
2021-Feb-02 03:07:57.593	94200	-7106.84	-7106.24	-544.567	10064.9	0.522646	-0.494336	0.072486	6.45337
2021-Feb-02 03:17:57.593	94800	-6799.01	-7385.74	-500.621	10051.2	0.541917	-0.474199	0.0740093	6.45478
2021-Feb-02 03:27:57.593	95400	-6480.28	-7653.4	-455.797	10038.7	0.560392	-0.453215	0.075409	6.45615
2021-Feb-02 03:37:57.593	96000	-6151.14	-7908.74	-410.172	10027.6	0.578029	-0.431419	0.0766813	6.45748
2021-Feb-02 03:47:57.593	96600	-5812.08	-8151.31	-363.823	10017.8	0.594786	-0.408852	0.0778224	6.45876
2021-Feb-02 03:57:57.593	97200	-5463.61	-8380.66	-316.829	10009.3	0.610623	-0.385553	0.0788293	6.45998
2021-Feb-02 04:07:57.593	97800	-5106.28	-8596.39	-269.271	10002.2	0.625503	-0.361568	0.0796989	6.46114
2021-Feb-02 04:17:57.593	98400	-4740.65	-8798.11	-221.234	9996.47	0.639392	-0.336943	0.0804288	6.46223
2021-Feb-02 04:27:57.593	99000	-4367.31	-8985.46	-172.801	9992.09	0.652257	-0.311726	0.081017	6.46325
2021-Feb-02 04:37:57.593	99600	-3986.84	-9158.13	-124.058	9989.07	0.664068	-0.285968	0.0814617	6.46418
2021-Feb-02 04:47:57.593	100200	-3599.88	-9315.8	-75.0912	9987.44	0.6748	-0.25972	0.0817617	6.46504
2021-Feb-02 04:57:57.593	100800	-3207.05	-9458.21	-25.9881	9987.17	0.68443	-0.233038	0.0819162	6.46581
2021-Feb-02 05:07:57.593	101400	-2808.99	-9585.13	23.1642	9988.27	0.692937	-0.205975	0.0819248	6.46649
2021-Feb-02 05:17:57.593	102000	-2406.36	-9696.35	72.2781	9990.74	0.700305	-0.178588	0.0817877	6.46708
2021-Feb-02 05:27:57.593	102600	-1999.81	-9791.7	121.266	9994.56	0.706521	-0.150934	0.0815052	6.46758
2021-Feb-02 05:37:57.593	103200	-1590.03	-9871.04	170.042	9999.73	0.711573	-0.12307	0.0810784	6.46798
2021-Feb-02 05:47:57.593	103800	-1177.68	-9934.27	218.518	10006.2	0.715457	-0.0950533	0.0805086	6.46828
2021-Feb-02 05:57:57.593	104400	-763.438	-9981.32	266.611	10014	0.718168	-0.0669426	0.0797976	6.46849
2021-Feb-02 06:07:57.593	105000	-347.984	-10012.2	314.235	10023.1	0.719706	-0.0387952	0.0789475	6.46861
2021-Feb-02 06:17:57.593	105600	68.006	-10026.8	361.309	10033.5	0.720076	-0.0106681	0.077961	6.46863
2021-Feb-02 06:27:57.593	106200	483.858	-10025.2	407.75	10045.1	0.719284	0.0173823	0.0768409	6.46856
2021-Feb-02 06:37:57.593	106800	898.905	-10007.5	453.481	10058	0.71734	0.0453005	0.0755906	6.46841
2021-Feb-02 06:47:57.593	107400	1312.48	-9973.74	498.423	10072.1	0.714256	0.0730319	0.0742137	6.46816
2021-Feb-02 06:57:57.593	108000	1723.94	-9924.08	542.503	10087.3	0.710049	0.100524	0.072714	6.46784
2021-Feb-02 07:07:57.593	108600	2132.63	-9858.67	585.647	10103.7	0.704737	0.127724	0.0710959	6.46744
2021-Feb-02 07:17:57.593	109200	2537.93	-9777.69	627.786	10121.2	0.698342	0.154583	0.0693637	6.46697
2021-Feb-02 07:27:57.593	109800	2939.21	-9681.36	668.854	10139.8	0.690888	0.181053	0.0675222	6.46643
2021-Feb-02 07:37:57.593	110400	3335.87	-9569.9	708.785	10159.4	0.6824	0.207088	0.0655763	6.46583
2021-Feb-02 07:47:57.593	111000	3727.33	-9443.6	747.518	10180	0.672907	0.232643	0.0635311	6.46518
2021-Feb-02 07:57:57.593	111600	4113.01	-9302.74	784.997	10201.7	0.662439	0.257677	0.0613918	6.46448
2021-Feb-02 08:07:57.593	112200	4492.36	-9147.63	821.165	10224.2	0.651028	0.282151	0.0591639	6.46375
2021-Feb-02 08:17:57.593	112800	4864.85	-8978.62	855.972	10247.7	0.638708	0.306026	0.0568528	6.46298
2021-Feb-02 08:27:57.593	113400	5229.97	-8796.06	889.369	10272	0.625514	0.329269	0.0544641	6.46218
2021-Feb-02 08:37:57.593	114000	5587.21	-8600.33	921.311	10297.2	0.611481	0.351847	0.0520035	6.46137
2021-Feb-02 08:47:57.593	114600	5936.12	-8391.83	951.757	10323.1	0.596649	0.373729	0.0494766	6.46055
2021-Feb-02 08:57:57.593	115200	6276.24	-8170.96	980.668	10349.8	0.581054	0.39489	0.0468891	6.45973
2021-Feb-02 09:07:57.593	115800	6607.15	-7938.15	1008.01	10377.1	0.564735	0.415303	0.0442467	6.45892
2021-Feb-02 09:17:57.593	116400	6928.44	-7693.85	1033.75	10405.2	0.547732	0.434946	0.041555	6.45812
2021-Feb-02 09:27:57.593	117000	7239.73	-7438.5	1057.87	10433.8	0.530084	0.453799	0.0388196	6.45734
2021-Feb-02 09:37:57.593	117600	7540.66	-7172.57	1080.33	10463	0.511831	0.471844	0.0360461	6.4566
2021-Feb-02 09:47:57.593	118200	7830.91	-6896.53	1101.12	10492.7	0.493015	0.489066	0.03324	6.45589
2021-Feb-02 09:57:57.593	118800	8110.15	-6610.86	1120.21	10523	0.473673	0.505451	0.0304065	6.45523
2021-Feb-02 10:07:57.593	119400	8378.11	-6316.06	1137.6	10553.6	0.453846	0.520988	0.0275511	6.45462
2021-Feb-02 10:17:57.593	120000	8634.51	-6012.6	1153.28	10584.7	0.433573	0.535668	0.0246787	6.45407
2021-Feb-02 10:27:57.593	120600	8879.11	-5701	1167.22	10616.1	0.412894	0.549484	0.0217945	6.45359
2021-Feb-02 10:37:57.593	121200	9111.7	-5381.75	1179.43	10647.9	0.391847	0.562432	0.0189033	6.45318
2021-Feb-02 10:47:57.593	121800	9332.08	-5055.36	1189.91	10679.9	0.370469	0.574507	0.0160098	6.45285
2021-Feb-02 10:57:57.593	122400	9540.06	-4722.32	1198.65	10712.1	0.348797	0.585708	0.0131187	6.4526
2021-Feb-02 11:07:57.593	123000	9735.5	-4383.15	1205.66	10744.6	0.326869	0.596035	0.0102343	6.45244
2021-Feb-02 11:17:57.593	123600	9918.26	-4038.34	1210.94	10777.1	0.304719	0.605491	0.007361	6.45238
2021-Feb-02 11:27:57.593	124200	10088.2	-3688.4	1214.5	10809.8	0.282382	0.614078	0.00450283	6.4524
2021-Feb-02 11:37:57.593	124800	10245.3	-3333.83	1216.36	10842.5	0.259892	0.6218	0.00166375	6.45253
2021-Feb-02 11:47:57.593	125400	10389.4	-2975.13	1216.51	10875.3	0.237282	0.628663	-0.00115245	6.45276
2021-Feb-02 11:57:57.593	126000	10520.5	-2612.79	1214.99	10908	0.214583	0.634675	-0.00394219	6.45309
2021-Feb-02 12:07:57.593	126600	10638.6	-2247.29	1211.8	10940.7	0.191825	0.639843	-0.00670199	6.45353
2021-Feb-02 12:17:57.593	127200	10743.5	-1879.11	1206.96	10973.2	0.16904	0.644176	-0.0094286	6.45408
2021-Feb-02 12:27:57.593	127800	10835.4	-1508.75	1200.5	11005.6	0.146255	0.647685	-0.0121189	6.45473
2021-Feb-02 12:37:57.593	128400	10914.2	-1136.66	1192.44	11037.9	0.123498	0.650379	-0.0147699	6.45548
2021-Feb-02 12:47:57.593	129000	10980	-763.307	1182.8	11069.9	0.100795	0.65227	-0.0173788	6.45635
2021-Feb-02 12:57:57.593	129600	11032.8	-389.155	1171.61	11101.6	0.0781726	0.653371	-0.019943	6.45732
2021-Feb-02 13:07:57.593	130200	11072.6	-14.6495	1158.89	11133.1	0.0556544	0.653694	-0.02246	6.45839
2021-Feb-02 13:17:57.593	130800	11099.5	359.766	1144.68	11164.2	0.0332642	0.653252	-0.0249275	6.45956
2021-Feb-02 13:27:57.593	131400	11113.7	733.657	1129	11194.9	0.0110244	0.652059	-0.0273431	6.46083
2021-Feb-02 13:37:57.593	132000	11115.1	1106.6	1111.89	11225.3	-0.0110436	0.650129	-0.029705	6.46219
