Date	Time	X	Y	Z	r_KA	Vx	Vy	Vz	V_KA	???? ??????? ??.
2021-Feb-02 12:07:57.593	126600	-180212	-311620	-7486.86	10940.7	0.41047	-0.0244351	-0.189922	0.668013	4.6675
2021-Feb-02 12:17:57.593	127200	-193466	-303447	-7601.96	10973.2	0.392496	-0.0575305	-0.19378	0.666053	4.66349
2021-Feb-02 12:27:57.593	127800	-206359	-294719	-7719.46	11005.6	0.373138	-0.0895443	-0.197938	0.664103	4.6537
2021-Feb-02 12:37:57.593	128400	-218870	-285453	-7839.54	11037.9	0.352448	-0.12042	-0.202386	0.662165	4.63813
2021-Feb-02 12:47:57.593	129000	-230976	-275665	-7962.38	11069.9	0.330478	-0.150104	-0.207112	0.660241	4.6168
2021-Feb-02 12:57:57.593	129600	-242655	-265372	-8088.13	11101.6	0.307283	-0.178545	-0.212105	0.658333	4.58972
2021-Feb-02 13:07:57.593	130200	-253885	-254594	-8216.95	11133.1	0.28292	-0.205697	-0.217355	0.656443	4.55691
2021-Feb-02 13:17:57.593	130800	-264648	-243348	-8349	11164.2	0.257447	-0.231512	-0.222851	0.654573	4.5184
2021-Feb-02 13:27:57.593	131400	-274922	-231657	-8484.42	11194.9	0.230923	-0.25595	-0.228582	0.652725	4.47421
2021-Feb-02 13:37:57.593	132000	-284691	-219540	-8623.35	11225.3	0.20341	-0.278971	-0.234536	0.650901	4.42439
2021-Feb-02 13:47:57.593	132600	-293936	-207019	-8765.91	11255.2	0.174971	-0.300539	-0.240704	0.649103	4.36897
2021-Feb-02 13:57:57.593	133200	-302640	-194117	-8912.23	11284.6	0.145668	-0.320621	-0.247075	0.647332	4.308
2021-Feb-02 14:07:57.593	133800	-310789	-180857	-9062.44	11313.5	0.115566	-0.339186	-0.253637	0.645591	4.24152
2021-Feb-02 14:17:57.593	134400	-318366	-167262	-9216.63	11341.9	0.0847307	-0.356206	-0.260382	0.643881	4.1696
2021-Feb-02 14:27:57.593	135000	-325359	-153357	-9374.93	11369.7	0.0532275	-0.371658	-0.267298	0.642204	4.0923
2021-Feb-02 14:37:57.593	135600	-331754	-139168	-9537.42	11396.9	0.0211231	-0.38552	-0.274377	0.640562	4.00967
2021-Feb-02 14:47:57.593	136200	-337541	-124719	-9704.21	11423.4	-0.0115154	-0.397773	-0.281606	0.638956	3.9218
2021-Feb-02 14:57:57.593	136800	-342708	-110037	-9875.38	11449.3	-0.0446208	-0.408401	-0.288978	0.637389	3.82876
2021-Feb-02 15:07:57.593	137400	-347247	-95147.4	-10051	11474.5	-0.0781254	-0.417392	-0.296483	0.635861	3.73065
2021-Feb-02 15:17:57.593	138000	-351148	-80077.7	-10231.2	11498.9	-0.111962	-0.424735	-0.30411	0.634375	3.62754
2021-Feb-02 15:27:57.593	138600	-354405	-64854.9	-10416	11522.6	-0.146062	-0.430424	-0.311851	0.632932	3.51954
2021-Feb-02 15:37:57.593	139200	-357012	-49506.3	-10605.4	11545.6	-0.180358	-0.434454	-0.319698	0.631534	3.40674
2021-Feb-02 15:47:57.593	139800	-358964	-34059.7	-10799.6	11567.7	-0.214784	-0.436823	-0.327639	0.630182	3.28927
2021-Feb-02 15:57:57.593	140400	-360258	-18542.7	-10998.6	11588.9	-0.249272	-0.437532	-0.335669	0.628878	3.16724
2021-Feb-02 16:07:57.593	141000	-360890	-2983.48	-11202.4	11609.4	-0.283755	-0.436586	-0.343777	0.627623	3.04077
2021-Feb-02 16:17:57.593	141600	-360860	12590	-11411.2	11628.9	-0.318167	-0.433989	-0.351955	0.626418	2.90998
2021-Feb-02 16:27:57.593	142200	-360167	28149.8	-11624.8	11647.5	-0.352444	-0.429753	-0.360195	0.625266	2.77503
2021-Feb-02 16:37:57.593	142800	-358813	43667.6	-11843.4	11665.2	-0.386519	-0.423886	-0.368489	0.624167	2.63604
2021-Feb-02 16:47:57.593	143400	-356800	59115.6	-12067	11682	-0.42033	-0.416405	-0.376829	0.623123	2.49316
2021-Feb-02 16:57:57.593	144000	-354132	74465.9	-12295.6	11697.7	-0.453813	-0.407325	-0.385208	0.622135	2.34656
2021-Feb-02 17:07:57.593	144600	-350813	89690.7	-12529.2	11712.5	-0.486905	-0.396664	-0.393617	0.621204	2.1964
2021-Feb-02 17:17:57.593	145200	-346848	104763	-12767.9	11726.3	-0.519546	-0.384444	-0.402049	0.620331	2.04283
2021-Feb-02 17:27:57.593	145800	-342246	119654	-13011.7	11739	-0.551676	-0.370688	-0.410497	0.619519	1.88605
2021-Feb-02 17:37:57.593	146400	-337014	134339	-13260.5	11750.8	-0.583236	-0.355421	-0.418954	0.618767	1.72622
2021-Feb-02 17:47:57.593	147000	-331162	148790	-13514.5	11761.4	-0.614168	-0.338671	-0.427412	0.618076	1.56355
2021-Feb-02 17:57:57.593	147600	-324700	162982	-13773.4	11771	-0.644416	-0.320469	-0.435865	0.617449	1.39821
2021-Feb-02 18:07:57.593	148200	-317639	176888	-14037.5	11779.5	-0.673925	-0.300844	-0.444305	0.616886	1.2304
2021-Feb-02 18:17:57.593	148800	-309992	190483	-14306.6	11786.9	-0.702642	-0.279832	-0.452726	0.616387	1.06034
2021-Feb-02 18:27:57.593	149400	-301773	203744	-14580.8	11793.2	-0.730514	-0.257468	-0.461121	0.615954	0.888236
2021-Feb-02 18:37:57.593	150000	-292996	216645	-14859.9	11798.3	-0.757492	-0.233788	-0.469483	0.615587	0.714296
2021-Feb-02 18:47:57.593	150600	-283678	229164	-15144.1	11802.4	-0.783527	-0.208833	-0.477805	0.615288	0.538743
2021-Feb-02 18:57:57.593	151200	-273834	241278	-15433.3	11805.3	-0.808571	-0.182642	-0.486082	0.615056	0.361802
2021-Feb-02 19:07:57.593	151800	-263483	252965	-15727.4	11807	-0.832579	-0.155259	-0.494306	0.614893	0.183702
2021-Feb-02 19:17:57.593	152400	-252643	264204	-16026.5	11807.6	-0.855508	-0.126727	-0.502472	0.614799	0.0045827
2021-Feb-02 19:27:57.593	153000	-241334	274975	-16330.4	11807.1	-0.877317	-0.0970912	-0.510572	0.614774	0.175029
2021-Feb-02 19:37:57.593	153600	-229576	285257	-16639.1	11805.4	-0.897964	-0.0663991	-0.5186	0.61482	0.355189
2021-Feb-02 19:47:57.593	154200	-217389	295033	-16952.7	11802.5	-0.917413	-0.0346986	-0.52655	0.614936	0.535551
2021-Feb-02 19:57:57.593	154800	-204796	304284	-17271	11798.5	-0.935626	-0.00203897	-0.534415	0.615122	0.715869
2021-Feb-02 20:07:57.593	155400	-191820	312995	-17594	11793.3	-0.952571	0.0315291	-0.54219	0.61538	0.895893
2021-Feb-02 20:17:57.593	156000	-178484	321148	-17921.6	11786.9	-0.968215	0.0659541	-0.549867	0.615709	1.07537
2021-Feb-02 20:27:57.593	156600	-164811	328730	-18253.8	11779.4	-0.982527	0.101183	-0.55744	0.616109	1.25405
2021-Feb-02 20:37:57.593	157200	-150827	335726	-18590.5	11770.8	-0.995481	0.137163	-0.564902	0.61658	1.43168
2021-Feb-02 20:47:57.593	157800	-136556	342125	-18931.6	11760.9	-1.00705	0.173838	-0.572248	0.617122	1.60799
2021-Feb-02 20:57:57.593	158400	-122025	347913	-19277.2	11750	-1.01721	0.211154	-0.579471	0.617735	1.78274
2021-Feb-02 21:07:57.593	159000	-107258	353082	-19627	11737.9	-1.02594	0.249054	-0.586563	0.61842	1.95567
2021-Feb-02 21:17:57.593	159600	-92283.8	357621	-19981	11724.7	-1.03322	0.287481	-0.593519	0.619174	2.12651
2021-Feb-02 21:27:57.593	160200	-77128	361522	-20339.2	11710.3	-1.03903	0.326379	-0.600331	0.619999	2.29502
2021-Feb-02 21:37:57.593	160800	-61818.3	364778	-20701.4	11694.9	-1.04336	0.365689	-0.606994	0.620893	2.46094
2021-Feb-02 21:47:57.593	161400	-46382.1	367383	-21067.5	11678.3	-1.04619	0.405352	-0.613499	0.621857	2.62402
2021-Feb-02 21:57:57.593	162000	-30847.2	369332	-21437.5	11660.7	-1.04752	0.44531	-0.619841	0.622889	2.78399
2021-Feb-02 22:07:57.593	162600	-15241.6	370623	-21811.3	11642	-1.04733	0.485504	-0.626011	0.623989	2.94062
2021-Feb-02 22:17:57.593	163200	406.663	371252	-22188.7	11622.3	-1.04562	0.525875	-0.632004	0.625156	3.09366
2021-Feb-02 22:27:57.593	163800	16069.5	371218	-22569.7	11601.6	-1.04238	0.566362	-0.637812	0.626389	3.24286
2021-Feb-02 22:37:57.593	164400	31718.7	370522	-22954.1	11579.8	-1.03761	0.606907	-0.643427	0.627686	3.38798
2021-Feb-02 22:47:57.593	165000	47326.2	369164	-23341.7	11557	-1.03132	0.647448	-0.648842	0.629048	3.52879
2021-Feb-02 22:57:57.593	165600	62863.8	367147	-23732.6	11533.3	-1.02349	0.687928	-0.65405	0.630473	3.66505
2021-Feb-02 23:07:57.593	166200	78303.8	364475	-24126.6	11508.7	-1.01415	0.728285	-0.659043	0.631959	3.79654
2021-Feb-02 23:17:57.593	166800	93618.2	361152	-24523.4	11483.1	-1.00329	0.768461	-0.663814	0.633505	3.92303
2021-Feb-02 23:27:57.593	167400	108780	357185	-24923.1	11456.7	-0.99092	0.808396	-0.668355	0.635109	4.04431
2021-Feb-02 23:37:57.593	168000	123761	352580	-25325.4	11429.4	-0.977055	0.848031	-0.672658	0.636771	4.16017
2021-Feb-02 23:47:57.593	168600	138535	347346	-25730.2	11401.3	-0.961706	0.887306	-0.676716	0.638488	4.2704
2021-Feb-02 23:57:57.593	169200	153076	341492	-26137.4	11372.4	-0.944889	0.926165	-0.680519	0.640258	4.3748
2021-Feb-03 00:07:57.593	169800	161569	337859	-26546.8	11342.7	-0.943074	0.948466	-0.684062	0.64208	4.47318
2021-Feb-03 00:17:57.593	170400	175684	331040	-26958.2	11312.3	-0.924025	0.98665	-0.687334	0.643952	4.56536
2021-Feb-03 00:27:57.593	171000	189499	323632	-27371.5	11281.2	-0.903555	1.02427	-0.690329	0.645871	4.65116
2021-Feb-03 00:37:57.593	171600	202988	315647	-27786.6	11249.4	-0.881685	1.06126	-0.693039	0.647835	4.73042
2021-Feb-03 00:47:57.593	172200	216129	307099	-28203.1	11217.1	-0.858439	1.09758	-0.695454	0.649843	4.80298
2021-Feb-03 00:57:57.593	172800	228897	298005	-28621.1	11184.2	-0.833845	1.13316	-0.697568	0.651891	4.86868
2021-Feb-03 01:07:57.593	173400	241269	288380	-29040.2	11150.7	-0.80793	1.16796	-0.699372	0.653977	4.92739
2021-Feb-03 01:17:57.593	174000	253224	278243	-29460.2	11116.8	-0.780724	1.20191	-0.700859	0.656098	4.97897
2021-Feb-03 01:27:57.593	174600	264739	267610	-29881.1	11082.4	-0.752259	1.23496	-0.70202	0.658252	5.02331
2021-Feb-03 01:37:57.593	175200	275795	256502	-30302.6	11047.6	-0.722571	1.26706	-0.702848	0.660435	5.06029
2021-Feb-03 01:47:57.593	175800	286372	244938	-30724.5	11012.5	-0.691694	1.29816	-0.703335	0.662645	5.08982
2021-Feb-03 01:57:57.593	176400	296451	232939	-31146.5	10977.1	-0.659667	1.32821	-0.703474	0.664879	5.11179
2021-Feb-03 02:07:57.593	177000	306014	220527	-31568.6	10941.4	-0.626529	1.35716	-0.703257	0.667134	5.12615
2021-Feb-03 02:17:57.593	177600	315044	207724	-31990.4	10905.6	-0.592323	1.38496	-0.702679	0.669406	5.13282
2021-Feb-03 02:27:57.593	178200	323525	194553	-32411.7	10869.6	-0.557092	1.41156	-0.701731	0.671691	5.13175
2021-Feb-03 02:37:57.593	178800	331441	181039	-32832.4	10833.5	-0.520882	1.43691	-0.700409	0.673987	5.1229
2021-Feb-03 02:47:57.593	179400	338780	167204	-33252.1	10797.4	-0.48374	1.46098	-0.698706	0.67629	5.10624
2021-Feb-03 02:57:57.593	180000	345528	153074	-33670.7	10761.3	-0.445714	1.48371	-0.696617	0.678595	5.08175
2021-Feb-03 03:07:57.593	180600	351673	138675	-34088	10725.3	-0.406857	1.50506	-0.694136	0.680901	5.04944
2021-Feb-03 03:17:57.593	181200	357204	124032	-34503.6	10689.4	-0.36722	1.525	-0.69126	0.683201	5.00932
2021-Feb-03 03:27:57.593	181800	362112	109171	-34917.4	10653.7	-0.326858	1.54348	-0.687985	0.685494	4.96142
2021-Feb-03 03:37:57.593	182400	366389	94119.3	-35329.1	10618.3	-0.285828	1.56046	-0.684308	0.687774	4.90577
2021-Feb-03 03:47:57.593	183000	370025	78903.9	-35738.5	10583.1	-0.244187	1.57591	-0.680225	0.690038	4.84244
2021-Feb-03 03:57:57.593	183600	373017	63551.9	-36145.3	10548.4	-0.201995	1.58979	-0.675737	0.692281	4.77149
2021-Feb-03 04:07:57.593	184200	375358	48090.8	-36549.3	10514.1	-0.159312	1.60207	-0.670842	0.6945	4.69301
2021-Feb-03 04:17:57.593	184800	377044	32548.1	-36950.2	10480.2	-0.116203	1.61272	-0.665539	0.696691	4.60711
2021-Feb-03 04:27:57.593	185400	378074	16951.8	-37347.9	10446.9	-0.0727304	1.62171	-0.659831	0.698849	4.51389
2021-Feb-03 04:37:57.593	186000	378444	1329.67	-37742	10414.2	-0.0289608	1.62902	-0.65372	0.700969	4.4135
2021-Feb-03 04:47:57.593	186600	378156	-14290.4	-38132.3	10382.2	0.0150385	1.63461	-0.647207	0.703049	4.30607
2021-Feb-03 04:57:57.593	187200	377209	-29880.5	-38518.5	10350.9	0.0591991	1.63847	-0.640299	0.705083	4.19178
2021-Feb-03 05:07:57.593	187800	375606	-45412.9	-38900.5	10320.4	0.103451	1.64057	-0.632999	0.707068	4.07079
2021-Feb-03 05:17:57.593	188400	373349	-60859.9	-39278.1	10290.7	0.147723	1.6409	-0.625316	0.709	3.9433
2021-Feb-03 05:27:57.593	189000	370445	-76194	-39650.8	10261.9	0.191942	1.63945	-0.617255	0.710874	3.80953
2021-Feb-03 05:37:57.593	189600	366896	-91387.9	-40018.7	10234	0.236036	1.63621	-0.608828	0.712687	3.66969
2021-Feb-03 05:47:57.593	190200	362711	-106415	-40381.4	10207.2	0.279931	1.63115	-0.600043	0.714435	3.52402
2021-Feb-03 05:57:57.593	190800	357898	-121248	-40738.7	10181.4	0.32355	1.62429	-0.590913	0.716114	3.37277
2021-Feb-03 06:07:57.593	191400	352464	-135860	-41090.4	10156.6	0.366819	1.61562	-0.58145	0.71772	3.21621
2021-Feb-03 06:17:57.593	192000	346420	-150227	-41436.3	10133.1	0.409662	1.60514	-0.571669	0.71925	3.05461
2021-Feb-03 06:27:57.593	192600	339778	-164322	-41776.3	10110.7	0.452002	1.59286	-0.561585	0.720701	2.88827
2021-Feb-03 06:37:57.593	193200	332549	-178121	-42110.2	10089.5	0.493762	1.57878	-0.551216	0.722069	2.71748
2021-Feb-03 06:47:57.593	193800	324746	-191599	-42437.7	10069.6	0.534867	1.56292	-0.540578	0.723352	2.54256
2021-Feb-03 06:57:57.593	194400	316384	-204732	-42758.8	10051	0.575239	1.54529	-0.529692	0.724547	2.36382
2021-Feb-03 07:07:57.593	195000	307477	-217498	-43073.3	10033.7	0.614802	1.52592	-0.518578	0.725651	2.1816
2021-Feb-03 07:17:57.593	195600	298043	-229873	-43381.1	10017.9	0.653483	1.50483	-0.507256	0.726662	1.99624
2021-Feb-03 07:27:57.593	196200	288097	-241836	-43682	10003.4	0.691205	1.48205	-0.49575	0.727578	1.80808
2021-Feb-03 07:37:57.593	196800	277659	-253367	-43976	9990.32	0.727897	1.45761	-0.484083	0.728397	1.61747
2021-Feb-03 07:47:57.593	197400	266746	-264444	-44262.9	9978.71	0.763486	1.43155	-0.472279	0.729117	1.42476
2021-Feb-03 07:57:57.593	198000	255378	-275048	-44542.7	9968.57	0.797902	1.40392	-0.460363	0.729738	1.23032
2021-Feb-03 08:07:57.593	198600	243576	-285161	-44815.3	9959.91	0.831076	1.37475	-0.448361	0.730258	1.0345
2021-Feb-03 08:17:57.593	199200	231361	-294765	-45080.7	9952.75	0.862944	1.3441	-0.436298	0.730676	0.837672
2021-Feb-03 08:27:57.593	199800	218755	-303843	-45338.8	9947.1	0.893439	1.31201	-0.4242	0.730992	0.640186
2021-Feb-03 08:37:57.593	200400	205781	-312380	-45589.7	9942.95	0.922503	1.27856	-0.412096	0.731206	0.442403
2021-Feb-03 08:47:57.593	201000	192460	-320360	-45833.4	9940.32	0.950075	1.2438	-0.400011	0.731318	0.244679
2021-Feb-03 08:57:57.593	201600	178819	-327770	-46069.7	9939.2	0.976101	1.20779	-0.387972	0.731329	0.0473572
2021-Feb-03 09:07:57.593	202200	164880	-334597	-46298.9	9939.59	1.00053	1.17061	-0.376006	0.731238	0.149179
2021-Feb-03 09:17:57.593	202800	150669	-340829	-46521	9941.48	1.02331	1.13233	-0.364139	0.731047	0.344638
2021-Feb-03 09:27:57.593	203400	136211	-346455	-46735.9	9944.87	1.0444	1.09302	-0.352398	0.730757	0.538667
2021-Feb-03 09:37:57.593	204000	121531	-351466	-46943.9	9949.72	1.06375	1.05276	-0.340808	0.730369	0.730942
2021-Feb-03 09:47:57.593	204600	106657	-355853	-47144.9	9956.04	1.08134	1.01163	-0.329394	0.729886	0.921152
2021-Feb-03 09:57:57.593	205200	91613.8	-359608	-47339.2	9963.8	1.09713	0.969724	-0.31818	0.729309	1.10899
2021-Feb-03 10:07:57.593	205800	76428.8	-362726	-47526.8	9972.97	1.11108	0.927117	-0.30719	0.728639	1.29417
2021-Feb-03 10:17:57.593	206400	61129	-365200	-47707.9	9983.54	1.12318	0.883899	-0.296446	0.72788	1.4764
2021-Feb-03 10:27:57.593	207000	45741.4	-367028	-47882.6	9995.47	1.1334	0.840161	-0.28597	0.727034	1.65543
2021-Feb-03 10:37:57.593	207600	30293.6	-368205	-48051.1	10008.7	1.14173	0.795992	-0.275782	0.726104	1.83099
2021-Feb-03 10:47:57.593	208200	14812.8	-368730	-48213.6	10023.3	1.14817	0.751486	-0.265901	0.725092	2.00284
2021-Feb-03 10:57:57.593	208800	-673.428	-368603	-48370.2	10039.1	1.1527	0.706733	-0.256346	0.724001	2.17076
2021-Feb-03 11:07:57.593	209400	-16137.6	-367823	-48521.3	10056.2	1.15532	0.661827	-0.247133	0.722834	2.33453
2021-Feb-03 11:17:57.593	210000	-31552.3	-366393	-48666.9	10074.4	1.15604	0.61686	-0.238278	0.721595	2.49395
2021-Feb-03 11:27:57.593	210600	-46890.2	-364316	-48807.3	10093.9	1.15486	0.571925	-0.229794	0.720286	2.64884
2021-Feb-03 11:37:57.593	211200	-62124.1	-361594	-48942.7	10114.4	1.1518	0.527115	-0.221696	0.718912	2.79902
2021-Feb-03 11:47:57.593	211800	-77226.9	-358234	-49073.4	10136	1.14688	0.482519	-0.213993	0.717474	2.94434
2021-Feb-03 11:57:57.593	212400	-92171.9	-354241	-49199.6	10158.6	1.14011	0.438229	-0.206697	0.715978	3.08465
2021-Feb-03 12:07:57.593	213000	-106933	-349623	-49321.5	10182.2	1.13152	0.394333	-0.199816	0.714425	3.21983
2021-Feb-03 12:17:57.593	213600	-121483	-344388	-49439.4	10206.7	1.12114	0.350918	-0.193357	0.71282	3.34974
2021-Feb-03 12:27:57.593	214200	-135797	-338546	-49553.6	10232.2	1.109	0.30807	-0.187326	0.711166	3.4743
2021-Feb-03 12:37:57.593	214800	-149849	-332107	-49664.3	10258.4	1.09514	0.265871	-0.181729	0.709466	3.5934
2021-Feb-03 12:47:57.593	215400	-163615	-325083	-49771.8	10285.5	1.07961	0.224404	-0.176569	0.707723	3.70697
2021-Feb-03 12:57:57.593	216000	-177070	-317486	-49876.3	10313.3	1.06244	0.183746	-0.171849	0.705942	3.81493
2021-Feb-03 13:07:57.593	216600	-190190	-309330	-49978.1	10341.8	1.04368	0.143973	-0.167569	0.704125	3.91723
2021-Feb-03 13:17:57.593	217200	-202952	-300630	-50077.5	10371	1.02339	0.105159	-0.16373	0.702275	4.01381
2021-Feb-03 13:27:57.593	217800	-215333	-291401	-50174.7	10400.8	1.00161	0.0673726	-0.16033	0.700396	4.10464
2021-Feb-03 13:37:57.593	218400	-227311	-281661	-50269.9	10431.2	0.978401	0.030682	-0.157369	0.69849	4.18969
2021-Feb-03 13:47:57.593	219000	-238866	-271425	-50363.6	10462	0.953826	-0.0048492	-0.154843	0.696561	4.26893
2021-Feb-03 13:57:57.593	219600	-249976	-260713	-50455.8	10493.4	0.927943	-0.0391606	-0.152749	0.694612	4.34234
2021-Feb-03 14:07:57.593	220200	-260622	-249545	-50547	10525.1	0.900815	-0.0721949	-0.151081	0.692645	4.40993
2021-Feb-03 14:17:57.593	220800	-270785	-237939	-50637.2	10557.3	0.872507	-0.103899	-0.149835	0.690664	4.47168
2021-Feb-03 14:27:57.593	221400	-280447	-225917	-50726.9	10589.7	0.843085	-0.134221	-0.149005	0.68867	4.52761
2021-Feb-03 14:37:57.593	222000	-289591	-213500	-50816.1	10622.5	0.812619	-0.163116	-0.148584	0.686667	4.57771
2021-Feb-03 14:47:57.593	222600	-298200	-200710	-50905.2	10655.5	0.781176	-0.19054	-0.148565	0.684657	4.62202
2021-Feb-03 14:57:57.593	223200	-306259	-187571	-50994.5	10688.7	0.748829	-0.216454	-0.14894	0.682643	4.66054
2021-Feb-03 15:07:57.593	223800	-313755	-174105	-51084	10722	0.715649	-0.240821	-0.1497	0.680626	4.6933
2021-Feb-03 15:17:57.593	224400	-320673	-160337	-51174.2	10755.5	0.681708	-0.263609	-0.150838	0.67861	4.72033
2021-Feb-03 15:27:57.593	225000	-327002	-146292	-51265.1	10789	0.64708	-0.28479	-0.152344	0.676596	4.74165
2021-Feb-03 15:37:57.593	225600	-332729	-131995	-51357.1	10822.6	0.611838	-0.304339	-0.154208	0.674587	4.7573
2021-Feb-03 15:47:57.593	226200	-337846	-117471	-51450.2	10856.2	0.576056	-0.322232	-0.156422	0.672584	4.76731
2021-Feb-03 15:57:57.593	226800	-342343	-102746	-51544.8	10889.7	0.53981	-0.338453	-0.158974	0.67059	4.77173
2021-Feb-03 16:07:57.593	227400	-346211	-87847.5	-51641.1	10923.1	0.503172	-0.352986	-0.161856	0.668606	4.77059
2021-Feb-03 16:17:57.593	228000	-349445	-72800.9	-51739.1	10956.4	0.466217	-0.36582	-0.165056	0.666634	4.76393
2021-Feb-03 16:27:57.593	228600	-352038	-57633.7	-51839.2	10989.5	0.42902	-0.376947	-0.168564	0.664677	4.75179
2021-Feb-03 16:37:57.593	229200	-353986	-42373	-51941.5	11022.4	0.391653	-0.386361	-0.17237	0.662735	4.73422
2021-Feb-03 16:47:57.593	229800	-355285	-27046.2	-52046.1	11055.1	0.354189	-0.394062	-0.176462	0.660811	4.71127
2021-Feb-03 16:57:57.593	230400	-355933	-11680.8	-52153.3	11087.6	0.316702	-0.400051	-0.180831	0.658906	4.68298
2021-Feb-03 17:07:57.593	231000	-355930	3695.66	-52263.2	11119.7	0.279263	-0.404332	-0.185466	0.657022	4.64941
2021-Feb-03 17:17:57.593	231600	-355274	19055.6	-52375.9	11151.5	0.241943	-0.406914	-0.190356	0.65516	4.61059
2021-Feb-03 17:27:57.593	232200	-353968	34371.5	-52491.6	11182.9	0.204813	-0.407805	-0.19549	0.653322	4.56658
2021-Feb-03 17:37:57.593	232800	-352014	49615.8	-52610.5	11213.9	0.16794	-0.407021	-0.200858	0.651509	4.51744
2021-Feb-03 17:47:57.593	233400	-349414	64761.1	-52732.7	11244.4	0.131393	-0.404576	-0.20645	0.649723	4.46321
2021-Feb-03 17:57:57.593	234000	-346175	79780.4	-52858.3	11274.5	0.0952383	-0.40049	-0.212254	0.647965	4.40395
2021-Feb-03 18:07:57.593	234600	-342302	94646.5	-52987.4	11304.1	0.0595422	-0.394784	-0.218261	0.646236	4.33972
2021-Feb-03 18:17:57.593	235200	-337802	109333	-53120.3	11333.2	0.0243684	-0.387483	-0.22446	0.644538	4.27058
2021-Feb-03 18:27:57.593	235800	-332682	123813	-53256.8	11361.7	-0.0102206	-0.378611	-0.230841	0.642872	4.19658
2021-Feb-03 18:37:57.593	236400	-326953	138061	-53397.3	11389.6	-0.0441633	-0.368198	-0.237395	0.641239	4.11778
2021-Feb-03 18:47:57.593	237000	-320625	152051	-53541.7	11417	-0.0774003	-0.356275	-0.244112	0.639641	4.03426
2021-Feb-03 18:57:57.593	237600	-313708	165758	-53690.3	11443.6	-0.109873	-0.342876	-0.250981	0.638079	3.94608
2021-Feb-03 19:07:57.593	238200	-306217	179158	-53842.9	11469.6	-0.141526	-0.328034	-0.257993	0.636554	3.8533
2021-Feb-03 19:17:57.593	238800	-298163	192225	-53999.9	11495	-0.172304	-0.311788	-0.265139	0.635067	3.756
2021-Feb-03 19:27:57.593	239400	-289562	204938	-54161.1	11519.6	-0.202155	-0.294176	-0.27241	0.63362	3.65426
2021-Feb-03 19:37:57.593	240000	-280429	217272	-54326.8	11543.4	-0.231026	-0.27524	-0.279797	0.632214	3.54814
2021-Feb-03 19:47:57.593	240600	-270780	229206	-54496.9	11566.5	-0.258869	-0.255022	-0.28729	0.63085	3.43773
2021-Feb-03 19:57:57.593	241200	-260634	240718	-54671.6	11588.8	-0.285638	-0.233567	-0.294882	0.629529	3.32312
2021-Feb-03 20:07:57.593	241800	-250008	251788	-54850.8	11610.3	-0.311285	-0.210921	-0.302562	0.628252	3.20439
2021-Feb-03 20:17:57.593	242400	-238921	262396	-55034.7	11630.9	-0.335768	-0.187131	-0.310324	0.62702	3.08163
2021-Feb-03 20:27:57.593	243000	-227394	272521	-55223.2	11650.7	-0.359046	-0.162246	-0.318158	0.625835	2.95495
2021-Feb-03 20:37:57.593	243600	-215447	282147	-55416.5	11669.6	-0.381079	-0.136317	-0.326057	0.624698	2.82444
2021-Feb-03 20:47:57.593	244200	-203101	291256	-55614.5	11687.7	-0.40183	-0.109395	-0.334013	0.62361	2.6902
2021-Feb-03 20:57:57.593	244800	-190380	299832	-55817.3	11704.8	-0.421264	-0.0815324	-0.342017	0.622572	2.55235
2021-Feb-03 21:07:57.593	245400	-177306	307858	-56024.9	11720.9	-0.439348	-0.0527839	-0.350063	0.621585	2.411
2021-Feb-03 21:17:57.593	246000	-163903	315322	-56237.4	11736.1	-0.45605	-0.0232041	-0.358142	0.62065	2.26627
