Date	Time	V_inf	B_ksi	B_etta
2021-Feb-14 17:57:57.593	1.1844e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 18:07:57.593	1.185e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 18:17:57.593	1.1856e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 18:27:57.593	1.1862e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 18:37:57.593	1.1868e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 18:47:57.593	1.1874e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 18:57:57.593	1.188e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 19:07:57.593	1.1886e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 19:17:57.593	1.1892e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 19:27:57.593	1.1898e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 19:37:57.593	1.1904e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 19:47:57.593	1.191e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 19:57:57.593	1.1916e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 20:07:57.593	1.1922e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 20:17:57.593	1.1928e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 20:27:57.593	1.1934e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 20:37:57.593	1.194e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 20:47:57.593	1.1946e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 20:57:57.593	1.1952e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 21:07:57.593	1.1958e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 21:17:57.593	1.1964e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 21:27:57.593	1.197e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 21:37:57.593	1.1976e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 21:47:57.593	1.1982e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 21:57:57.593	1.1988e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 22:07:57.593	1.1994e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 22:17:57.593	1.2e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 22:27:57.593	1.2006e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 22:37:57.593	1.2012e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 22:47:57.593	1.2018e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 22:57:57.593	1.2024e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 23:07:57.593	1.203e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 23:17:57.593	1.2036e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 23:27:57.593	1.2042e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 23:37:57.593	1.2048e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 23:47:57.593	1.2054e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-14 23:57:57.593	1.206e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 00:07:57.593	1.2066e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 00:17:57.593	1.2072e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 00:27:57.593	1.2078e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 00:37:57.593	1.2084e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 00:47:57.593	1.209e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 00:57:57.593	1.2096e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 01:07:57.593	1.2102e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 01:17:57.593	1.2108e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 01:27:57.593	1.2114e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 01:37:57.593	1.212e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 01:47:57.593	1.2126e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 01:57:57.593	1.2132e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 02:07:57.593	1.2138e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 02:17:57.593	1.2144e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 02:27:57.593	1.215e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 02:37:57.593	1.2156e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 02:47:57.593	1.2162e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 02:57:57.593	1.2168e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 03:07:57.593	1.2174e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 03:17:57.593	1.218e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 03:27:57.593	1.2186e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 03:37:57.593	1.2192e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 03:47:57.593	1.2198e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 03:57:57.593	1.2204e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 04:07:57.593	1.221e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 04:17:57.593	1.2216e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 04:27:57.593	1.2222e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 04:37:57.593	1.2228e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 04:47:57.593	1.2234e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 04:57:57.593	1.224e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 05:07:57.593	1.2246e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 05:17:57.593	1.2252e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 05:27:57.593	1.2258e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 05:37:57.593	1.2264e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 05:47:57.593	1.227e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 05:57:57.593	1.2276e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 06:07:57.593	1.2282e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 06:17:57.593	1.2288e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 06:27:57.593	1.2294e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 06:37:57.593	1.23e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 06:47:57.593	1.2306e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 06:57:57.593	1.2312e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 07:07:57.593	1.2318e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 07:17:57.593	1.2324e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 07:27:57.593	1.233e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 07:37:57.593	1.2336e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 07:47:57.593	1.2342e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 07:57:57.593	1.2348e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 08:07:57.593	1.2354e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 08:17:57.593	1.236e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 08:27:57.593	1.2366e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 08:37:57.593	1.2372e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 08:47:57.593	1.2378e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 08:57:57.593	1.2384e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 09:07:57.593	1.239e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 09:17:57.593	1.2396e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 09:27:57.593	1.2402e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 09:37:57.593	1.2408e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 09:47:57.593	1.2414e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 09:57:57.593	1.242e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 10:07:57.593	1.2426e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 10:17:57.593	1.2432e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 10:27:57.593	1.2438e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 10:37:57.593	1.2444e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 10:47:57.593	1.245e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 10:57:57.593	1.2456e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 11:07:57.593	1.2462e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 11:17:57.593	1.2468e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 11:27:57.593	1.2474e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 11:37:57.593	1.248e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 11:47:57.593	1.2486e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 11:57:57.593	1.2492e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 12:07:57.593	1.2498e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 12:17:57.593	1.2504e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 12:27:57.593	1.251e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 12:37:57.593	1.2516e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 12:47:57.593	1.2522e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 12:57:57.593	1.2528e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 13:07:57.593	1.2534e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 13:17:57.593	1.254e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 13:27:57.593	1.2546e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 13:37:57.593	1.2552e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 13:47:57.593	1.2558e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 13:57:57.593	1.2564e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 14:07:57.593	1.257e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 14:17:57.593	1.2576e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 14:27:57.593	1.2582e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 14:37:57.593	1.2588e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 14:47:57.593	1.2594e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 14:57:57.593	1.26e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 15:07:57.593	1.2606e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 15:17:57.593	1.2612e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 15:27:57.593	1.2618e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 15:37:57.593	1.2624e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 15:47:57.593	1.263e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 15:57:57.593	1.2636e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 16:07:57.593	1.2642e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 16:17:57.593	1.2648e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 16:27:57.593	1.2654e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 16:37:57.593	1.266e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 16:47:57.593	1.2666e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 16:57:57.593	1.2672e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 17:07:57.593	1.2678e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 17:17:57.593	1.2684e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 17:27:57.593	1.269e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 17:37:57.593	1.2696e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 17:47:57.593	1.2702e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 17:57:57.593	1.2708e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 18:07:57.593	1.2714e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 18:17:57.593	1.272e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 18:27:57.593	1.2726e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 18:37:57.593	1.2732e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 18:47:57.593	1.2738e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 18:57:57.593	1.2744e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 19:07:57.593	1.275e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 19:17:57.593	1.2756e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 19:27:57.593	1.2762e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 19:37:57.593	1.2768e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 19:47:57.593	1.2774e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 19:57:57.593	1.278e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 20:07:57.593	1.2786e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 20:17:57.593	1.2792e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 20:27:57.593	1.2798e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 20:37:57.593	1.2804e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 20:47:57.593	1.281e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 20:57:57.593	1.2816e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 21:07:57.593	1.2822e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 21:17:57.593	1.2828e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 21:27:57.593	1.2834e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 21:37:57.593	1.284e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 21:47:57.593	1.2846e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 21:57:57.593	1.2852e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 22:07:57.593	1.2858e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 22:17:57.593	1.2864e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 22:27:57.593	1.287e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 22:37:57.593	1.2876e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 22:47:57.593	1.2882e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 22:57:57.593	1.2888e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 23:07:57.593	1.2894e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 23:17:57.593	1.29e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 23:27:57.593	1.2906e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 23:37:57.593	1.2912e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 23:47:57.593	1.2918e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-15 23:57:57.593	1.2924e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 00:07:57.593	1.293e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 00:17:57.593	1.2936e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 00:27:57.593	1.2942e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 00:37:57.593	1.2948e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 00:47:57.593	1.2954e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 00:57:57.593	1.296e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 01:07:57.593	1.2966e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 01:17:57.593	1.2972e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 01:27:57.593	1.2978e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 01:37:57.593	1.2984e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 01:47:57.593	1.299e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 01:57:57.593	1.2996e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 02:07:57.593	1.3002e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 02:17:57.593	1.3008e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 02:27:57.593	1.3014e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 02:37:57.593	1.302e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 02:47:57.593	1.3026e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 02:57:57.593	1.3032e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 03:07:57.593	1.3038e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 03:17:57.593	1.3044e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 03:27:57.593	1.305e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 03:37:57.593	1.3056e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 03:47:57.593	1.3062e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 03:57:57.593	1.3068e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 04:07:57.593	1.3074e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 04:17:57.593	1.308e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 04:27:57.593	1.3086e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 04:37:57.593	1.3092e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 04:47:57.593	1.3098e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 04:57:57.593	1.3104e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 05:07:57.593	1.311e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 05:17:57.593	1.3116e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 05:27:57.593	1.3122e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 05:37:57.593	1.3128e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 05:47:57.593	1.3134e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 05:57:57.593	1.314e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 06:07:57.593	1.3146e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 06:17:57.593	1.3152e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 06:27:57.593	1.3158e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 06:37:57.593	1.3164e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 06:47:57.593	1.317e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 06:57:57.593	1.3176e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 07:07:57.593	1.3182e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 07:17:57.593	1.3188e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 07:27:57.593	1.3194e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 07:37:57.593	1.32e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 07:47:57.593	1.3206e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 07:57:57.593	1.3212e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 08:07:57.593	1.3218e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 08:17:57.593	1.3224e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 08:27:57.593	1.323e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 08:37:57.593	1.3236e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 08:47:57.593	1.3242e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 08:57:57.593	1.3248e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 09:07:57.593	1.3254e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 09:17:57.593	1.326e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 09:27:57.593	1.3266e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 09:37:57.593	1.3272e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 09:47:57.593	1.3278e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 09:57:57.593	1.3284e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 10:07:57.593	1.329e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 10:17:57.593	1.3296e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 10:27:57.593	1.3302e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 10:37:57.593	1.3308e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 10:47:57.593	1.3314e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 10:57:57.593	1.332e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 11:07:57.593	1.3326e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 11:17:57.593	1.3332e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 11:27:57.593	1.3338e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 11:37:57.593	1.3344e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 11:47:57.593	1.335e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 11:57:57.593	1.3356e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 12:07:57.593	1.3362e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 12:17:57.593	1.3368e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 12:27:57.593	1.3374e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 12:37:57.593	1.338e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 12:47:57.593	1.3386e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 12:57:57.593	1.3392e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 13:07:57.593	1.3398e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 13:17:57.593	1.3404e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 13:27:57.593	1.341e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 13:37:57.593	1.3416e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 13:47:57.593	1.3422e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 13:57:57.593	1.3428e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 14:07:57.593	1.3434e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 14:17:57.593	1.344e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 14:27:57.593	1.3446e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 14:37:57.593	1.3452e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 14:47:57.593	1.3458e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 14:57:57.593	1.3464e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 15:07:57.593	1.347e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 15:17:57.593	1.3476e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 15:27:57.593	1.3482e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 15:37:57.593	1.3488e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 15:47:57.593	1.3494e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 15:57:57.593	1.35e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 16:07:57.593	1.3506e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 16:17:57.593	1.3512e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 16:27:57.593	1.3518e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 16:37:57.593	1.3524e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 16:47:57.593	1.353e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 16:57:57.593	1.3536e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 17:07:57.593	1.3542e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 17:17:57.593	1.3548e+06	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-16 17:27:57.593	1.3554e+06	-nan(ind)	-nan(ind)	-nan(ind)
