Date	Time	V_inf	B_ksi	B_etta
2021-Feb-07 10:17:57.593	552000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 10:27:57.593	552600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 10:37:57.593	553200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 10:47:57.593	553800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 10:57:57.593	554400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 11:07:57.593	555000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 11:17:57.593	555600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 11:27:57.593	556200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 11:37:57.593	556800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 11:47:57.593	557400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 11:57:57.593	558000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 12:07:57.593	558600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 12:17:57.593	559200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 12:27:57.593	559800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 12:37:57.593	560400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 12:47:57.593	561000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 12:57:57.593	561600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 13:07:57.593	562200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 13:17:57.593	562800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 13:27:57.593	563400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 13:37:57.593	564000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 13:47:57.593	564600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 13:57:57.593	565200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 14:07:57.593	565800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 14:17:57.593	566400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 14:27:57.593	567000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 14:37:57.593	567600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 14:47:57.593	568200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 14:57:57.593	568800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 15:07:57.593	569400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 15:17:57.593	570000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 15:27:57.593	570600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 15:37:57.593	571200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 15:47:57.593	571800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 15:57:57.593	572400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 16:07:57.593	573000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 16:17:57.593	573600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 16:27:57.593	574200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 16:37:57.593	574800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 16:47:57.593	575400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 16:57:57.593	576000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 17:07:57.593	576600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 17:17:57.593	577200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 17:27:57.593	577800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 17:37:57.593	578400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 17:47:57.593	579000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 17:57:57.593	579600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 18:07:57.593	580200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 18:17:57.593	580800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 18:27:57.593	581400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 18:37:57.593	582000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 18:47:57.593	582600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 18:57:57.593	583200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 19:07:57.593	583800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 19:17:57.593	584400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 19:27:57.593	585000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 19:37:57.593	585600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 19:47:57.593	586200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 19:57:57.593	586800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 20:07:57.593	587400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 20:17:57.593	588000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 20:27:57.593	588600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 20:37:57.593	589200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 20:47:57.593	589800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 20:57:57.593	590400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 21:07:57.593	591000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 21:17:57.593	591600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 21:27:57.593	592200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 21:37:57.593	592800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 21:47:57.593	593400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 21:57:57.593	594000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 22:07:57.593	594600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 22:17:57.593	595200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 22:27:57.593	595800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 22:37:57.593	596400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 22:47:57.593	597000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 22:57:57.593	597600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 23:07:57.593	598200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 23:17:57.593	598800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 23:27:57.593	599400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 23:37:57.593	600000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 23:47:57.593	600600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-07 23:57:57.593	601200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 00:07:57.593	601800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 00:17:57.593	602400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 00:27:57.593	603000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 00:37:57.593	603600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 00:47:57.593	604200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 00:57:57.593	604800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 01:07:57.593	605400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 01:17:57.593	606000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 01:27:57.593	606600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 01:37:57.593	607200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 01:47:57.593	607800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 01:57:57.593	608400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 02:07:57.593	609000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 02:17:57.593	609600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 02:27:57.593	610200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 02:37:57.593	610800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 02:47:57.593	611400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 02:57:57.593	612000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 03:07:57.593	612600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 03:17:57.593	613200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 03:27:57.593	613800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 03:37:57.593	614400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 03:47:57.593	615000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 03:57:57.593	615600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 04:07:57.593	616200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 04:17:57.593	616800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 04:27:57.593	617400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 04:37:57.593	618000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 04:47:57.593	618600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 04:57:57.593	619200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 05:07:57.593	619800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 05:17:57.593	620400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 05:27:57.593	621000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 05:37:57.593	621600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 05:47:57.593	622200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 05:57:57.593	622800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 06:07:57.593	623400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 06:17:57.593	624000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 06:27:57.593	624600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 06:37:57.593	625200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 06:47:57.593	625800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 06:57:57.593	626400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 07:07:57.593	627000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 07:17:57.593	627600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 07:27:57.593	628200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 07:37:57.593	628800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 07:47:57.593	629400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 07:57:57.593	630000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 08:07:57.593	630600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 08:17:57.593	631200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 08:27:57.593	631800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 08:37:57.593	632400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 08:47:57.593	633000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 08:57:57.593	633600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 09:07:57.593	634200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 09:17:57.593	634800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 09:27:57.593	635400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 09:37:57.593	636000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 09:47:57.593	636600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 09:57:57.593	637200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 10:07:57.593	637800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 10:17:57.593	638400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 10:27:57.593	639000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 10:37:57.593	639600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 10:47:57.593	640200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 10:57:57.593	640800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 11:07:57.593	641400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 11:17:57.593	642000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 11:27:57.593	642600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 11:37:57.593	643200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 11:47:57.593	643800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 11:57:57.593	644400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 12:07:57.593	645000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 12:17:57.593	645600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 12:27:57.593	646200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 12:37:57.593	646800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 12:47:57.593	647400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 12:57:57.593	648000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 13:07:57.593	648600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 13:17:57.593	649200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 13:27:57.593	649800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 13:37:57.593	650400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 13:47:57.593	651000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 13:57:57.593	651600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 14:07:57.593	652200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 14:17:57.593	652800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 14:27:57.593	653400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 14:37:57.593	654000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 14:47:57.593	654600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 14:57:57.593	655200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 15:07:57.593	655800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 15:17:57.593	656400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 15:27:57.593	657000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 15:37:57.593	657600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 15:47:57.593	658200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 15:57:57.593	658800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 16:07:57.593	659400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 16:17:57.593	660000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 16:27:57.593	660600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 16:37:57.593	661200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 16:47:57.593	661800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 16:57:57.593	662400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 17:07:57.593	663000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 17:17:57.593	663600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 17:27:57.593	664200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 17:37:57.593	664800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 17:47:57.593	665400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 17:57:57.593	666000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 18:07:57.593	666600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 18:17:57.593	667200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 18:27:57.593	667800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 18:37:57.593	668400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 18:47:57.593	669000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 18:57:57.593	669600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 19:07:57.593	670200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 19:17:57.593	670800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 19:27:57.593	671400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 19:37:57.593	672000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 19:47:57.593	672600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 19:57:57.593	673200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 20:07:57.593	673800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 20:17:57.593	674400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 20:27:57.593	675000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 20:37:57.593	675600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 20:47:57.593	676200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 20:57:57.593	676800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 21:07:57.593	677400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 21:17:57.593	678000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 21:27:57.593	678600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 21:37:57.593	679200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 21:47:57.593	679800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 21:57:57.593	680400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 22:07:57.593	681000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 22:17:57.593	681600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 22:27:57.593	682200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 22:37:57.593	682800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 22:47:57.593	683400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 22:57:57.593	684000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 23:07:57.593	684600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 23:17:57.593	685200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 23:27:57.593	685800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 23:37:57.593	686400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 23:47:57.593	687000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-08 23:57:57.593	687600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 00:07:57.593	688200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 00:17:57.593	688800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 00:27:57.593	689400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 00:37:57.593	690000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 00:47:57.593	690600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 00:57:57.593	691200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 01:07:57.593	691800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 01:17:57.593	692400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 01:27:57.593	693000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 01:37:57.593	693600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 01:47:57.593	694200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 01:57:57.593	694800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 02:07:57.593	695400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 02:17:57.593	696000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 02:27:57.593	696600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 02:37:57.593	697200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 02:47:57.593	697800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 02:57:57.593	698400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 03:07:57.593	699000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 03:17:57.593	699600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 03:27:57.593	700200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 03:37:57.593	700800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 03:47:57.593	701400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 03:57:57.593	702000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 04:07:57.593	702600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 04:17:57.593	703200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 04:27:57.593	703800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 04:37:57.593	704400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 04:47:57.593	705000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 04:57:57.593	705600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 05:07:57.593	706200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 05:17:57.593	706800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 05:27:57.593	707400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 05:37:57.593	708000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 05:47:57.593	708600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 05:57:57.593	709200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 06:07:57.593	709800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 06:17:57.593	710400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 06:27:57.593	711000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 06:37:57.593	711600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 06:47:57.593	712200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 06:57:57.593	712800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 07:07:57.593	713400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 07:17:57.593	714000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 07:27:57.593	714600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 07:37:57.593	715200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 07:47:57.593	715800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 07:57:57.593	716400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 08:07:57.593	717000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 08:17:57.593	717600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 08:27:57.593	718200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 08:37:57.593	718800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 08:47:57.593	719400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 08:57:57.593	720000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 09:07:57.593	720600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 09:17:57.593	721200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 09:27:57.593	721800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 09:37:57.593	722400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 09:47:57.593	723000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 09:57:57.593	723600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 10:07:57.593	724200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 10:17:57.593	724800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 10:27:57.593	725400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 10:37:57.593	726000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 10:47:57.593	726600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 10:57:57.593	727200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 11:07:57.593	727800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 11:17:57.593	728400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 11:27:57.593	729000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 11:37:57.593	729600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 11:47:57.593	730200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 11:57:57.593	730800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 12:07:57.593	731400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 12:17:57.593	732000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 12:27:57.593	732600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 12:37:57.593	733200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 12:47:57.593	733800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 12:57:57.593	734400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 13:07:57.593	735000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 13:17:57.593	735600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 13:27:57.593	736200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 13:37:57.593	736800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 13:47:57.593	737400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 13:57:57.593	738000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 14:07:57.593	738600	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 14:17:57.593	739200	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 14:27:57.593	739800	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 14:37:57.593	740400	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 14:47:57.593	741000	-nan(ind)	-nan(ind)	-nan(ind)
2021-Feb-09 14:57:57.593	741600	-nan(ind)	-nan(ind)	-nan(ind)
