Date	Time	X	Y	Z	R	Vx	Vy	Vz	inc
2021-Feb-08 03:57:57.593	615600	3401.08	-9179.44	500.685	9802.05	0.696322	0.241969	0.0801659	6.80061
2021-Feb-08 04:07:57.593	616200	3815.57	-9025.74	548.29	9814.43	0.685071	0.270269	0.078524	6.80007
2021-Feb-08 04:17:57.593	616800	4222.94	-8855.23	594.868	9828.64	0.672588	0.297951	0.0767423	6.79955
2021-Feb-08 04:27:57.593	617400	4622.47	-8668.32	640.336	9844.64	0.658913	0.324954	0.0748263	6.79904
2021-Feb-08 04:37:57.593	618000	5013.44	-8465.42	684.615	9862.38	0.644091	0.351219	0.072782	6.79855
2021-Feb-08 04:47:57.593	618600	5395.18	-8247	727.631	9881.82	0.62817	0.376693	0.0706156	6.79808
2021-Feb-08 04:57:57.593	619200	5767.05	-8013.54	769.312	9902.91	0.611199	0.401324	0.0683336	6.79762
2021-Feb-08 05:07:57.593	619800	6128.44	-7765.57	809.59	9925.59	0.593232	0.425067	0.0659429	6.79719
2021-Feb-08 05:17:57.593	620400	6478.77	-7503.63	848.403	9949.81	0.574323	0.447878	0.0634503	6.79677
2021-Feb-08 05:27:57.593	621000	6817.47	-7228.3	885.692	9975.5	0.554528	0.46972	0.0608631	6.79638
2021-Feb-08 05:37:57.593	621600	7144.06	-6940.15	921.402	10002.6	0.533907	0.490559	0.0581885	6.79601
2021-Feb-08 05:47:57.593	622200	7458.03	-6639.81	955.483	10031.1	0.512517	0.510365	0.0554339	6.79567
2021-Feb-08 05:57:57.593	622800	7758.96	-6327.91	987.889	10060.8	0.490419	0.529111	0.0526065	6.79534
2021-Feb-08 06:07:57.593	623400	8046.42	-6005.08	1018.58	10091.7	0.467672	0.546778	0.0497138	6.79505
2021-Feb-08 06:17:57.593	624000	8320.06	-5671.97	1047.52	10123.8	0.444336	0.563347	0.046763	6.79477
2021-Feb-08 06:27:57.593	624600	8579.54	-5329.26	1074.67	10157	0.42047	0.578804	0.0437615	6.79452
2021-Feb-08 06:37:57.593	625200	8824.55	-4977.61	1100	10191.1	0.396134	0.59314	0.0407163	6.7943
2021-Feb-08 06:47:57.593	625800	9054.83	-4617.69	1123.5	10226.2	0.371386	0.606349	0.0376343	6.79409
2021-Feb-08 06:57:57.593	626400	9270.16	-4250.19	1145.14	10262.1	0.346282	0.618427	0.0345225	6.79391
2021-Feb-08 07:07:57.593	627000	9470.32	-3875.78	1164.9	10298.8	0.320879	0.629376	0.0313875	6.79375
2021-Feb-08 07:17:57.593	627600	9655.17	-3495.14	1182.78	10336.2	0.295232	0.639197	0.0282357	6.79361
2021-Feb-08 07:27:57.593	628200	9824.58	-3108.94	1198.77	10374.2	0.269392	0.647897	0.0250734	6.79349
2021-Feb-08 07:37:57.593	628800	9978.43	-2717.86	1212.85	10412.8	0.243412	0.655486	0.0219065	6.79339
2021-Feb-08 07:47:57.593	629400	10116.7	-2322.55	1225.04	10451.9	0.21734	0.661973	0.0187408	6.7933
2021-Feb-08 07:57:57.593	630000	10239.2	-1923.68	1235.33	10491.4	0.191225	0.667373	0.0155819	6.79323
2021-Feb-08 08:07:57.593	630600	10346.1	-1521.89	1243.72	10531.2	0.165112	0.6717	0.0124349	6.79317
2021-Feb-08 08:17:57.593	631200	10437.4	-1117.82	1250.24	10571.3	0.139045	0.674971	0.00930498	6.79312
2021-Feb-08 08:27:57.593	631800	10513	-712.105	1254.88	10611.6	0.113065	0.677205	0.00619681	6.79308
2021-Feb-08 08:37:57.593	632400	10573.1	-305.352	1257.67	10652	0.0872117	0.678422	0.00311492	6.79305
2021-Feb-08 08:47:57.593	633000	10617.7	101.831	1258.61	10692.5	0.0615235	0.678643	6.35528e-05	6.79302
2021-Feb-08 08:57:57.593	633600	10647	508.854	1257.74	10733.1	0.0360357	0.67789	-0.00295328	6.793
2021-Feb-08 09:07:57.593	634200	10661	915.139	1255.06	10773.6	0.0107822	0.676186	-0.0059318	6.79297
2021-Feb-08 09:17:57.593	634800	10660	1320.12	1250.61	10813.9	-0.0142053	0.673555	-0.0088685	6.79295
2021-Feb-08 09:27:57.593	635400	10644	1723.25	1244.42	10854.2	-0.0388967	0.670021	-0.0117601	6.79292
2021-Feb-08 09:37:57.593	636000	10613.3	2124	1236.5	10894.2	-0.063264	0.66561	-0.0146034	6.79288
2021-Feb-08 09:47:57.593	636600	10568.2	2521.85	1226.89	10933.9	-0.0872807	0.660347	-0.0173957	6.79283
2021-Feb-08 09:57:57.593	637200	10508.7	2916.28	1215.63	10973.4	-0.110922	0.654256	-0.0201343	6.79278
2021-Feb-08 10:07:57.593	637800	10435.1	3306.82	1202.73	11012.4	-0.134165	0.647365	-0.0228167	6.79271
2021-Feb-08 10:17:57.593	638400	10347.7	3692.99	1188.25	11051.1	-0.156989	0.639699	-0.0254406	6.79262
2021-Feb-08 10:27:57.593	639000	10246.8	4074.34	1172.21	11089.3	-0.179372	0.631283	-0.028004	6.79251
2021-Feb-08 10:37:57.593	639600	10132.6	4450.42	1154.65	11126.9	-0.201298	0.622143	-0.0305049	6.79239
2021-Feb-08 10:47:57.593	640200	10005.3	4820.8	1135.61	11164.1	-0.222748	0.612305	-0.0329416	6.79224
2021-Feb-08 10:57:57.593	640800	9865.37	5185.08	1115.13	11200.6	-0.243706	0.601795	-0.0353124	6.79206
2021-Feb-08 11:07:57.593	641400	9712.98	5542.85	1093.24	11236.6	-0.264159	0.590637	-0.0376159	6.79186
2021-Feb-08 11:17:57.593	642000	9548.47	5893.75	1070	11271.8	-0.284092	0.578857	-0.0398507	6.79163
2021-Feb-08 11:27:57.593	642600	9372.16	6237.39	1045.43	11306.4	-0.303492	0.566479	-0.0420157	6.79137
2021-Feb-08 11:37:57.593	643200	9184.37	6573.43	1019.59	11340.3	-0.32235	0.553528	-0.0441097	6.79107
2021-Feb-08 11:47:57.593	643800	8985.43	6901.54	992.513	11373.4	-0.340653	0.540028	-0.0461318	6.79075
2021-Feb-08 11:57:57.593	644400	8775.68	7221.39	964.244	11405.7	-0.358393	0.526001	-0.0480811	6.79038
2021-Feb-08 12:07:57.593	645000	8555.45	7532.67	934.829	11437.3	-0.375561	0.511473	-0.0499568	6.78998
2021-Feb-08 12:17:57.593	645600	8325.1	7835.08	904.311	11467.9	-0.392148	0.496464	-0.0517583	6.78954
2021-Feb-08 12:27:57.593	646200	8084.97	8128.36	872.734	11497.8	-0.408149	0.480999	-0.0534849	6.78906
2021-Feb-08 12:37:57.593	646800	7835.42	8412.22	840.145	11526.7	-0.423555	0.465098	-0.055136	6.78855
2021-Feb-08 12:47:57.593	647400	7576.8	8686.41	806.588	11554.7	-0.438361	0.448785	-0.0567114	6.78799
2021-Feb-08 12:57:57.593	648000	7309.48	8950.7	772.109	11581.9	-0.452563	0.432079	-0.0582105	6.78738
2021-Feb-08 13:07:57.593	648600	7033.82	9204.86	736.754	11608	-0.466154	0.415002	-0.059633	6.78674
2021-Feb-08 13:17:57.593	649200	6750.19	9448.66	700.568	11633.3	-0.479132	0.397574	-0.0609786	6.78605
2021-Feb-08 13:27:57.593	649800	6458.95	9681.9	663.599	11657.5	-0.491491	0.379816	-0.0622472	6.78533
2021-Feb-08 13:37:57.593	650400	6160.49	9904.39	625.892	11680.8	-0.50323	0.361747	-0.0634386	6.78456
2021-Feb-08 13:47:57.593	651000	5855.17	10116	587.494	11703	-0.514344	0.343387	-0.0645526	6.78374
2021-Feb-08 13:57:57.593	651600	5543.37	10316.4	548.451	11724.3	-0.524832	0.324755	-0.0655891	6.78289
2021-Feb-08 14:07:57.593	652200	5225.47	10505.6	508.81	11744.5	-0.53469	0.305869	-0.0665482	6.78199
2021-Feb-08 14:17:57.593	652800	4901.84	10683.4	468.616	11763.6	-0.543918	0.286749	-0.0674297	6.78105
2021-Feb-08 14:27:57.593	653400	4572.86	10849.7	427.918	11781.8	-0.552513	0.267412	-0.0682338	6.78008
2021-Feb-08 14:37:57.593	654000	4238.92	11004.3	386.76	11798.8	-0.560475	0.247875	-0.0689604	6.77906
2021-Feb-08 14:47:57.593	654600	3900.39	11147.1	345.19	11814.8	-0.567802	0.228158	-0.0696097	6.77801
2021-Feb-08 14:57:57.593	655200	3557.65	11278.1	303.254	11829.8	-0.574492	0.208276	-0.0701817	6.77692
2021-Feb-08 15:07:57.593	655800	3211.09	11397	260.999	11843.6	-0.580547	0.188247	-0.0706766	6.7758
2021-Feb-08 15:17:57.593	656400	2861.08	11503.9	218.469	11856.4	-0.585965	0.168089	-0.0710945	6.77465
2021-Feb-08 15:27:57.593	657000	2508.02	11598.7	175.712	11868.1	-0.590745	0.147817	-0.0714357	6.77346
2021-Feb-08 15:37:57.593	657600	2152.28	11681.3	132.774	11878.7	-0.594889	0.127448	-0.0717001	6.77225
2021-Feb-08 15:47:57.593	658200	1794.25	11751.7	89.7007	11888.2	-0.598395	0.106999	-0.0718882	6.771
2021-Feb-08 15:57:57.593	658800	1434.3	11809.7	46.5373	11896.6	-0.601265	0.0864848	-0.0720001	6.76974
2021-Feb-08 16:07:57.593	659400	1072.82	11855.4	3.32991	11903.9	-0.603498	0.0659227	-0.0720361	6.76845
2021-Feb-08 16:17:57.593	660000	710.189	11888.8	-39.8761	11910.1	-0.605096	0.0453283	-0.0719963	6.76714
2021-Feb-08 16:27:57.593	660600	346.792	11909.8	-83.0354	11915.2	-0.606058	0.0247172	-0.0718812	6.76581
2021-Feb-08 16:37:57.593	661200	-16.9918	11918.5	-126.103	11919.2	-0.606386	0.00410518	-0.0716909	6.76447
2021-Feb-08 16:47:57.593	661800	-380.783	11914.8	-169.033	11922	-0.606081	-0.016492	-0.0714258	6.76311
2021-Feb-08 16:57:57.593	662400	-744.201	11898.7	-211.782	11923.8	-0.605144	-0.0370589	-0.0710863	6.76175
2021-Feb-08 17:07:57.593	663000	-1106.87	11870.3	-254.305	11924.5	-0.603575	-0.0575798	-0.0706726	6.76038
2021-Feb-08 17:17:57.593	663600	-1468.4	11829.6	-296.557	11924.1	-0.601377	-0.0780392	-0.0701851	6.759
2021-Feb-08 17:27:57.593	664200	-1828.43	11776.7	-338.494	11922.6	-0.598551	-0.0984217	-0.0696241	6.75762
2021-Feb-08 17:37:57.593	664800	-2186.58	11711.5	-380.073	11919.9	-0.595099	-0.118712	-0.0689901	6.75625
2021-Feb-08 17:47:57.593	665400	-2542.46	11634.2	-421.249	11916.2	-0.591022	-0.138893	-0.0682835	6.75487
2021-Feb-08 17:57:57.593	666000	-2895.72	11544.9	-461.98	11911.4	-0.586322	-0.158952	-0.0675047	6.75351
2021-Feb-08 18:07:57.593	666600	-3245.96	11443.5	-502.221	11905.5	-0.581001	-0.17887	-0.0666541	6.75215
2021-Feb-08 18:17:57.593	667200	-3592.83	11330.2	-541.931	11898.6	-0.575062	-0.198634	-0.0657321	6.75081
2021-Feb-08 18:27:57.593	667800	-3935.95	11205.2	-581.066	11890.5	-0.568507	-0.218227	-0.0647394	6.74948
2021-Feb-08 18:37:57.593	668400	-4274.96	11068.4	-619.584	11881.4	-0.561339	-0.237633	-0.0636763	6.74817
2021-Feb-08 18:47:57.593	669000	-4609.47	10920	-657.443	11871.2	-0.55356	-0.256837	-0.0625434	6.74688
2021-Feb-08 18:57:57.593	669600	-4939.14	10760.2	-694.601	11860	-0.545173	-0.275821	-0.0613413	6.74562
2021-Feb-08 19:07:57.593	670200	-5263.6	10589.1	-731.017	11847.7	-0.536182	-0.29457	-0.0600705	6.74438
2021-Feb-08 19:17:57.593	670800	-5582.48	10406.8	-766.651	11834.4	-0.526591	-0.313068	-0.0587317	6.74317
2021-Feb-08 19:27:57.593	671400	-5895.42	10213.4	-801.46	11820	-0.516401	-0.331298	-0.0573254	6.74199
2021-Feb-08 19:37:57.593	672000	-6202.07	10009.2	-835.406	11804.6	-0.505619	-0.349243	-0.0558524	6.74084
2021-Feb-08 19:47:57.593	672600	-6502.08	9794.38	-868.448	11788.2	-0.494247	-0.366886	-0.0543134	6.73973
2021-Feb-08 19:57:57.593	673200	-6795.09	9569.02	-900.547	11770.7	-0.482291	-0.38421	-0.0527091	6.73865
2021-Feb-08 20:07:57.593	673800	-7080.75	9333.37	-931.664	11752.3	-0.469755	-0.401199	-0.0510402	6.73761
2021-Feb-08 20:17:57.593	674400	-7358.71	9087.63	-961.761	11732.9	-0.456644	-0.417833	-0.0493078	6.73661
2021-Feb-08 20:27:57.593	675000	-7628.64	8832.02	-990.799	11712.5	-0.442965	-0.434096	-0.0475125	6.73566
2021-Feb-08 20:37:57.593	675600	-7890.19	8566.77	-1018.74	11691.1	-0.428722	-0.44997	-0.0456553	6.73474
2021-Feb-08 20:47:57.593	676200	-8143.02	8292.11	-1045.55	11668.8	-0.413923	-0.465437	-0.0437372	6.73387
2021-Feb-08 20:57:57.593	676800	-8386.81	8008.3	-1071.19	11645.6	-0.398574	-0.480478	-0.0417592	6.73305
2021-Feb-08 21:07:57.593	677400	-8621.23	7715.6	-1095.63	11621.4	-0.382682	-0.495074	-0.0397225	6.73227
2021-Feb-08 21:17:57.593	678000	-8845.95	7414.28	-1118.83	11596.3	-0.366255	-0.509207	-0.0376281	6.73154
2021-Feb-08 21:27:57.593	678600	-9060.66	7104.62	-1140.75	11570.3	-0.349302	-0.522858	-0.0354772	6.73085
2021-Feb-08 21:37:57.593	679200	-9265.04	6786.92	-1161.36	11543.5	-0.331831	-0.536007	-0.0332712	6.73021
2021-Feb-08 21:47:57.593	679800	-9458.78	6461.49	-1180.64	11515.8	-0.313853	-0.548634	-0.0310114	6.72962
2021-Feb-08 21:57:57.593	680400	-9641.58	6128.64	-1198.55	11487.2	-0.295376	-0.56072	-0.0286993	6.72907
2021-Feb-08 22:07:57.593	681000	-9813.15	5788.71	-1215.05	11457.9	-0.276412	-0.572246	-0.0263363	6.72857
2021-Feb-08 22:17:57.593	681600	-9973.2	5442.03	-1230.12	11427.8	-0.256973	-0.58319	-0.023924	6.72811
2021-Feb-08 22:27:57.593	682200	-10121.4	5088.97	-1243.73	11396.8	-0.237071	-0.593532	-0.0214642	6.7277
2021-Feb-08 22:37:57.593	682800	-10257.6	4729.88	-1255.85	11365.2	-0.216718	-0.603253	-0.0189587	6.72733
2021-Feb-08 22:47:57.593	683400	-10381.4	4365.16	-1266.45	11332.8	-0.19593	-0.61233	-0.0164093	6.727
2021-Feb-08 22:57:57.593	684000	-10492.7	3995.19	-1275.51	11299.8	-0.174721	-0.620743	-0.0138181	6.72671
2021-Feb-08 23:07:57.593	684600	-10591	3620.37	-1283	11266	-0.153107	-0.628472	-0.0111872	6.72646
2021-Feb-08 23:17:57.593	685200	-10676.3	3241.13	-1288.91	11231.7	-0.131105	-0.635495	-0.00851877	6.72625
2021-Feb-08 23:27:57.593	685800	-10748.3	2857.89	-1293.2	11196.7	-0.108733	-0.641791	-0.00581524	6.72607
2021-Feb-08 23:37:57.593	686400	-10806.7	2471.09	-1295.86	11161.2	-0.0860094	-0.647339	-0.00307909	6.72592
2021-Feb-08 23:47:57.593	687000	-10851.5	2081.2	-1296.87	11125.1	-0.0629555	-0.652119	-0.000312936	6.7258
2021-Feb-08 23:57:57.593	687600	-10882.2	1688.68	-1296.21	11088.5	-0.0395924	-0.656108	0.00248044	6.72571
2021-Feb-09 00:07:57.593	688200	-10898.9	1294	-1293.87	11051.5	-0.0159429	-0.659288	0.00529813	6.72564
2021-Feb-09 00:17:57.593	688800	-10901.3	897.66	-1289.83	11014	0.00796904	-0.661637	0.00813706	6.72559
2021-Feb-09 00:27:57.593	689400	-10889.3	500.168	-1284.08	10976.2	0.0321179	-0.663135	0.010994	6.72556
2021-Feb-09 00:37:57.593	690000	-10862.7	102.037	-1276.62	10938	0.0564768	-0.663762	0.0138656	6.72554
2021-Feb-09 00:47:57.593	690600	-10821.5	-296.204	-1267.43	10899.5	0.0810175	-0.6635	0.0167483	6.72554
2021-Feb-09 00:57:57.593	691200	-10765.5	-694.016	-1256.5	10860.8	0.10571	-0.662329	0.0196384	6.72554
2021-Feb-09 01:07:57.593	691800	-10694.6	-1090.85	-1243.85	10821.8	0.130523	-0.660232	0.022532	6.72555
2021-Feb-09 01:17:57.593	692400	-10608.9	-1486.14	-1229.45	10782.8	0.155425	-0.65719	0.025425	6.72555
2021-Feb-09 01:27:57.593	693000	-10508.1	-1879.32	-1213.32	10743.6	0.180379	-0.653189	0.0283132	6.72556
2021-Feb-09 01:37:57.593	693600	-10392.4	-2269.81	-1195.46	10704.3	0.20535	-0.648213	0.0311922	6.72556
2021-Feb-09 01:47:57.593	694200	-10261.7	-2657.01	-1175.88	10665.1	0.230301	-0.642247	0.0340574	6.72555
2021-Feb-09 01:57:57.593	694800	-10116	-3040.34	-1154.59	10625.9	0.255193	-0.635279	0.036904	6.72553
2021-Feb-09 02:07:57.593	695400	-9955.47	-3419.18	-1131.59	10586.9	0.279983	-0.627297	0.0397272	6.72549
2021-Feb-09 02:17:57.593	696000	-9780.07	-3792.92	-1106.91	10548	0.30463	-0.618293	0.0425218	6.72544
2021-Feb-09 02:27:57.593	696600	-9589.94	-4160.95	-1080.56	10509.4	0.32909	-0.608256	0.0452825	6.72536
2021-Feb-09 02:37:57.593	697200	-9385.19	-4522.65	-1052.57	10471.1	0.353317	-0.597183	0.0480041	6.72525
2021-Feb-09 02:47:57.593	697800	-9166	-4877.4	-1022.96	10433.2	0.377265	-0.585068	0.0506808	6.72512
2021-Feb-09 02:57:57.593	698400	-8932.53	-5224.56	-991.755	10395.7	0.400884	-0.57191	0.053307	6.72496
2021-Feb-09 03:07:57.593	699000	-8685	-5563.51	-958.994	10358.6	0.424125	-0.55771	0.055877	6.72476
2021-Feb-09 03:17:57.593	699600	-8423.64	-5893.63	-924.709	10322.2	0.446938	-0.542472	0.0583847	6.72453
2021-Feb-09 03:27:57.593	700200	-8148.75	-6214.3	-888.941	10286.4	0.469271	-0.5262	0.0608242	6.72426
2021-Feb-09 03:37:57.593	700800	-7860.61	-6524.89	-851.73	10251.3	0.491071	-0.508905	0.0631895	6.72395
2021-Feb-09 03:47:57.593	701400	-7559.56	-6824.81	-813.125	10217	0.512284	-0.490598	0.0654744	6.72359
2021-Feb-09 03:57:57.593	702000	-7245.97	-7113.44	-773.175	10183.5	0.532858	-0.471295	0.0676729	6.7232
2021-Feb-09 04:07:57.593	702600	-6920.24	-7390.19	-731.934	10150.9	0.552738	-0.451015	0.0697787	6.72276
2021-Feb-09 04:17:57.593	703200	-6582.81	-7654.49	-689.459	10119.3	0.57187	-0.42978	0.0717859	6.72228
2021-Feb-09 04:27:57.593	703800	-6234.13	-7905.76	-645.811	10088.7	0.5902	-0.407616	0.0736883	6.72175
2021-Feb-09 04:37:57.593	704400	-5874.71	-8143.47	-601.055	10059.3	0.607676	-0.384553	0.0754802	6.72117
2021-Feb-09 04:47:57.593	705000	-5505.08	-8367.07	-555.259	10031.1	0.624243	-0.360624	0.0771557	6.72055
2021-Feb-09 04:57:57.593	705600	-5125.79	-8576.07	-508.494	10004.1	0.639852	-0.335865	0.0787092	6.71989
2021-Feb-09 05:07:57.593	706200	-4737.43	-8769.97	-460.836	9978.38	0.654451	-0.310318	0.0801353	6.71918
2021-Feb-09 05:17:57.593	706800	-4340.63	-8948.32	-412.361	9954.07	0.667993	-0.284028	0.0814289	6.71842
2021-Feb-09 05:27:57.593	707400	-3936.03	-9110.68	-363.152	9931.2	0.680432	-0.257043	0.0825852	6.71763
2021-Feb-09 05:37:57.593	708000	-3524.31	-9256.66	-313.292	9909.82	0.691723	-0.229414	0.0835995	6.71679
2021-Feb-09 05:47:57.593	708600	-3106.16	-9385.87	-262.867	9889.99	0.701827	-0.201198	0.0844677	6.71591
2021-Feb-09 05:57:57.593	709200	-2682.33	-9498	-211.967	9871.77	0.710703	-0.172452	0.0851861	6.715
2021-Feb-09 06:07:57.593	709800	-2253.54	-9592.73	-160.681	9855.19	0.718319	-0.143238	0.0857513	6.71406
2021-Feb-09 06:17:57.593	710400	-1820.57	-9669.81	-109.104	9840.31	0.724644	-0.113622	0.0861603	6.71308
2021-Feb-09 06:27:57.593	711000	-1384.2	-9729.02	-57.3289	9827.16	0.729649	-0.0836701	0.0864109	6.71207
2021-Feb-09 06:37:57.593	711600	-945.222	-9770.17	-5.45187	9815.78	0.733313	-0.0534518	0.0865011	6.71104
2021-Feb-09 06:47:57.593	712200	-504.457	-9793.12	46.4305	9806.22	0.735618	-0.0230384	0.0864297	6.70999
2021-Feb-09 06:57:57.593	712800	-62.7207	-9797.79	98.221	9798.48	0.736549	0.00749704	0.0861958	6.70891
2021-Feb-09 07:07:57.593	713400	379.16	-9784.12	149.822	9792.61	0.736098	0.0380805	0.0857993	6.70783
2021-Feb-09 07:17:57.593	714000	820.355	-9752.1	201.136	9788.61	0.734261	0.0686371	0.0852406	6.70673
2021-Feb-09 07:27:57.593	714600	1260.03	-9701.77	252.066	9786.5	0.73104	0.0990917	0.0845206	6.70562
2021-Feb-09 07:37:57.593	715200	1697.36	-9633.22	302.516	9786.29	0.726439	0.129369	0.083641	6.70452
2021-Feb-09 07:47:57.593	715800	2131.52	-9546.57	352.391	9787.98	0.720471	0.159395	0.0826038	6.70341
2021-Feb-09 07:57:57.593	716400	2561.69	-9442	401.596	9791.58	0.713151	0.189095	0.0814119	6.7023
2021-Feb-09 08:07:57.593	717000	2987.07	-9319.73	450.04	9797.06	0.7045	0.218398	0.0800686	6.70121
2021-Feb-09 08:17:57.593	717600	3406.86	-9180.01	497.634	9804.43	0.694545	0.247233	0.0785775	6.70013
2021-Feb-09 08:27:57.593	718200	3820.3	-9023.14	544.289	9813.67	0.683314	0.275531	0.0769431	6.69906
2021-Feb-09 08:37:57.593	718800	4226.63	-8849.48	589.922	9824.75	0.670844	0.303227	0.0751701	6.69802
2021-Feb-09 08:47:57.593	719400	4625.11	-8659.39	634.451	9837.64	0.657171	0.330257	0.0732638	6.69699
2021-Feb-09 08:57:57.593	720000	5015.03	-8453.3	677.797	9852.32	0.642339	0.356563	0.0712298	6.696
2021-Feb-09 09:07:57.593	720600	5395.72	-8231.66	719.885	9868.75	0.626393	0.382087	0.0690742	6.69504
2021-Feb-09 09:17:57.593	721200	5766.52	-7994.94	760.645	9886.88	0.609382	0.406778	0.0668032	6.6941
2021-Feb-09 09:27:57.593	721800	6126.81	-7743.68	800.01	9906.68	0.591357	0.430585	0.0644235	6.69321
2021-Feb-09 09:37:57.593	722400	6475.99	-7478.41	837.915	9928.09	0.572373	0.453465	0.0619419	6.69235
2021-Feb-09 09:47:57.593	723000	6813.5	-7199.69	874.303	9951.07	0.552486	0.475377	0.0593655	6.69154
2021-Feb-09 09:57:57.593	723600	7138.83	-6908.13	909.118	9975.55	0.531753	0.496284	0.0567013	6.69077
2021-Feb-09 10:07:57.593	724200	7451.47	-6604.33	942.31	10001.5	0.510233	0.516153	0.0539568	6.69004
2021-Feb-09 10:17:57.593	724800	7750.99	-6288.93	973.833	10028.8	0.487986	0.534958	0.0511393	6.68936
2021-Feb-09 10:27:57.593	725400	8036.95	-5962.58	1003.65	10057.4	0.465072	0.552674	0.0482561	6.68873
2021-Feb-09 10:37:57.593	726000	8308.98	-5625.92	1031.71	10087.3	0.441552	0.569282	0.0453146	6.68814
2021-Feb-09 10:47:57.593	726600	8566.72	-5279.63	1057.99	10118.4	0.417487	0.584766	0.042322	6.6876
2021-Feb-09 10:57:57.593	727200	8809.88	-4924.4	1082.47	10150.6	0.392937	0.599113	0.0392856	6.68712
2021-Feb-09 11:07:57.593	727800	9038.18	-4560.89	1105.11	10183.9	0.367962	0.612317	0.0362125	6.68668
2021-Feb-09 11:17:57.593	728400	9251.38	-4189.81	1125.9	10218.1	0.34262	0.624372	0.0331095	6.68628
2021-Feb-09 11:27:57.593	729000	9449.28	-3811.85	1144.82	10253.3	0.316969	0.635279	0.0299836	6.68594
2021-Feb-09 11:37:57.593	729600	9631.71	-3427.68	1161.86	10289.3	0.291064	0.645038	0.0268412	6.68564
2021-Feb-09 11:47:57.593	730200	9798.53	-3037.99	1177.01	10326	0.264962	0.653655	0.0236887	6.68538
2021-Feb-09 11:57:57.593	730800	9949.65	-2643.48	1190.26	10363.4	0.238715	0.661139	0.0205323	6.68517
2021-Feb-09 12:07:57.593	731400	10085	-2244.82	1201.63	10401.4	0.212375	0.6675	0.0173779	6.685
2021-Feb-09 12:17:57.593	732000	10204.5	-1842.67	1211.1	10440	0.18599	0.672751	0.0142312	6.68487
2021-Feb-09 12:27:57.593	732600	10308.2	-1437.7	1218.69	10479.1	0.159609	0.676907	0.0110975	6.68477
2021-Feb-09 12:37:57.593	733200	10396	-1030.56	1224.4	10518.5	0.133277	0.679985	0.00798204	6.6847
2021-Feb-09 12:47:57.593	733800	10468.1	-621.891	1228.26	10558.3	0.107038	0.682004	0.0048897	6.68467
2021-Feb-09 12:57:57.593	734400	10524.5	-212.324	1230.26	10598.3	0.0809322	0.682985	0.00182509	6.68466
2021-Feb-09 13:07:57.593	735000	10565.3	197.525	1230.44	10638.5	0.055	0.68295	-0.00120741	6.68467
2021-Feb-09 13:17:57.593	735600	10590.6	607.054	1228.8	10678.9	0.0292782	0.681921	-0.00420369	6.6847
2021-Feb-09 13:27:57.593	736200	10600.5	1015.67	1225.38	10719.3	0.00380215	0.679922	-0.0071599	6.68475
2021-Feb-09 13:37:57.593	736800	10595.2	1422.81	1220.2	10759.7	-0.0213952	0.676979	-0.0100724	6.68481
2021-Feb-09 13:47:57.593	737400	10574.9	1827.9	1213.29	10800	-0.0462826	0.673117	-0.0129379	6.68488
2021-Feb-09 13:57:57.593	738000	10539.7	2230.41	1204.67	10840.3	-0.0708309	0.668361	-0.0157532	6.68495
2021-Feb-09 14:07:57.593	738600	10489.9	2629.8	1194.38	10880.3	-0.0950128	0.662739	-0.0185155	6.68503
2021-Feb-09 14:17:57.593	739200	10425.8	3025.57	1182.45	10920.1	-0.118803	0.656278	-0.021222	6.6851
2021-Feb-09 14:27:57.593	739800	10347.4	3417.21	1168.92	10959.6	-0.142177	0.649003	-0.0238702	6.68516
2021-Feb-09 14:37:57.593	740400	10255.2	3804.25	1153.81	10998.8	-0.165114	0.640943	-0.0264579	6.6852
2021-Feb-09 14:47:57.593	741000	10149.4	4186.23	1137.17	11037.6	-0.187592	0.632125	-0.028983	6.68524
2021-Feb-09 14:57:57.593	741600	10030.2	4562.69	1119.03	11075.9	-0.209594	0.622576	-0.0314436	6.68525
2021-Feb-09 15:07:57.593	742200	9897.96	4933.21	1099.44	11113.7	-0.231101	0.612322	-0.0338379	6.68523
2021-Feb-09 15:17:57.593	742800	9752.96	5297.38	1078.43	11151	-0.252097	0.601391	-0.0361644	6.68519
2021-Feb-09 15:27:57.593	743400	9595.53	5654.79	1056.04	11187.8	-0.272569	0.589809	-0.0384216	6.68511
2021-Feb-09 15:37:57.593	744000	9425.97	6005.06	1032.32	11223.9	-0.292501	0.577602	-0.0406083	6.685
2021-Feb-09 15:47:57.593	744600	9244.61	6347.82	1007.32	11259.3	-0.311883	0.564796	-0.0427233	6.68485
2021-Feb-09 15:57:57.593	745200	9051.8	6682.73	981.062	11294.1	-0.330702	0.551417	-0.0447657	6.68466
2021-Feb-09 16:07:57.593	745800	8847.86	7009.45	953.605	11328.1	-0.348949	0.537489	-0.0467344	6.68442
2021-Feb-09 16:17:57.593	746400	8633.15	7327.65	924.989	11361.4	-0.366614	0.523038	-0.0486287	6.68414
2021-Feb-09 16:27:57.593	747000	8408.02	7637.02	895.259	11393.9	-0.383689	0.508088	-0.0504478	6.6838
2021-Feb-09 16:37:57.593	747600	8172.82	7937.29	864.46	11425.5	-0.400166	0.492662	-0.0521913	6.6834
2021-Feb-09 16:47:57.593	748200	7927.91	8228.16	832.639	11456.3	-0.416039	0.476785	-0.0538586	6.68295
