Date	Time	X	Y	Z	R	Vx	Vy	Vz	inc
2021-Feb-01 00:57:57.593	0	14.6003	-9999.99	1.03455e-09	10000	0.722062	0.00105429	0.0814598	6.43663
2021-Feb-01 00:59:57.593	120	101.244	-9999.51	9.7739	10000	0.722029	0.00694658	0.0814568	6.43662
2021-Feb-01 01:07:57.593	600	447.687	-9990.52	48.8556	10000.7	0.721389	0.0305047	0.0813873	6.43651
2021-Feb-01 01:17:57.593	1200	879.989	-9963.4	97.6246	10002.7	0.719448	0.0598894	0.0811703	6.4363
2021-Feb-01 01:27:57.593	1800	1310.75	-9918.68	146.221	10006	0.716244	0.089145	0.0808097	6.43598
2021-Feb-01 01:37:57.593	2400	1739.21	-9856.47	194.557	10010.6	0.711786	0.118208	0.0803063	6.43556
2021-Feb-01 01:47:57.593	3000	2164.62	-9776.89	242.55	10016.6	0.706089	0.147018	0.0796618	6.43505
2021-Feb-01 01:57:57.593	3600	2586.24	-9680.11	290.115	10023.8	0.699167	0.175512	0.0788779	6.43445
2021-Feb-01 02:07:57.593	4200	3003.35	-9566.35	337.168	10032.4	0.691043	0.203631	0.0779571	6.43376
2021-Feb-01 02:17:57.593	4800	3415.24	-9435.85	383.628	10042.2	0.681738	0.231317	0.0769018	6.43298
2021-Feb-01 02:27:57.593	5400	3821.19	-9288.88	429.416	10053.3	0.67128	0.258514	0.0757152	6.43212
2021-Feb-01 02:37:57.593	6000	4220.52	-9125.75	474.454	10065.6	0.659698	0.285168	0.0744006	6.43119
2021-Feb-01 02:47:57.593	6600	4612.58	-8946.81	518.665	10079.2	0.647025	0.311226	0.0729617	6.43019
2021-Feb-01 02:57:57.593	7200	4996.72	-8752.42	561.978	10094	0.633296	0.336638	0.0714026	6.42914
2021-Feb-01 03:07:57.593	7800	5372.31	-8542.99	604.32	10109.9	0.618549	0.361358	0.0697275	6.42802
2021-Feb-01 03:17:57.593	8400	5738.76	-8318.95	645.624	10127	0.602823	0.385341	0.067941	6.42686
2021-Feb-01 03:27:57.593	9000	6095.49	-8080.75	685.824	10145.1	0.586162	0.408545	0.0660478	6.42566
2021-Feb-01 03:37:57.593	9600	6441.96	-7828.88	724.858	10164.4	0.568608	0.430932	0.0640529	6.42443
2021-Feb-01 03:47:57.593	10200	6777.63	-7563.82	762.666	10184.8	0.550207	0.452465	0.0619616	6.42318
2021-Feb-01 03:57:57.593	10800	7102.03	-7286.11	799.191	10206.1	0.531006	0.473113	0.0597791	6.42191
2021-Feb-01 04:07:57.593	11400	7414.67	-6996.29	834.382	10228.5	0.511052	0.492844	0.0575108	6.42064
2021-Feb-01 04:17:57.593	12000	7715.13	-6694.91	868.187	10251.8	0.490394	0.511632	0.0551624	6.41937
2021-Feb-01 04:27:57.593	12600	8003	-6382.54	900.562	10276	0.469083	0.529455	0.0527395	6.41811
2021-Feb-01 04:37:57.593	13200	8277.89	-6059.78	931.462	10301.1	0.447167	0.54629	0.0502478	6.41687
2021-Feb-01 04:47:57.593	13800	8539.47	-5727.22	960.848	10327	0.424696	0.562122	0.047693	6.41566
2021-Feb-01 04:57:57.593	14400	8787.41	-5385.46	988.684	10353.7	0.401722	0.576934	0.0450807	6.41448
2021-Feb-01 05:07:57.593	15000	9021.43	-5035.12	1014.94	10381.2	0.378295	0.590715	0.0424169	6.41335
2021-Feb-01 05:17:57.593	15600	9241.27	-4676.83	1039.58	10409.4	0.354463	0.603457	0.039707	6.41227
2021-Feb-01 05:27:57.593	16200	9446.7	-4311.21	1062.58	10438.2	0.330276	0.615153	0.0369569	6.41125
2021-Feb-01 05:37:57.593	16800	9637.53	-3938.88	1083.92	10467.6	0.305783	0.6258	0.0341719	6.4103
2021-Feb-01 05:47:57.593	17400	9813.58	-3560.48	1103.59	10497.7	0.281032	0.635396	0.0313576	6.40942
2021-Feb-01 05:57:57.593	18000	9974.72	-3176.64	1121.55	10528.2	0.25607	0.643942	0.0285194	6.40863
2021-Feb-01 06:07:57.593	18600	10120.8	-2787.99	1137.81	10559.3	0.230943	0.651443	0.0256625	6.40791
2021-Feb-01 06:17:57.593	19200	10251.8	-2395.14	1152.35	10590.8	0.205695	0.657905	0.022792	6.40729
2021-Feb-01 06:27:57.593	19800	10367.6	-1998.73	1165.17	10622.6	0.180371	0.663333	0.019913	6.40676
2021-Feb-01 06:37:57.593	20400	10468.2	-1599.37	1176.26	10654.8	0.155012	0.66774	0.0170303	6.40633
2021-Feb-01 06:47:57.593	21000	10553.6	-1197.67	1185.61	10687.4	0.12966	0.671134	0.0141485	6.40601
2021-Feb-01 06:57:57.593	21600	10623.8	-794.239	1193.24	10720.1	0.104354	0.673531	0.0112722	6.40579
2021-Feb-01 07:07:57.593	22200	10678.9	-389.661	1199.15	10753.1	0.079132	0.674943	0.00840582	6.40568
2021-Feb-01 07:17:57.593	22800	10718.8	15.4729	1203.34	10786.2	0.0540312	0.675388	0.00555348	6.40567
2021-Feb-01 07:27:57.593	23400	10743.8	420.587	1205.83	10819.4	0.0290866	0.674881	0.00271924	6.40578
2021-Feb-01 07:37:57.593	24000	10753.8	825.116	1206.62	10852.7	0.00433157	0.67344	-9.3061e-05	6.406
2021-Feb-01 07:47:57.593	24600	10749	1228.51	1205.74	10886	-0.0202016	0.671086	-0.00287973	6.40633
2021-Feb-01 07:57:57.593	25200	10729.6	1630.21	1203.19	10919.2	-0.0444825	0.667838	-0.00563727	6.40677
2021-Feb-01 08:07:57.593	25800	10695.7	2029.71	1198.99	10952.4	-0.068482	0.663716	-0.00836234	6.40732
2021-Feb-01 08:17:57.593	26400	10647.5	2426.48	1193.17	10985.4	-0.0921726	0.658742	-0.0110518	6.40797
2021-Feb-01 08:27:57.593	27000	10585.1	2820.01	1185.75	11018.3	-0.115528	0.652938	-0.0137026	6.40873
2021-Feb-01 08:37:57.593	27600	10508.9	3209.81	1176.75	11051	-0.138524	0.646326	-0.0163119	6.4096
2021-Feb-01 08:47:57.593	28200	10419	3595.42	1166.2	11083.4	-0.161137	0.638929	-0.0188771	6.41056
2021-Feb-01 08:57:57.593	28800	10315.6	3976.35	1154.12	11115.6	-0.183345	0.63077	-0.0213957	6.41161
2021-Feb-01 09:07:57.593	29400	10199.1	4352.17	1140.55	11147.3	-0.205128	0.621872	-0.0238653	6.41275
2021-Feb-01 09:17:57.593	30000	10069.6	4722.43	1125.51	11178.7	-0.226467	0.612259	-0.0262836	6.41398
2021-Feb-01 09:27:57.593	30600	9927.41	5086.71	1109.04	11209.7	-0.247343	0.601954	-0.0286486	6.41529
2021-Feb-01 09:37:57.593	31200	9772.87	5444.61	1091.16	11240.3	-0.267739	0.59098	-0.0309584	6.41667
2021-Feb-01 09:47:57.593	31800	9606.24	5795.74	1071.91	11270.3	-0.287641	0.579362	-0.0332111	6.41812
2021-Feb-01 09:57:57.593	32400	9427.82	6139.7	1051.33	11299.8	-0.307032	0.567122	-0.0354052	6.41963
2021-Feb-01 10:07:57.593	33000	9237.92	6476.14	1029.46	11328.7	-0.325901	0.554284	-0.0375389	6.42119
2021-Feb-01 10:17:57.593	33600	9036.86	6804.7	1006.32	11357	-0.344234	0.540871	-0.0396109	6.42281
2021-Feb-01 10:27:57.593	34200	8824.96	7125.05	981.953	11384.7	-0.36202	0.526906	-0.0416198	6.42447
2021-Feb-01 10:37:57.593	34800	8602.56	7436.86	956.404	11411.6	-0.379248	0.512411	-0.0435645	6.42616
2021-Feb-01 10:47:57.593	35400	8369.99	7739.82	929.707	11437.9	-0.395909	0.497409	-0.0454437	6.42788
2021-Feb-01 10:57:57.593	36000	8127.6	8033.64	901.903	11463.4	-0.411992	0.481923	-0.0472564	6.42962
2021-Feb-01 11:07:57.593	36600	7875.74	8318.02	873.031	11488.2	-0.427491	0.465974	-0.0490017	6.43137
2021-Feb-01 11:17:57.593	37200	7614.75	8592.7	843.133	11512.2	-0.442396	0.449584	-0.0506786	6.43313
2021-Feb-01 11:27:57.593	37800	7345	8857.42	812.249	11535.3	-0.456702	0.432774	-0.0522864	6.43489
2021-Feb-01 11:37:57.593	38400	7066.85	9111.93	780.421	11557.5	-0.470402	0.415566	-0.0538244	6.43664
2021-Feb-01 11:47:57.593	39000	6780.66	9356	747.692	11578.9	-0.483491	0.39798	-0.0552919	6.43838
2021-Feb-01 11:57:57.593	39600	6486.8	9589.42	714.104	11599.4	-0.495962	0.380036	-0.0566882	6.44009
2021-Feb-01 12:07:57.593	40200	6185.65	9811.96	679.699	11618.9	-0.507812	0.361755	-0.0580129	6.44178
2021-Feb-01 12:17:57.593	40800	5877.58	10023.4	644.521	11637.5	-0.519035	0.343156	-0.0592655	6.44343
2021-Feb-01 12:27:57.593	41400	5562.96	10223.7	608.614	11655.1	-0.529629	0.324259	-0.0604454	6.44504
2021-Feb-01 12:37:57.593	42000	5242.17	10412.5	572.02	11671.6	-0.53959	0.305083	-0.0615524	6.4466
2021-Feb-01 12:47:57.593	42600	4915.6	10589.7	534.784	11687.2	-0.548914	0.285647	-0.062586	6.44811
2021-Feb-01 12:57:57.593	43200	4583.63	10755.2	496.95	11701.7	-0.557599	0.26597	-0.063546	6.44956
2021-Feb-01 13:07:57.593	43800	4246.63	10908.8	458.562	11715.2	-0.565642	0.24607	-0.0644321	6.45094
2021-Feb-01 13:17:57.593	44400	3905.01	11050.4	419.664	11727.6	-0.573042	0.225965	-0.065244	6.45226
2021-Feb-01 13:27:57.593	45000	3559.14	11179.9	380.302	11738.9	-0.579796	0.205674	-0.0659814	6.4535
2021-Feb-01 13:37:57.593	45600	3209.41	11297.2	340.519	11749.2	-0.585902	0.185213	-0.0666444	6.45466
2021-Feb-01 13:47:57.593	46200	2856.21	11402.1	300.361	11758.3	-0.591359	0.164601	-0.0672326	6.45574
2021-Feb-01 13:57:57.593	46800	2499.93	11494.7	259.873	11766.3	-0.596166	0.143854	-0.0677459	6.45674
2021-Feb-01 14:07:57.593	47400	2140.97	11574.7	219.098	11773.1	-0.600321	0.12299	-0.0681842	6.45765
2021-Feb-01 14:17:57.593	48000	1779.7	11642.3	178.084	11778.8	-0.603823	0.102026	-0.0685475	6.45846
2021-Feb-01 14:27:57.593	48600	1416.54	11697.2	136.873	11783.4	-0.606673	0.0809788	-0.0688356	6.45918
2021-Feb-01 14:37:57.593	49200	1051.85	11739.4	95.5125	11786.8	-0.608868	0.0598651	-0.0690485	6.45981
2021-Feb-01 14:47:57.593	49800	686.052	11769	54.0464	11789.1	-0.610409	0.0387017	-0.0691861	6.46033
2021-Feb-01 14:57:57.593	50400	319.521	11785.8	12.5202	11790.2	-0.611294	0.0175053	-0.0692485	6.46076
2021-Feb-01 15:07:57.593	51000	-47.3439	11790	-29.021	11790.1	-0.611525	-0.00370746	-0.0692355	6.4611
2021-Feb-01 15:17:57.593	51600	-414.151	11781.4	-70.5321	11788.9	-0.6111	-0.02492	-0.0691474	6.46133
2021-Feb-01 15:27:57.593	52200	-780.506	11760.1	-111.968	11786.5	-0.610019	-0.0461157	-0.0689839	6.46146
2021-Feb-01 15:37:57.593	52800	-1146.02	11726.1	-153.283	11782.9	-0.608283	-0.0672779	-0.0687453	6.46149
2021-Feb-01 15:47:57.593	53400	-1510.29	11679.4	-194.433	11778.2	-0.605891	-0.0883898	-0.0684315	6.46143
2021-Feb-01 15:57:57.593	54000	-1872.93	11620	-235.372	11772.3	-0.602844	-0.109435	-0.0680426	6.46127
2021-Feb-01 16:07:57.593	54600	-2233.54	11548.1	-276.056	11765.3	-0.599143	-0.130396	-0.0675787	6.46102
2021-Feb-01 16:17:57.593	55200	-2591.74	11463.6	-316.439	11757.1	-0.594787	-0.151256	-0.0670399	6.46067
2021-Feb-01 16:27:57.593	55800	-2947.13	11366.6	-356.476	11747.8	-0.589778	-0.171998	-0.0664264	6.46024
2021-Feb-01 16:37:57.593	56400	-3299.32	11257.2	-396.123	11737.4	-0.584117	-0.192605	-0.0657383	6.45972
2021-Feb-01 16:47:57.593	57000	-3647.91	11135.5	-435.335	11725.9	-0.577804	-0.213059	-0.0649757	6.45911
2021-Feb-01 16:57:57.593	57600	-3992.53	11001.6	-474.068	11713.2	-0.570841	-0.233342	-0.0641389	6.45843
2021-Feb-01 17:07:57.593	58200	-4332.77	10855.5	-512.277	11699.5	-0.563229	-0.253437	-0.063228	6.45767
2021-Feb-01 17:17:57.593	58800	-4668.25	10697.5	-549.917	11684.7	-0.554971	-0.273325	-0.0622434	6.45684
2021-Feb-01 17:27:57.593	59400	-4998.58	10527.6	-586.944	11668.8	-0.546067	-0.292989	-0.0611853	6.45594
2021-Feb-01 17:37:57.593	60000	-5323.38	10346	-623.315	11651.9	-0.536521	-0.312409	-0.060054	6.45499
2021-Feb-01 17:47:57.593	60600	-5642.25	10152.8	-658.986	11633.9	-0.526334	-0.331566	-0.0588499	6.45397
2021-Feb-01 17:57:57.593	61200	-5954.83	9948.16	-693.913	11615	-0.51551	-0.350441	-0.0575734	6.45291
2021-Feb-01 18:07:57.593	61800	-6260.72	9732.32	-728.052	11595	-0.504052	-0.369016	-0.0562249	6.4518
2021-Feb-01 18:17:57.593	62400	-6559.54	9505.43	-761.361	11574.1	-0.491964	-0.387269	-0.054805	6.45065
2021-Feb-01 18:27:57.593	63000	-6850.93	9267.68	-793.797	11552.3	-0.47925	-0.40518	-0.053314	6.44946
2021-Feb-01 18:37:57.593	63600	-7134.5	9019.3	-825.318	11529.5	-0.465913	-0.42273	-0.0517528	6.44825
2021-Feb-01 18:47:57.593	64200	-7409.88	8760.5	-855.881	11505.9	-0.45196	-0.439896	-0.0501218	6.44702
2021-Feb-01 18:57:57.593	64800	-7676.71	8491.52	-885.446	11481.4	-0.437396	-0.456659	-0.0484218	6.44577
2021-Feb-01 19:07:57.593	65400	-7934.61	8212.61	-913.97	11456	-0.422228	-0.472996	-0.0466537	6.44451
2021-Feb-01 19:17:57.593	66000	-8183.24	7924.03	-941.413	11429.9	-0.406461	-0.488885	-0.0448183	6.44325
2021-Feb-01 19:27:57.593	66600	-8422.23	7626.06	-967.736	11403	-0.390104	-0.504304	-0.0429165	6.442
2021-Feb-01 19:37:57.593	67200	-8651.23	7318.99	-992.897	11375.3	-0.373166	-0.519231	-0.0409493	6.44076
2021-Feb-01 19:47:57.593	67800	-8869.9	7003.11	-1016.86	11346.9	-0.355654	-0.533643	-0.038918	6.43953
2021-Feb-01 19:57:57.593	68400	-9077.89	6678.74	-1039.59	11317.9	-0.337579	-0.547516	-0.0368237	6.43833
2021-Feb-01 20:07:57.593	69000	-9274.87	6346.22	-1061.04	11288.2	-0.318952	-0.560827	-0.0346677	6.43716
2021-Feb-01 20:17:57.593	69600	-9460.51	6005.89	-1081.17	11257.9	-0.299785	-0.573553	-0.0324516	6.43602
2021-Feb-01 20:27:57.593	70200	-9634.49	5658.1	-1099.97	11227.1	-0.28009	-0.585669	-0.0301767	6.43493
2021-Feb-01 20:37:57.593	70800	-9796.5	5303.24	-1117.38	11195.7	-0.259881	-0.597151	-0.0278449	6.43388
2021-Feb-01 20:47:57.593	71400	-9946.23	4941.68	-1133.37	11163.9	-0.239173	-0.607975	-0.0254579	6.43289
2021-Feb-01 20:57:57.593	72000	-10083.4	4573.83	-1147.92	11131.6	-0.217982	-0.618118	-0.0230176	6.43196
2021-Feb-01 21:07:57.593	72600	-10207.7	4200.1	-1160.99	11098.9	-0.196326	-0.627553	-0.0205262	6.43109
2021-Feb-01 21:17:57.593	73200	-10318.9	3820.93	-1172.54	11065.9	-0.174223	-0.636258	-0.0179858	6.43029
2021-Feb-01 21:27:57.593	73800	-10416.7	3436.77	-1182.56	11032.5	-0.151694	-0.644208	-0.0153989	6.42957
2021-Feb-01 21:37:57.593	74400	-10500.8	3048.06	-1191.02	10998.9	-0.128758	-0.651378	-0.0127679	6.42892
2021-Feb-01 21:47:57.593	75000	-10571.1	2655.3	-1197.88	10965.1	-0.10544	-0.657745	-0.0100956	6.42835
2021-Feb-01 21:57:57.593	75600	-10627.3	2258.96	-1203.13	10931.1	-0.0817628	-0.663285	-0.00738472	6.42787
2021-Feb-01 22:07:57.593	76200	-10669.1	1859.55	-1206.74	10897	-0.0577528	-0.667975	-0.00463842	6.42748
2021-Feb-01 22:17:57.593	76800	-10696.5	1457.59	-1208.7	10862.8	-0.033437	-0.671793	-0.00185986	6.42718
2021-Feb-01 22:27:57.593	77400	-10709.2	1053.6	-1208.98	10828.6	-0.0088444	-0.674716	0.000947563	6.42698
2021-Feb-01 22:37:57.593	78000	-10707.1	648.135	-1207.56	10794.4	0.0159947	-0.676723	0.0037803	6.42687
2021-Feb-01 22:47:57.593	78600	-10690	241.745	-1204.45	10760.3	0.0410482	-0.677794	0.0066346	6.42685
2021-Feb-01 22:57:57.593	79200	-10657.8	-165.002	-1199.61	10726.4	0.0662824	-0.677909	0.00950654	6.42694
2021-Feb-01 23:07:57.593	79800	-10610.4	-571.526	-1193.04	10692.6	0.091662	-0.677048	0.012392	6.42712
2021-Feb-01 23:17:57.593	80400	-10547.8	-977.237	-1184.75	10659	0.11715	-0.675197	0.0152867	6.4274
2021-Feb-01 23:27:57.593	81000	-10469.8	-1381.54	-1174.71	10625.7	0.142708	-0.672337	0.0181862	6.42777
2021-Feb-01 23:37:57.593	81600	-10376.5	-1783.81	-1162.94	10592.8	0.168296	-0.668455	0.0210858	6.42825
2021-Feb-01 23:47:57.593	82200	-10267.9	-2183.45	-1149.42	10560.2	0.193872	-0.663539	0.0239807	6.42881
2021-Feb-01 23:57:57.593	82800	-10143.9	-2579.83	-1134.17	10528.1	0.219393	-0.657576	0.0268659	6.42947
2021-Feb-02 00:07:57.593	83400	-10004.6	-2972.31	-1117.2	10496.4	0.244815	-0.650558	0.0297364	6.43022
2021-Feb-02 00:17:57.593	84000	-9850.14	-3360.26	-1098.51	10465.3	0.270092	-0.642478	0.0325868	6.43106
2021-Feb-02 00:27:57.593	84600	-9680.55	-3743.05	-1078.11	10434.8	0.295176	-0.633332	0.0354117	6.43197
2021-Feb-02 00:37:57.593	85200	-9495.98	-4120.02	-1056.03	10405	0.320019	-0.623116	0.0382057	6.43297
2021-Feb-02 00:47:57.593	85800	-9296.59	-4490.55	-1032.29	10375.8	0.344573	-0.61183	0.040963	6.43404
2021-Feb-02 00:57:57.593	86400	-9082.57	-4853.99	-1006.9	10347.4	0.368787	-0.599478	0.043678	6.43518
2021-Feb-02 01:07:57.593	87000	-8854.14	-5209.69	-979.898	10319.7	0.392611	-0.586065	0.0463449	6.43638
2021-Feb-02 01:17:57.593	87600	-8611.54	-5557.03	-951.312	10292.9	0.415992	-0.571599	0.0489578	6.43764
2021-Feb-02 01:27:57.593	88200	-8355.05	-5895.38	-921.176	10267	0.43888	-0.55609	0.0515109	6.43896
2021-Feb-02 01:37:57.593	88800	-8085	-6224.12	-889.527	10242	0.461222	-0.539555	0.0539983	6.44031
2021-Feb-02 01:47:57.593	89400	-7801.72	-6542.63	-856.408	10217.9	0.482967	-0.522009	0.0564141	6.44171
2021-Feb-02 01:57:57.593	90000	-7505.58	-6850.31	-821.862	10194.9	0.504063	-0.503473	0.0587526	6.44313
2021-Feb-02 02:07:57.593	90600	-7197	-7146.58	-785.938	10172.9	0.52446	-0.483971	0.0610078	6.44459
2021-Feb-02 02:17:57.593	91200	-6876.4	-7430.87	-748.687	10152	0.544106	-0.46353	0.0631743	6.44605
2021-Feb-02 02:27:57.593	91800	-6544.24	-7702.62	-710.164	10132.2	0.562952	-0.442179	0.0652464	6.44753
2021-Feb-02 02:37:57.593	92400	-6201.04	-7961.3	-670.428	10113.6	0.58095	-0.419954	0.0672187	6.44901
2021-Feb-02 02:47:57.593	93000	-5847.3	-8206.39	-629.539	10096.1	0.598054	-0.396889	0.069086	6.45048
2021-Feb-02 02:57:57.593	93600	-5483.58	-8437.39	-587.563	10079.9	0.614218	-0.373024	0.0708434	6.45194
2021-Feb-02 03:07:57.593	94200	-5110.45	-8653.85	-544.567	10064.9	0.629399	-0.348403	0.072486	6.45337
2021-Feb-02 03:17:57.593	94800	-4728.52	-8855.32	-500.621	10051.2	0.643556	-0.32307	0.0740093	6.45478
2021-Feb-02 03:27:57.593	95400	-4338.41	-9041.39	-455.797	10038.7	0.656651	-0.297073	0.075409	6.45615
2021-Feb-02 03:37:57.593	96000	-3940.78	-9211.68	-410.172	10027.6	0.668647	-0.270465	0.0766813	6.45748
2021-Feb-02 03:47:57.593	96600	-3536.28	-9365.83	-363.823	10017.8	0.679512	-0.243297	0.0778224	6.45876
2021-Feb-02 03:57:57.593	97200	-3125.61	-9503.53	-316.829	10009.3	0.689215	-0.215626	0.0788293	6.45998
2021-Feb-02 04:07:57.593	97800	-2709.48	-9624.48	-269.271	10002.2	0.69773	-0.187508	0.0796989	6.46114
2021-Feb-02 04:17:57.593	98400	-2288.6	-9728.45	-221.234	9996.47	0.705032	-0.159004	0.0804288	6.46223
2021-Feb-02 04:27:57.593	99000	-1863.71	-9815.22	-172.801	9992.09	0.711102	-0.130174	0.081017	6.46325
2021-Feb-02 04:37:57.593	99600	-1435.55	-9884.6	-124.058	9989.07	0.715924	-0.10108	0.0814617	6.46418
2021-Feb-02 04:47:57.593	100200	-1004.87	-9936.47	-75.0912	9987.44	0.719484	-0.0717851	0.0817617	6.46504
2021-Feb-02 04:57:57.593	100800	-572.441	-9970.72	-25.9881	9987.17	0.721774	-0.0423533	0.0819162	6.46581
2021-Feb-02 05:07:57.593	101400	-139.018	-9987.28	23.1642	9988.27	0.722788	-0.0128487	0.0819248	6.46649
2021-Feb-02 05:17:57.593	102000	294.63	-9986.13	72.2781	9990.74	0.722526	0.0166643	0.0817877	6.46708
2021-Feb-02 05:27:57.593	102600	727.738	-9967.29	121.266	9994.56	0.720989	0.0461213	0.0815052	6.46758
2021-Feb-02 05:37:57.593	103200	1159.54	-9930.81	170.042	9999.73	0.718184	0.0754585	0.0810784	6.46798
2021-Feb-02 05:47:57.593	103800	1589.29	-9876.78	218.518	10006.2	0.714122	0.104613	0.0805086	6.46828
2021-Feb-02 05:57:57.593	104400	2016.22	-9805.33	266.611	10014	0.708814	0.133522	0.0797976	6.46849
2021-Feb-02 06:07:57.593	105000	2439.6	-9716.62	314.235	10023.1	0.70228	0.162125	0.0789475	6.46861
2021-Feb-02 06:17:57.593	105600	2858.7	-9610.86	361.309	10033.5	0.69454	0.190362	0.077961	6.46863
2021-Feb-02 06:27:57.593	106200	3272.79	-9488.28	407.75	10045.1	0.685617	0.218176	0.0768409	6.46856
2021-Feb-02 06:37:57.593	106800	3681.19	-9349.15	453.481	10058	0.675539	0.24551	0.0755906	6.46841
2021-Feb-02 06:47:57.593	107400	4083.19	-9193.78	498.423	10072.1	0.664336	0.272311	0.0742137	6.46816
2021-Feb-02 06:57:57.593	108000	4478.15	-9022.5	542.503	10087.3	0.65204	0.298527	0.072714	6.46784
2021-Feb-02 07:07:57.593	108600	4865.41	-8835.69	585.647	10103.7	0.638687	0.324109	0.0710959	6.46744
2021-Feb-02 07:17:57.593	109200	5244.35	-8633.72	627.786	10121.2	0.624315	0.34901	0.0693637	6.46697
2021-Feb-02 07:27:57.593	109800	5614.38	-8417.03	668.854	10139.8	0.608964	0.373188	0.0675222	6.46643
2021-Feb-02 07:37:57.593	110400	5974.91	-8186.06	708.785	10159.4	0.592675	0.3966	0.0655763	6.46583
2021-Feb-02 07:47:57.593	111000	6325.39	-7941.28	747.518	10180	0.575491	0.419208	0.0635311	6.46518
2021-Feb-02 07:57:57.593	111600	6665.31	-7683.19	784.997	10201.7	0.557459	0.440979	0.0613918	6.46448
2021-Feb-02 08:07:57.593	112200	6994.17	-7412.3	821.165	10224.2	0.538623	0.461878	0.0591639	6.46375
2021-Feb-02 08:17:57.593	112800	7311.49	-7129.13	855.972	10247.7	0.519032	0.481877	0.0568528	6.46298
2021-Feb-02 08:27:57.593	113400	7616.85	-6834.25	889.369	10272	0.498732	0.500951	0.0544641	6.46218
2021-Feb-02 08:37:57.593	114000	7909.82	-6528.2	921.311	10297.2	0.477773	0.519075	0.0520035	6.46137
2021-Feb-02 08:47:57.593	114600	8190.04	-6211.57	951.757	10323.1	0.456204	0.536229	0.0494766	6.46055
2021-Feb-02 08:57:57.593	115200	8457.14	-5884.94	980.668	10349.8	0.434073	0.552396	0.0468891	6.45973
2021-Feb-02 09:07:57.593	115800	8710.81	-5548.91	1008.01	10377.1	0.411431	0.567562	0.0442467	6.45892
2021-Feb-02 09:17:57.593	116400	8950.76	-5204.09	1033.75	10405.2	0.388325	0.581714	0.041555	6.45812
2021-Feb-02 09:27:57.593	117000	9176.71	-4851.08	1057.87	10433.8	0.364805	0.594844	0.0388196	6.45734
2021-Feb-02 09:37:57.593	117600	9388.44	-4490.5	1080.33	10463	0.340919	0.606945	0.0360461	6.4566
2021-Feb-02 09:47:57.593	118200	9585.74	-4122.97	1101.12	10492.7	0.316715	0.618013	0.03324	6.45589
2021-Feb-02 09:57:57.593	118800	9768.43	-3749.11	1120.21	10523	0.292238	0.628047	0.0304065	6.45523
2021-Feb-02 10:07:57.593	119400	9936.37	-3369.54	1137.6	10553.6	0.267536	0.637047	0.0275511	6.45462
2021-Feb-02 10:17:57.593	120000	10089.4	-2984.88	1153.28	10584.7	0.242653	0.645016	0.0246787	6.45407
2021-Feb-02 10:27:57.593	120600	10227.5	-2595.75	1167.22	10616.1	0.217633	0.651959	0.0217945	6.45359
2021-Feb-02 10:37:57.593	121200	10350.6	-2202.75	1179.43	10647.9	0.192519	0.657883	0.0189033	6.45318
2021-Feb-02 10:47:57.593	121800	10458.5	-1806.51	1189.91	10679.9	0.167352	0.662796	0.0160098	6.45285
2021-Feb-02 10:57:57.593	122400	10551.4	-1407.62	1198.65	10712.1	0.142173	0.666708	0.0131187	6.4526
2021-Feb-02 11:07:57.593	123000	10629.1	-1006.68	1205.66	10744.6	0.117021	0.669632	0.0102343	6.45244
2021-Feb-02 11:17:57.593	123600	10691.8	-604.28	1210.94	10777.1	0.0919328	0.671581	0.007361	6.45238
2021-Feb-02 11:27:57.593	124200	10739.5	-200.998	1214.5	10809.8	0.0669452	0.672569	0.00450283	6.4524
2021-Feb-02 11:37:57.593	124800	10772.2	202.592	1216.36	10842.5	0.042093	0.672612	0.00166375	6.45253
2021-Feb-02 11:47:57.593	125400	10790	605.929	1216.51	10875.3	0.0174093	0.671727	-0.00115245	6.45276
2021-Feb-02 11:57:57.593	126000	10793.1	1008.46	1214.99	10908	-0.00707374	0.669931	-0.00394219	6.45309
2021-Feb-02 12:07:57.593	126600	10781.6	1409.65	1211.8	10940.7	-0.0313257	0.667244	-0.00670199	6.45353
2021-Feb-02 12:17:57.593	127200	10755.6	1808.96	1206.96	10973.2	-0.0553175	0.663685	-0.0094286	6.45408
2021-Feb-02 12:27:57.593	127800	10715.3	2205.88	1200.5	11005.6	-0.0790215	0.659274	-0.0121189	6.45473
2021-Feb-02 12:37:57.593	128400	10660.8	2599.9	1192.44	11037.9	-0.102411	0.654031	-0.0147699	6.45548
2021-Feb-02 12:47:57.593	129000	10592.4	2990.53	1182.8	11069.9	-0.125462	0.647978	-0.0173788	6.45635
2021-Feb-02 12:57:57.593	129600	10510.3	3377.29	1171.61	11101.6	-0.14815	0.641137	-0.019943	6.45732
2021-Feb-02 13:07:57.593	130200	10414.7	3759.72	1158.89	11133.1	-0.170453	0.633529	-0.02246	6.45839
2021-Feb-02 13:17:57.593	130800	10305.9	4137.36	1144.68	11164.2	-0.192351	0.625177	-0.0249275	6.45956
2021-Feb-02 13:27:57.593	131400	10184	4509.76	1129	11194.9	-0.213822	0.616103	-0.0273431	6.46083
2021-Feb-02 13:37:57.593	132000	10049.4	4876.52	1111.89	11225.3	-0.23485	0.606329	-0.029705	6.46219
2021-Feb-02 13:47:57.593	132600	9902.29	5237.2	1093.38	11255.2	-0.255415	0.59588	-0.032011	6.46365
